"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,10.7702196964231,6.27255886553551,0.417601586380015,0.00852363432833735,0.236647466129216,0.598555706630815,0.278624714061637,0.660746000845201,11.53000007722,6.11400349286457,0.469730836780817,0.0109167493490176,0.264943668483616,0.674518005078018,0.27382907264211,0.658579090584404
2,12.0749112165188,6.0889915053266,0.495731985424728,0.00424794104155874,0.367986573353484,0.623477397495973,0.460098302741503,0.710503059095991,12.476822409737,6.04560637377149,0.515453039625423,0.00678773992157374,0.353973066617258,0.676933012633588,0.344724778576428,0.676901368019071
3,11.2135430605641,5.80997352119959,0.481878877191619,0.00514024087774842,0.341355749714473,0.622402004668765,0.414151821343946,0.696507210770543,11.6854041675394,5.86460540407517,0.498125582992984,0.00769113636321526,0.326235299809414,0.670015866176553,0.338540025446137,0.657566911479091
4,14.0453284875343,5.59225354226058,0.601842452654356,0.00207323464188866,0.512598191212628,0.691086714096084,0.573470514948193,0.745768991635424,11.9807502805929,5.82688506549406,0.513646063140738,0.00764622459262861,0.342258384484885,0.685033741796591,0.32492571325624,0.677942155559544
5,10.8614089103026,6.40692559057808,0.410120211522392,0.00599042840324556,0.25842041009237,0.561820012952414,0.389693157965642,0.678027552981755,11.3546597252016,6.24832609508508,0.449712607308086,0.0113190192180646,0.241186483697357,0.658238730918815,0.224846746229812,0.646469008540866
6,13.526845319989,5.60695573195309,0.585494208049563,0.00244725721106308,0.488533477328204,0.682454938770922,0.558661843020849,0.750631226973154,12.5939591382755,5.63178158981069,0.552818813529843,0.00621751605047892,0.398270407975079,0.707367219084607,0.390893381513185,0.701445830002347
7,11.1892383794144,5.81329184961862,0.480456877179975,0.00495262295325144,0.342522123266356,0.618391631093595,0.443063233890799,0.709369565988115,11.3265569106454,5.81815640553714,0.486326122630535,0.0109700212617345,0.281039898837804,0.691612346423265,0.23975300751622,0.663950635633775
8,12.022077624951,5.74686715435448,0.52197387725835,0.0033632139469877,0.408307159619686,0.635640594897015,0.494308018251116,0.722566359170377,11.3748192630186,5.85717996429717,0.485074898434665,0.0111546675168052,0.27806820595213,0.6920815909172,0.248343412122952,0.65229881178028
9,12.1878912865265,6.29312237240975,0.483657818693651,0.0042262619330854,0.35623879404607,0.611076843341232,0.440174024652312,0.698573829937003,10.9374981927788,6.44980579251801,0.410303372961805,0.0106781457518291,0.207766549840115,0.612840196083495,0.222247415457447,0.615817283262974
10,14.3008471585592,5.70619783220177,0.600988824722417,0.00178156673109594,0.518259949750143,0.683717699694691,0.600432086286148,0.766081761514704,12.6417575239549,5.76961622213439,0.543606479462882,0.00579423335640812,0.394411550386933,0.692801408538831,0.401807238860095,0.686528672201215
