"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,12.279496537997,6.0419495728493,0.507964389732637,0.0037146000730964,0.388507252479114,0.627421526986161,0.500853846535317,0.725989067357696,11.9298298251527,5.99023644091133,0.497877461061381,0.00995609710448212,0.302308182705657,0.693446739417104,0.304088107184375,0.666118726487091
2,10.9307066398958,6.19534618278997,0.433216315569419,0.00983488030148805,0.238841224145141,0.627591406993697,0.29380580006377,0.670459416378121,11.6731352131666,5.98431209927501,0.487343203861368,0.00904401544221021,0.300947147779715,0.673739259943021,0.293151695314287,0.669861908547253
3,11.505382418179,6.12636543447472,0.467521790080198,0.00442977718932341,0.337070910242212,0.597972669918185,0.460288511343277,0.72029102056032,11.7963226609388,5.91403825902888,0.49865407813809,0.00870292031528832,0.315806768386999,0.681501387889182,0.319690090057675,0.675076857330776
4,12.0503519006466,5.58570316234681,0.536469705748005,0.0040531830335556,0.411687062957803,0.661252348538208,0.488342549886843,0.72976805453272,11.0936610875437,5.58205148237775,0.496825129384432,0.0120766364987903,0.281433377514141,0.712216881254722,0.235793735710703,0.67255243811577
5,12.0175178435175,6.12072110087181,0.490683418941337,0.00433557015541176,0.361627127699763,0.61973971018291,0.45538430580065,0.708825592699957,12.2120916653391,5.95541196695971,0.512334812891829,0.00831743967657115,0.333582816367271,0.691086809416387,0.322228927431922,0.687230775869054
6,14.7714924142176,5.39730351216173,0.634613527136446,0.00175116545316976,0.552593546614034,0.716633507658859,0.608898769903647,0.772779297192828,12.0816453460721,5.79245416558201,0.520557506890797,0.00772790666047817,0.348256821381734,0.69285819239986,0.359337717103987,0.68626267630627
7,11.6239168404181,6.09665931952811,0.475507317952491,0.00445003004631562,0.34475856871975,0.606256067185232,0.428336765621954,0.689676999246217,10.8344261259657,6.1453018228518,0.432798585600761,0.0124735458725051,0.213895927271047,0.651701243930475,0.218240650784723,0.62669730923514
8,11.2724542998855,6.17868970167205,0.451877156713353,0.00372738060037935,0.332214692613631,0.571539620813075,0.467601428820132,0.72268688094729,11.9226257305706,6.0472427604783,0.492792703794041,0.00719164212672751,0.326577745399689,0.659007662188394,0.33546847598114,0.662289458705833
9,12.9965190866315,6.30866706503081,0.514587942896183,0.0049578237271636,0.376580785001124,0.652595100791242,0.442889886705497,0.724935236020479,12.5750178863044,6.10705674115797,0.514350055294216,0.00647384363945639,0.356648065055235,0.672052045533197,0.366825206646289,0.676923443994777
10,12.068790463981,5.84436262135947,0.515745787549976,0.00332598531367523,0.402709929606513,0.628781645493439,0.509531491479004,0.73308783654281,12.0061693374466,5.80965477408584,0.516110875101034,0.00655192517519719,0.357460707269299,0.674761042932768,0.368126693101682,0.681005330664891
11,13.5183938884565,5.83640117874087,0.568262233894173,0.00190476738332554,0.482720697902682,0.653803769885663,0.583149722950431,0.755191771876743,12.369823343457,5.9413719411425,0.519688214117854,0.00681746243191956,0.357855078825781,0.681521349409926,0.360381533103851,0.682873415092586
12,11.3559585324816,6.34318930377846,0.441421938479701,0.00501154400966506,0.302669109796718,0.580174767162684,0.420115189316364,0.693230428921221,13.0129187979578,6.12867309492859,0.52903163463293,0.00680886247752859,0.367300604543853,0.690762664722006,0.362539066176492,0.691854448161823
13,12.507719127473,6.20300783255862,0.504065627846262,0.00360586368051725,0.386369893365036,0.621761362327487,0.499467029822162,0.72937512971353,12.2431775222457,6.14440482605481,0.498136426194057,0.00687130409373162,0.335665500159645,0.660607352228469,0.36391766248352,0.663064663062631
14,12.8145388387869,5.71091393715091,0.554341048944721,0.00169271081046329,0.473701617836387,0.634980480053055,0.604112586816118,0.766983764165831,11.8909626331666,6.0139541917968,0.494241603701411,0.00891968213344479,0.309131228833222,0.6793519785696,0.313416011716583,0.66939169014038
15,11.8488283709733,6.33845604061196,0.465056304120363,0.00661630208517333,0.30562862117163,0.624483987069096,0.362939075716778,0.672176103987252,12.2314920699228,6.19975340588804,0.493131878723676,0.00925755177290473,0.304548181414521,0.68171557603283,0.277276232181524,0.667561800192711
16,12.7649859428325,6.12072724433144,0.520506542526338,0.00308607288355436,0.41162377258792,0.629389312464756,0.518004502427758,0.739218065061844,13.6586070718826,6.01138240631732,0.55988320224159,0.00489875843606207,0.422700585237919,0.697065819245262,0.431089526361817,0.703028134806675
17,11.5476158280798,6.07221417275954,0.474158626060799,0.00394452448687661,0.351059945041118,0.59725730708048,0.489209686674972,0.727875729321828,11.9642089834148,5.94737059229067,0.502903150510399,0.00797734192595085,0.32784385557656,0.677962445444238,0.329003713176245,0.67272878942701
18,12.1418460478818,5.96390137540263,0.508814281462325,0.00375199466525594,0.388757367017354,0.628871195907297,0.486373444600686,0.720761604645347,12.1633749738045,6.03369166891483,0.503945929323956,0.00708846917405835,0.338927557076916,0.668964301570996,0.322993937820705,0.658146988517407
19,12.3064976171488,6.07471736125524,0.506381299518534,0.00225028737117252,0.413404399349211,0.599358199687858,0.576407051328514,0.750654586055844,11.6209288482737,5.99148096571683,0.484423229507438,0.00829869197374569,0.305872802214918,0.662973656799957,0.329149714853147,0.663233694826417
20,12.4537458618412,5.89463187700969,0.526678001751177,0.00307962781834534,0.417908988576673,0.635447014925681,0.53349875430585,0.746196627704857,11.5599025897634,5.86048470912134,0.493033382970637,0.00999613303896775,0.297071282853042,0.688995483088233,0.291089001329886,0.673507553082494
21,11.3031294585116,5.84130945309104,0.483213080542722,0.00396316959111468,0.359823809124069,0.606602351961376,0.479368868905713,0.725032879402645,12.5701302737639,5.70706392529453,0.54598211784597,0.00596618217824583,0.394589629736588,0.697374605955351,0.408919929369623,0.70609396228561
22,13.224781177962,5.84475456056031,0.558045272590209,0.00253819239425925,0.459299539002442,0.656791006177977,0.549198877888772,0.744821877828575,11.5296353578557,6.02482448733149,0.477448826408332,0.0100430801563645,0.28102709459464,0.673870558222024,0.248713643748069,0.659291619051294
23,12.0196876169408,5.96556846073764,0.503683568919906,0.00369312017376431,0.384572316472738,0.622794821367074,0.483818897382107,0.718094419624747,11.6495765375586,6.04491114291406,0.481104645870597,0.0091583686362522,0.293533888680073,0.668675403061121,0.294972729773552,0.66981935319925
24,12.6349891533141,6.1427887436477,0.513827145467991,0.00380232393873253,0.392967691377569,0.634686599558414,0.479846853424717,0.725273636649225,11.9899827386153,5.97413038855718,0.501739867454794,0.0096558523397531,0.309142042055867,0.69433769285372,0.28471623006219,0.663978990122556
25,10.8223784873192,5.86222574647146,0.458323717532115,0.00509818426138987,0.318376639468458,0.598270795595772,0.432887653263391,0.697688592846787,11.2748973290424,5.71670808657221,0.492970275494497,0.0090300141885956,0.306718557363069,0.679221993625925,0.316166138568611,0.667624313038974
26,12.7295381360746,5.60509114863087,0.559678356848908,0.00224425842947756,0.466826091487846,0.652530622209969,0.572347038979534,0.752666039195702,11.9454359924694,5.64251147323561,0.527642902545144,0.00632107046781608,0.37181278893047,0.683473016159818,0.388318419507888,0.686384375106793
27,11.1899017917403,6.34448324692377,0.433017075126888,0.00634479915572754,0.276894749892337,0.589139400361439,0.382058017515722,0.679766197360913,11.5610515508923,6.36091554166202,0.449797839438654,0.0125635363748158,0.230106962665192,0.669488716212116,0.216197083826216,0.629671303148279
28,10.0372237861646,6.06772318210086,0.395477941772638,0.00781954003336966,0.222158742050874,0.568797141494403,0.33364595765963,0.674226738145981,10.6686148793808,5.92385477459164,0.444740030306965,0.0115483703246785,0.23411187587531,0.655368184738619,0.216453655954492,0.626435024524374
29,10.4592655109425,6.1162189274842,0.415234375579682,0.00775864916164166,0.24259131426715,0.587877436892214,0.3177300914865,0.674547236854603,11.6365527399875,6.09623174059404,0.47611359851916,0.00947566255211434,0.285321289292078,0.666905907746242,0.264218877403092,0.653762381426916
30,9.4711443424071,6.18039475397614,0.347450051383613,0.00719580821920427,0.181186956095166,0.51371314667206,0.339026971801237,0.678780639199461,11.3461878842656,5.90495593443578,0.479564767068195,0.00916524183251016,0.291923638783985,0.667205895352404,0.290009413767684,0.649174419133548
31,10.108595756274,6.16989432648574,0.389638830630229,0.00891630310013492,0.204563521662559,0.574714139597898,0.29127241412057,0.660631128455381,12.0810025371824,5.95423122498082,0.507140967262019,0.00694862003469564,0.343758536366629,0.670523398157408,0.363225087908981,0.676178721875967
32,12.4673888846757,5.89201348696442,0.527405975584303,0.00361815850371476,0.409509759750754,0.645302191417851,0.493575229239135,0.719465121870341,12.3792895117498,5.92198968972278,0.521621197718826,0.00802179316345873,0.34607484880566,0.697167546631992,0.345652872613018,0.686996804779612
33,10.9156175138497,5.79030615662707,0.469539295483708,0.00491438117810407,0.332138106501208,0.606940484466207,0.443509809800952,0.703140824861221,11.0238387723305,5.78602838472318,0.475134886837612,0.00942437708175372,0.284859594176518,0.665410179498706,0.278528643140292,0.660610862283706
34,12.3366539841597,5.67187608087257,0.540241941765142,0.0045992556451789,0.40731902994585,0.673164853584434,0.467789497278386,0.725025384631754,11.7096937296723,5.62431336907574,0.519687406099806,0.00762011245355382,0.348592625344891,0.690782186854721,0.318739978645624,0.679694758764482
35,9.79934962285579,6.12686554986949,0.374768144247112,0.00759071268791891,0.204003739695375,0.545532548798849,0.336160678609377,0.685531053641628,11.5851633859399,5.91766384261354,0.48920324681865,0.00896913282421269,0.303580455498469,0.674826038138831,0.32003971604089,0.656844491458152
36,11.999940079533,6.04208845278322,0.496490114722441,0.00310541783149164,0.387266613856289,0.605713615588593,0.517347437228659,0.733002578128705,11.6476758556571,5.97811456914445,0.486754727447108,0.00833001306403569,0.30786767317319,0.665641781721025,0.314756135400735,0.656703356745446
37,12.933634904912,6.07015049121944,0.530669410738191,0.00333585652056878,0.417465937251654,0.643872884224728,0.511551216907093,0.722253024715359,11.8813946709386,6.0280444364194,0.492648413475926,0.00857931646624528,0.311104198099264,0.674192628852588,0.321010494056625,0.661677295201501
38,11.42906519706,6.04448614131643,0.471130312313618,0.00384618962649229,0.3495757070157,0.592684917611537,0.457859674149664,0.712668993580177,11.6843902017166,6.01482976366374,0.48522518849293,0.00939910544925216,0.295205180352084,0.675245196633775,0.314244158342187,0.668296472920256
39,12.31889427445,6.11799167595187,0.503365193364723,0.00321767946030688,0.392184990924204,0.614545395805242,0.521668320902625,0.730167041993236,11.7861268382305,6.13837188102419,0.479186677245554,0.00931218710949806,0.290047315927377,0.66832603856373,0.288965736977384,0.664933898508782
40,11.3139334621109,6.12092775209691,0.45899206738353,0.00433053135219505,0.330010792608498,0.587973342158563,0.46370664904089,0.711097826419285,12.3520439226829,6.08750149071797,0.507166463394848,0.00957527268693223,0.315373951668976,0.698958975120721,0.363324775075635,0.665520149179176
41,10.8815883975868,5.87877442253828,0.45975034087468,0.00725828090783116,0.292767072444803,0.626733609304556,0.341755855357155,0.664223554464144,10.9773605537187,5.98081204574696,0.455168479118517,0.00953205487334725,0.26380928283715,0.646527675399885,0.262296013257469,0.645039993741729
42,12.9377936204248,5.95619145592474,0.539628499984594,0.00269343996987705,0.437907710623325,0.641349289345863,0.541860914685799,0.747044998643979,12.4726979527905,5.9494776475831,0.522999941945036,0.00788798622356955,0.348923843998003,0.697076039892068,0.365268160201585,0.68520037034442
43,11.0002841649986,5.94038563154973,0.459978893049763,0.00634893204046784,0.303805728496242,0.616152057603285,0.380457110482855,0.690288627863484,11.6293020004029,5.85130688612027,0.4968479719662,0.00764544838254676,0.325468992781495,0.668226951150905,0.330902822157841,0.662562390461697
44,12.9763672596894,5.88247610580193,0.54667774207689,0.0026975833209167,0.444878743625856,0.648476740527924,0.539193201505012,0.746731555328859,11.2897165927677,6.02138269908333,0.466648905700548,0.0114405105382317,0.257006674068487,0.676291137332609,0.205644328360749,0.648028747825395
45,12.1308840376618,6.26573851533727,0.483488713940012,0.00407631701847014,0.35835047255012,0.608626955329905,0.436459874507349,0.699113359623873,12.6353787610572,6.1442064831182,0.513729932492811,0.00624139321949515,0.358885054656918,0.668574810328704,0.365891465787391,0.673350554864345
46,13.9086013826804,5.76181228344059,0.585737478204283,0.00173050640546196,0.504202740777695,0.667272215630871,0.610784842418311,0.766574785598596,11.8111944750343,5.82825334806349,0.506548354581508,0.00865227776804362,0.324233817932023,0.688862891230993,0.310484578229053,0.677739529758096
47,10.4041084827057,5.84652650820755,0.438055983563997,0.00706833678033258,0.273272117316947,0.602839849811047,0.380195319311822,0.697077004531714,11.1519190827048,5.81231303434451,0.478806025111978,0.00992108367623358,0.283580936942913,0.674031113281042,0.26370840558292,0.651523382614624
48,10.8700956500626,6.09934730995986,0.438887429668132,0.00555185286719537,0.292846346494192,0.584928512842072,0.415068361066481,0.700292181578589,11.58213291325,5.91533322356163,0.489270821888559,0.00864695967888161,0.307012323314715,0.671529320462402,0.315272938282026,0.660222874326038
49,12.7287719570164,5.9471798385686,0.532776621448514,0.0038860860528096,0.410593201212897,0.654960041684131,0.496444643592104,0.735483851030938,12.4347797537678,5.77174319266103,0.535838727588869,0.00638650400419429,0.379204140787253,0.692473314390484,0.401861161862978,0.692826007763245
50,12.2171163710978,5.90307383372168,0.516819382380062,0.00265643880755562,0.415799704479637,0.617839060280487,0.54026050011102,0.74499836144451,13.1459415928504,5.81009657202378,0.558031158819109,0.0045399564623118,0.425967928714673,0.690094388923544,0.440550297449164,0.70630509787774
