"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,12.312332419138,5.65143562193822,0.540993905171552,0.00273261658461301,0.438536012008315,0.643451798334789,0.53392243972747,0.734476974386186,11.4715005101786,5.75396937348865,0.498411792913821,0.00912877773655644,0.311144303603062,0.68567928222458,0.300877184672208,0.676416701431509
2,13.1361186850299,6.03274136470401,0.540751609409633,0.00396581803511878,0.417321116565635,0.664182102253632,0.472831714211351,0.709639697961288,12.1675413368796,6.09547100873871,0.499038397324903,0.00948792719515058,0.30812265383346,0.689954140816346,0.315207341522819,0.665155912239115
3,11.7180288929974,5.64840807664356,0.517972849510636,0.00429395332881165,0.389537452878855,0.646408246142417,0.485804706296999,0.724523800243807,12.356952143251,5.69285704818098,0.539299255820923,0.00657303537115819,0.380393709404691,0.698204802237155,0.375093695826773,0.698172244437689
4,10.2117530186273,6.1144762032181,0.401231483755563,0.00808222649334424,0.225025123777181,0.577437843733945,0.369192413933018,0.691805882523185,12.1339069371781,5.76884419469438,0.524568284183989,0.00728274889723095,0.3573037985225,0.691832769845478,0.351428022224309,0.688741408938568
5,10.8260720734098,6.39692574141576,0.409118496714295,0.00739709937646409,0.240545969401495,0.577691024027094,0.348232596789755,0.674653295635532,12.7054848225824,6.0924441810405,0.520487075769674,0.00735660447102745,0.35237660097438,0.688597550564967,0.356772651478889,0.680658996763281
6,11.5537755009365,6.52811727960114,0.43497973635787,0.00586485914011165,0.284878294417252,0.585081178298489,0.365873352139158,0.687094570395541,12.1647906818895,6.32883996985776,0.47974115335335,0.00905271997557067,0.293255419158607,0.666226887548093,0.290867882034876,0.657882957502995
7,12.3141725031349,6.01362250321947,0.511650295487694,0.00297491109426642,0.404746514171344,0.618554076804043,0.522751689893172,0.738000982476813,12.029799099956,5.94832413872011,0.505534208069871,0.00781079597569274,0.332311940967107,0.678756475172634,0.339841070112538,0.684617935372918
8,10.0939174669498,6.67213732598307,0.33899426582103,0.00659990915221344,0.179764208987707,0.498224322654353,0.359095354393633,0.671331036032022,13.379817711573,6.39391769391314,0.522122211845781,0.00589871084434437,0.371588203795661,0.6726562198959,0.395214943785291,0.682515353999082
9,12.1061731973413,6.13709902149323,0.493060365034175,0.00304014442675362,0.384990855782876,0.601129874285475,0.520157050985421,0.731705708750397,11.4104742511415,5.99694912720966,0.47443471715387,0.0105070891267912,0.273526694443275,0.675342739864466,0.274639418847325,0.651454426375676
10,13.5004496279265,5.88521024004656,0.564073019622054,0.00256388001624133,0.464828868810066,0.663317170434043,0.557778128339181,0.748719179586713,12.36065238677,5.88781032844655,0.523665083021957,0.00693898749409991,0.360395936036575,0.686934230007339,0.374393660567919,0.683688418781847
11,12.0921330353486,5.804039083692,0.520015280453399,0.00284035483775595,0.415557120672924,0.624473440233874,0.547787800498179,0.746709026358272,12.9248793533912,5.61067259332649,0.56590135660691,0.00550252985627844,0.420510439779622,0.711292273434197,0.416575926901484,0.702124133030364
12,9.69951070698461,5.92838113596592,0.388795856300576,0.00620212005835946,0.234438917952494,0.543152794648659,0.403873257184655,0.700778315944588,11.9068289371785,5.8012652551809,0.51277831521819,0.00848882077380527,0.332194113570731,0.69336251686565,0.316719115938348,0.679948631336646
