"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.458737869737213,0.471992211335361
2,0.479702139009152,0.480533141833304
3,0.498432358283978,0.507184642836905
4,0.529965234466411,0.536914340952934
5,0.5138091669762,0.515985337392721
6,0.529334953174687,0.523174407114522
7,0.513623140283343,0.509836106877779
8,0.535916274284783,0.528763892809628
9,0.491496236738179,0.483847548077393
10,0.467611569915443,0.476056114222662
11,0.515426197434075,0.511153755121389
12,0.555458671625316,0.557937983341735
13,0.501180386040746,0.491462249407063
14,0.486551877478545,0.4935759681618
15,0.49467589358523,0.50857239379264
16,0.470539486176333,0.480472201603521
17,0.482694241230552,0.500317063535911
18,0.526363591341492,0.524619792477443
19,0.484143613745967,0.497272513225455
20,0.484317017973649,0.489535298354398
21,0.487308170731133,0.505332187474644
22,0.504481001196565,0.514686160295352
23,0.490220446036619,0.49655333851099
24,0.525846382272994,0.520838871877971
25,0.506630496517886,0.506656622415919
26,0.487412665062681,0.492611679547629
27,0.470489860800518,0.470271973260493
28,0.517883800400228,0.525733761596703
29,0.516230980431461,0.518194378263468
30,0.487608312730872,0.492595993282674
31,0.494227519549717,0.505355141642974
32,0.498592231956961,0.510006854587315
33,0.477996959754841,0.468055574188017
34,0.490652170328947,0.50209778871969
35,0.474527783116973,0.489422221471169
36,0.488745466930494,0.486810827339635
37,0.534417839946384,0.54169445173663
38,0.493600424921,0.491699469021091
39,0.497052805812389,0.497489199645819
40,0.504179508600809,0.501157968010107
41,0.498364315640472,0.498065813134393
42,0.493331153828956,0.491477865080871
43,0.499543649859577,0.505711241310797
44,0.526767877891823,0.525139434091966
45,0.47769305152186,0.480710802068293
46,0.43748105450614,0.431886162977465
47,0.489295149213441,0.497907394605789
48,0.546688925982992,0.549156619846162
49,0.538024738428654,0.529703827190044
50,0.498664475494108,0.50813400179486
