"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.471584967108688,0.482595651663707
2,0.509823418989566,0.507817386431433
3,0.510732630847787,0.522393930954527
4,0.489728300085401,0.485905647600546
5,0.49888892426449,0.502699309091503
6,0.488343714394563,0.484532106966231
7,0.478412804947667,0.468534585694594
8,0.526343818455838,0.531065911434917
9,0.507022201483007,0.507349619272084
10,0.486659427007359,0.491861231712901
11,0.468297848012496,0.471043182264257
12,0.496223856910567,0.504436503774249
13,0.478821051544888,0.480123233042891
14,0.502597325554734,0.51683247725066
15,0.487400876441289,0.480572713444726
16,0.534486864711639,0.54685337624609
17,0.5716159277235,0.560078942977042
18,0.483322149302619,0.483357920919186
19,0.498826958040148,0.507912805142467
20,0.531579894825584,0.530665458917571
21,0.490170298502517,0.501759107401614
22,0.480110041914984,0.479145454681361
23,0.46535916853751,0.465646060723769
24,0.544978144898193,0.543126993406449
25,0.479850649914666,0.484138618976214
26,0.5086301206206,0.501842479283573
27,0.525050263945069,0.530062304456211
28,0.460062259765952,0.45682160456113
29,0.509696417844665,0.505371498629064
30,0.530865829410894,0.538599322302923
31,0.553986846995975,0.553694577898969
32,0.514332953945264,0.516295619395686
33,0.498196437634181,0.501038332146829
34,0.487076744495508,0.491335821220574
35,0.488930174860931,0.492815618001324
36,0.437016820833611,0.439020548160509
37,0.499619974789119,0.514210212950613
38,0.493108914883543,0.48567196659782
39,0.519549273590167,0.529458407007848
40,0.489298720355551,0.493357865795772
41,0.495675652979359,0.495977266345804
42,0.48834409642314,0.485152925009272
43,0.500136013785645,0.508223249104174
44,0.516336033888478,0.512505250230199
45,0.512773117627036,0.530739381700663
46,0.499517004769219,0.496162214599233
47,0.486246296942136,0.495762159840093
48,0.524183605816646,0.510048816044968
49,0.505707770604505,0.511071588532646
50,0.510951137054307,0.51029353447653
