"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.496223681875453,0.505197031362759
2,0.470936398147206,0.467368535808389
3,0.511748140367892,0.5133750538904
4,0.501615853468577,0.502469302946606
5,0.537293673569289,0.517521425142686
6,0.493454309794508,0.48101673724487
7,0.511135762386597,0.510902366651595
8,0.502204588917797,0.505751888070662
9,0.474991857012095,0.496227645472191
10,0.479139675985526,0.487094413106732
11,0.491673180795336,0.494253075815997
12,0.494837070653485,0.503251249473923
13,0.490042045649843,0.494824343319089
14,0.449916050199231,0.439639712033152
15,0.506165721120879,0.510021301681201
16,0.473625986107416,0.467375755802713
17,0.49362741350026,0.49876726591732
18,0.475296873362431,0.492240426446397
19,0.515425685620992,0.525782103592091
20,0.499486032005046,0.502872121868801
21,0.506572484381235,0.519536502411005
22,0.53302820952288,0.520999033908253
23,0.496259339194487,0.489114803815736
24,0.468463557340639,0.478999105502876
25,0.491651013901683,0.499136127761511
26,0.485129643838082,0.493429706848551
27,0.483485816045591,0.481763416701592
28,0.442150037333792,0.456947514974341
29,0.503768804972739,0.517577074949518
30,0.455688189842046,0.464359762084321
31,0.532845494981938,0.523543562579099
32,0.464688245806161,0.461687853336379
33,0.528814592135634,0.527733652839355
34,0.501974041214732,0.491624411779751
35,0.48810890993982,0.484237629013537
36,0.503281086383515,0.50971981513222
37,0.477997353843611,0.47673188610333
38,0.472441094645215,0.480117414362651
39,0.519070899008138,0.521298340846184
40,0.505884542073084,0.495533462485211
41,0.524722366894225,0.521422119617873
42,0.465927965535701,0.473224700784861
43,0.476630837018446,0.487047085722915
44,0.504996304573587,0.504129067006073
45,0.50633318398626,0.5254761855923
46,0.511221223607116,0.51831682566845
47,0.476856760523564,0.49248130381808
48,0.514066148232331,0.510140634904463
49,0.507042731814708,0.509347450773883
50,0.465585905327434,0.468488698171119
