"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.482310913847044,0.485743997863749,0.49956740259988,0.502726057734346,0.489098849744789,0.397080989193301,0.473125265220802,0.358741020860346,0.486058181619549,0.338450346398096,0.494792901857382,0.353027054765959
2,0.519796762797007,0.525079492870057,0.537496470619595,0.548542230815029,0.519568482583714,0.484699128577954,0.507965549044884,0.535113900037984,0.521935340211569,0.518094776977318,0.520144087137957,0.516326315886757
3,0.543260378129346,0.538816404656663,0.565495998512143,0.551882288451372,0.54403757861362,0.360316939671031,0.52129313500882,0.349209812364039,0.54191370220156,0.310578421485187,0.548468872762112,0.320579697893551
4,0.481136728961194,0.485756302615944,0.491323027931015,0.500533511810515,0.459080241119457,0.344427599176009,0.438380322252274,0.426936142953481,0.461175928163297,0.389348813104662,0.469876021125376,0.399767170766908
5,0.515411796479292,0.518558588232937,0.540185573579968,0.538743441209383,0.511574798113466,0.345807729672742,0.487098753527463,0.397748588419344,0.511974363882721,0.3548463600628,0.517804790600692,0.362189137064914
6,0.52024915630614,0.517918714369991,0.526676723844085,0.526496572532726,0.504210691501276,0.372363941444975,0.482640498157561,0.39530306564041,0.503528559909908,0.358242176935611,0.504643721647618,0.359868055333906
7,0.508380087034288,0.509671079527048,0.532026483034572,0.538765475436209,0.490740005936295,0.428323100005402,0.470591004810135,0.582406769914326,0.499432382293018,0.55298312238451,0.490077516573016,0.545597774695951
8,0.511483465290227,0.506822566755657,0.551030975162569,0.547850828780772,0.505266488984115,0.400075421424745,0.482925861253188,0.575505842842982,0.513315278353469,0.5329225412157,0.50321698926993,0.52593825150029
9,0.47174325954962,0.484831063048637,0.508039013106982,0.518478487611145,0.490802722362267,0.412408202224047,0.472621488860396,0.436941360069491,0.490650835950301,0.409779438793392,0.478896769862605,0.395062959640799
10,0.492199366859555,0.493303575136838,0.510318257913206,0.506314439893422,0.486366668677656,0.288168404681677,0.461036992535936,0.276952192370982,0.484129084918988,0.228770493084507,0.486632668234031,0.233420292555361
11,0.478336212473154,0.484673427092484,0.498132511504011,0.505003830570792,0.475262965389373,0.359650115323025,0.454464696032498,0.375252215693578,0.47419489608108,0.334678301995628,0.466376501447469,0.323085608239495
12,0.498850228617733,0.499723608660276,0.501771076848488,0.504071213515225,0.471287639889978,0.3572446543944,0.450216741214711,0.425716922165709,0.47295947464471,0.393186114572351,0.484680494275569,0.408025904575224
13,0.474530242341317,0.480159028447038,0.467921587500335,0.471552690561223,0.452049993468609,0.344189724196703,0.429867728810752,0.260757364265162,0.447880752130042,0.223548345764095,0.462123755671168,0.256659708239818
14,0.520397031820297,0.519015016986066,0.529228157032925,0.53096592553551,0.520567215201191,0.427520427835536,0.501784011385413,0.316428032030187,0.514706638128772,0.287896941263062,0.517209538689491,0.293443295148799
15,0.487092549563829,0.487708344977693,0.516484435557352,0.517324285131017,0.482194004522042,0.29123626851826,0.454779843182557,0.338723276085973,0.481701480421318,0.276951704478769,0.48450677598901,0.281267493868973
16,0.475660030345965,0.480218054152118,0.481981370600383,0.486240882163384,0.457857157251771,0.320947962616079,0.43430211170352,0.347173718754665,0.457556810398506,0.314043367692309,0.47634541352327,0.340353452790738
17,0.50249975341445,0.503056765259655,0.550602604719836,0.544632441641129,0.536975526055911,0.405077636696975,0.515219661307648,0.370042437207298,0.533486133320226,0.330197994868313,0.51812890217113,0.303956560003652
18,0.532094094884448,0.539483901279532,0.57221434823805,0.578673614429727,0.538291932530934,0.461057673809948,0.517627995227075,0.5848790084138,0.544989015162897,0.554636644304242,0.544643524929287,0.554388686083788
19,0.502943880335388,0.500167518943247,0.527610656460269,0.527067814324607,0.511450778045372,0.404830468242126,0.488770501047168,0.380868112071729,0.508647645914149,0.344522708400632,0.503544445548934,0.335856635155366
20,0.523181013598706,0.512493978969513,0.53429892396914,0.529544423922946,0.519550271721563,0.393255876026559,0.500682792738582,0.353761076896122,0.516153207008318,0.313119629222868,0.509119950798457,0.301031945321419
21,0.500712357643737,0.499850103030767,0.536659837980328,0.533319206037132,0.51183896354837,0.385226349278572,0.484284186938809,0.427731950041473,0.511880481688132,0.386112853173767,0.512416412230478,0.386806266515939
22,0.50015819521777,0.501740534686824,0.514012396862022,0.517796076387549,0.499311573947513,0.468596856506817,0.484980943504973,0.495081798527463,0.499778411584828,0.475400998242097,0.491607020104561,0.466769692899529
23,0.521365303658468,0.51649897818593,0.529601510531775,0.524154552753692,0.518873787941069,0.419572388304194,0.499596812116567,0.377139212269381,0.515199543818593,0.352808150785834,0.520572847722317,0.361553477601972
24,0.510134276677868,0.500800962834569,0.520608472387224,0.510464293721717,0.498763971647198,0.35117842336848,0.475941452937424,0.329117956735054,0.496069985646145,0.281348246872955,0.497627314955127,0.284099632799768
25,0.501934751754526,0.499655359911,0.506445818831084,0.497112558686209,0.515783693362258,0.437298122491287,0.504923915773649,0.238961808627325,0.506111008210774,0.235727168002186,0.495585958376892,0.20827383243767
26,0.507656282381498,0.512748339300837,0.533950559498442,0.543337123579358,0.501771443724682,0.417012873638489,0.482910677707347,0.520412761583097,0.506230698482013,0.490113074409973,0.510903111255565,0.494317388782116
27,0.508722615171913,0.51581127295137,0.524566597177054,0.52751135067313,0.505041144350951,0.452868971938246,0.492458357348772,0.492285960309885,0.506404178935017,0.475500581556949,0.522417048571777,0.492274737950778
28,0.472281523110147,0.466377645901151,0.510357305674219,0.503083049949277,0.473508744268919,0.319794493769098,0.447896711866741,0.423999844820774,0.476324332557847,0.381787625391001,0.47684496414282,0.382420418393325
29,0.502215620815854,0.496542091057348,0.543660052895046,0.536387392623402,0.537359839657551,0.493336352952111,0.531218772532014,0.512212499604983,0.53810832209777,0.502814026212502,0.517642480991414,0.480767494123499
30,0.491438330419169,0.48758533676905,0.502232851088058,0.495767941060658,0.469419238712002,0.346344825838149,0.440380071845443,0.43808160208075,0.471171051878604,0.384916374066849,0.471316974446651,0.385111950924422
31,0.497368200268392,0.500357295194188,0.526079670434063,0.522103688315319,0.502690775045703,0.375303396247957,0.482047940202265,0.429228447371072,0.503872782507742,0.396585193094097,0.503390986957449,0.396024987546078
32,0.495995016191092,0.495343945662259,0.510050512838617,0.50460095914126,0.504056479302057,0.380631601506844,0.482232473236581,0.180535128913773,0.495909990048299,0.145571837585632,0.501538304406668,0.161758314044077
33,0.521369907556368,0.52627211428037,0.533651528745835,0.537406827856195,0.507249915321543,0.325812435195934,0.484002362999103,0.30555162930437,0.505133549532806,0.269574146582587,0.532045077583167,0.312547133264507
34,0.503240692177593,0.508326679447719,0.495496106238393,0.506803219930274,0.476613581255384,0.421480949401733,0.461902430610868,0.437407342777186,0.476207241254198,0.413493961340222,0.486958750872245,0.428331661643299
35,0.469469588152217,0.472132789096506,0.498833062725803,0.499620001848084,0.477142992284986,0.380243015607109,0.456002584518875,0.41006622342696,0.476884811981701,0.375143325174368,0.460161137558168,0.352866834441298
36,0.515258580978121,0.513845397971388,0.550626613392169,0.547353324655093,0.526803089283848,0.401831811485703,0.506102017301705,0.442944141217336,0.527122776885453,0.407995414497734,0.524821047122064,0.404895821432485
37,0.502686795175935,0.490063497746003,0.519498367906373,0.516327559793464,0.502901052634025,0.350775665101257,0.477211885723204,0.303072315960563,0.498763289627908,0.243766564221297,0.4810305476344,0.206208651734539
38,0.500966063854087,0.500334317196094,0.532095313548483,0.532649434191813,0.496495730147483,0.388959971874139,0.477874228505593,0.50795424649872,0.501074647768749,0.472980215952149,0.495851641257465,0.468261149934706
39,0.490999538110457,0.493289742009967,0.52082832955088,0.517770183379919,0.499387425286524,0.429808877675111,0.485941705602819,0.487875387481067,0.501653640238284,0.467572310732212,0.500422257164882,0.466325806517473
40,0.500852209354453,0.495868989776306,0.525039170281953,0.525053338869884,0.493310762124299,0.354797256290534,0.469143448440973,0.41900981009243,0.49381975823527,0.367674283826509,0.492097585740546,0.3654557025631
41,0.489615183464392,0.49258341307483,0.513950559322246,0.514292829263833,0.501218320276099,0.443672491640939,0.491605864043059,0.455122251603393,0.500992551771094,0.439670853691245,0.501012676806406,0.43969573268583
42,0.46688137755117,0.46660195677588,0.492177067357409,0.492622223365339,0.473526442674107,0.38838179148042,0.4567363990568,0.395031531371446,0.472523400470024,0.367401011643903,0.470284722320388,0.364244473586192
43,0.488751994510053,0.492962374231561,0.508669122333476,0.516515821031594,0.468830732904403,0.395451738824053,0.450364479577147,0.542955872912781,0.476402350229534,0.513016185761945,0.474275035071996,0.511292774969485
