"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.487346749738486,0.494461323172447,0.523745259329693,0.529236050586554,0.494051541065755,0.382713588052401,0.471724049140996,0.446262440124286,0.495464263995914,0.4112636971052,0.493142933953457,0.408446981172591
2,0.491714608480496,0.492138607551005,0.488481352852065,0.488870575412793,0.478018471173911,0.364147163957658,0.455310230597307,0.268409946647929,0.472520613210119,0.238978629553,0.483681733338076,0.262045645958885
3,0.508568102544844,0.51112030408141,0.526504239328869,0.529549525966432,0.520641713930027,0.40538125240297,0.503529817355259,0.340826567105661,0.515910730625047,0.318035842931269,0.510362572416422,0.308387340155467
4,0.481024807070389,0.485080046018313,0.530393058765455,0.530080491812956,0.506289204132237,0.313721413355876,0.477594133402365,0.324243060467505,0.504582363385716,0.270441951856817,0.495333942583296,0.255605219079047
5,0.5378904879903,0.524100317091157,0.561580129937244,0.545016540444717,0.534916442115453,0.389802653133125,0.516081466004493,0.445451096689712,0.535844734161032,0.409325609861747,0.54028485459173,0.41431680065884
6,0.481734137107148,0.478427846054215,0.516205581142734,0.504429763426313,0.488423209898102,0.398052793170205,0.471301970059752,0.477287162814319,0.491008627930571,0.447273590023659,0.492457457959801,0.448741417839239
7,0.507314932535891,0.504235795866032,0.527727972322913,0.526543332224854,0.505127628575928,0.449891319065917,0.491055116637075,0.513094761075343,0.508004089275928,0.493280343177447,0.513984573443413,0.498833054700673
8,0.50902012698669,0.505428529708803,0.524545062602614,0.527339073502182,0.495378548283152,0.415203231256336,0.476025816254066,0.509469556866071,0.499493023743007,0.481342081868143,0.499180000561041,0.481043481089706
9,0.488248555037937,0.502638559152482,0.493817006749824,0.515327630096723,0.476309785588151,0.43378105927468,0.458564152626543,0.427997543744815,0.474783582404149,0.403241951920513,0.482846898499244,0.413974087576818
10,0.459071536456992,0.459555176877079,0.510484913702162,0.51415470554506,0.48306697811015,0.365335211032477,0.462029627838892,0.39388377575237,0.482290238024872,0.34556906527813,0.466775333977423,0.322769232223505
11,0.463984381249475,0.473300069758174,0.516472900269934,0.520457552754629,0.490650436573149,0.381822416849994,0.464959724465579,0.434669804066553,0.491243062612497,0.393583700508891,0.491045514031015,0.393343732471937
12,0.49492416132883,0.506062298929917,0.519150496712506,0.52436956687658,0.497045611257032,0.373643881713433,0.473605408266158,0.398025085300113,0.496451058353759,0.36108158487134,0.489724637496705,0.351238884076147
13,0.494093650546125,0.490483911324284,0.518745293855341,0.520346994760179,0.491093080391522,0.37132867826966,0.468026513293132,0.424760512573052,0.491524973311597,0.380413000259339,0.480496778001142,0.366748733480905
14,0.457677235800501,0.460716404912074,0.467518339864886,0.460887468174057,0.445936122425373,0.385184314157973,0.432919443233362,0.437205296417902,0.447321510115857,0.412754316797356,0.456830461731149,0.424405561282018
15,0.487342933077888,0.486828709768094,0.533126078419385,0.532997491584533,0.507883417215491,0.405630410076151,0.486352244713637,0.459631109003759,0.508486293066936,0.417865505211172,0.492729874351788,0.397848154608699
16,0.48045963964713,0.480922378334366,0.485059074622587,0.481945126709921,0.487568903980713,0.391947732841497,0.473581478104189,0.201062063592987,0.47900531816376,0.188683092118563,0.485141202046095,0.203385661370514
17,0.489356854363251,0.491011134229634,0.516668983077808,0.521303573469276,0.491888542927628,0.394209309783391,0.471454820725429,0.435786374726138,0.492461189614104,0.405595308829353,0.496624417058661,0.410883530903116
18,0.483148663449857,0.4980027893684,0.504885407773557,0.518764092560217,0.484498671849197,0.315479872023788,0.457076613329284,0.269523240800984,0.480574133706151,0.210905839752321,0.46863787101606,0.190238273536185
19,0.495578246226466,0.496599198956884,0.54012846746821,0.547021265930625,0.503882748907666,0.413553527333969,0.483036612215689,0.547675969229686,0.511066762432047,0.516766801019176,0.506378718097089,0.512966556928676
20,0.506441510474905,0.50629091829609,0.521460181180167,0.522453169177206,0.502344975279692,0.396914397013769,0.486102050864727,0.414229947556345,0.501676346724649,0.383761753806557,0.492174571936008,0.370181854572333
21,0.500316245248651,0.504570229191026,0.529405167402462,0.537709370278389,0.504252426460799,0.408667124601774,0.482495625843528,0.480680122788373,0.506841997552425,0.449368308055106,0.496867828528331,0.438405748677025
22,0.52113361923164,0.509639133999503,0.556720738677895,0.544168785890839,0.520837917555682,0.450186349368439,0.506334680571261,0.581884439600149,0.527670557111254,0.55535543836374,0.527908334846739,0.555537991361405
23,0.509964079193442,0.508643698251178,0.520070884771666,0.514074451592553,0.499766436020431,0.367090044871415,0.479812302391326,0.3466939207995,0.497453114479362,0.311065953597118,0.500660720890385,0.31693141512611
24,0.473251099499522,0.477868092527984,0.495183418148298,0.50060525954084,0.470345524983123,0.390587799938968,0.450858640177447,0.431412283868739,0.470460340539105,0.392934263254352,0.458755233647344,0.37676312000348
25,0.512830033985219,0.509228350706132,0.525318903595575,0.53051068168527,0.486174436615541,0.312483502444347,0.457848840455405,0.433805717383315,0.48933388953204,0.385660632779188,0.490013878247745,0.386453890361237
26,0.49699428563081,0.504528442493395,0.507216243370432,0.514022633457323,0.485423415263611,0.367871648835659,0.461573814295013,0.408275000519623,0.485772056407427,0.374367253730291,0.480775777907399,0.368134412255898
