"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.485561596212254,0.485225759885104
2,0.523320723753244,0.535201741900789
3,0.541442268704279,0.525807667348136
4,0.464198891127207,0.470562749171347
5,0.513253408943544,0.50955647856154
6,0.503228812879756,0.502415241136483
7,0.504553849082949,0.516226087003061
8,0.518188578938669,0.517588900305867
9,0.488534364842524,0.501071169521999
10,0.48297798798982,0.477951510183658
11,0.472031754092727,0.48055306695455
12,0.476174298942463,0.477498427658445
13,0.447406954239949,0.445566476097004
14,0.51094074682769,0.512960350925762
15,0.481727443626252,0.480333406137171
16,0.460378238140678,0.458723879107987
17,0.528016409111702,0.522859482634181
18,0.549710967898762,0.555165920880841
19,0.505688369762986,0.505440266864048
20,0.512304767123731,0.506919545025165
21,0.51200499241106,0.508832392545503
22,0.498583087502238,0.505504544255047
23,0.513773345836645,0.505535996398816
24,0.494103222661713,0.481461213568935
25,0.497380407111191,0.487872571258277
26,0.510371973000847,0.52009724626111
27,0.510178236564238,0.511066015344779
28,0.478543988274473,0.474987899870835
29,0.534899425667037,0.530005531870326
30,0.472592794396655,0.46094986710912
31,0.504595120010471,0.500082431039154
32,0.490879875543578,0.483100472045333
33,0.507982488800754,0.505969029272148
34,0.477795945727956,0.486618949769592
35,0.473826348811716,0.479813608088628
36,0.526927534464442,0.523876212212917
37,0.492464933530146,0.490957172171395
38,0.503732571605958,0.506553165126328
39,0.503160007888773,0.501643546233761
40,0.493933967412363,0.494606520346066
41,0.500828829253964,0.500935989416183
42,0.471354262826393,0.473133790944315
43,0.481254916573766,0.493490318272719
44,0.511375623268345,0.499295849295031
45,0.520426209023546,0.509187669874296
46,0.526727080540085,0.52516727681708
47,0.545304260267023,0.543776539122316
48,0.493060554104748,0.485946802145149
49,0.500740013270177,0.509314572759801
50,0.542372662752275,0.545353032159138
