"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.512883935439849,0.505057747469798
2,0.489015556466998,0.482337687003648
3,0.50734079451441,0.506527098603618
4,0.458567633459242,0.450347896652078
5,0.471844731333838,0.486331940451198
6,0.536992879881724,0.541855682519768
7,0.461382075585656,0.457044904736451
8,0.512206207156219,0.505000414710656
9,0.521612427320599,0.517340701738923
10,0.490363021074696,0.486456636961272
11,0.540166419427314,0.54310461765708
12,0.523198410614928,0.52917887819814
13,0.482455477879485,0.493689461856407
14,0.470389734364953,0.455166118636099
15,0.484203606887338,0.48435175043003
16,0.474430064687758,0.460158538217668
17,0.484526430963017,0.49178846255871
18,0.489299784202429,0.495257545738546
19,0.520448082502483,0.520548598562404
20,0.511526746190577,0.517808822629084
21,0.554842990884441,0.55525141176754
22,0.493155050229803,0.505533820577786
23,0.512077863144397,0.520175591102331
24,0.492028374018518,0.497378034117432
25,0.466212889060885,0.462863513529789
26,0.474403675860473,0.472201096420749
27,0.504871047950718,0.500411686249498
28,0.478369701500742,0.493563168384641
29,0.513882167321583,0.513751833685457
30,0.506126471257763,0.508325486498705
31,0.498585613770834,0.505383659116774
32,0.46978095830557,0.468222659793164
33,0.4831711551744,0.48355106938625
34,0.509198243606529,0.509936400675647
35,0.490248217325356,0.493079633460038
36,0.478626286251114,0.490636573305271
37,0.50210576724445,0.50533310944658
38,0.498945236135327,0.499913803774779
39,0.500717534199393,0.492614022398899
40,0.511052768633699,0.509890295097233
41,0.446227885991231,0.448318499381024
42,0.480651928484891,0.478733823698216
43,0.523289453616752,0.516103035845911
44,0.541255639916825,0.539480999275403
45,0.527675468671436,0.534508910924007
46,0.551542663683496,0.543957424178689
47,0.491011493375695,0.494780305506748
48,0.499860584102582,0.484422383290265
49,0.516191321542319,0.509507016703785
50,0.539735959399362,0.544940485485713
