"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.473301145849504,0.465205267814699
2,0.54369976355748,0.544567130891874
3,0.502866872408553,0.512127058588229
4,0.467423602858437,0.476333214249406
5,0.468751645643511,0.47429374782039
6,0.476586531289393,0.476684496412272
7,0.538967248493347,0.540239531086793
8,0.508134128139712,0.51080146225551
9,0.523124294999404,0.530125684006416
10,0.465946666781942,0.464450701181778
11,0.500110494527312,0.506738140246225
12,0.472142110374088,0.475319866792925
13,0.494785833222164,0.502447147096017
14,0.558980896192633,0.550648968291108
15,0.50096842862643,0.504525190061237
16,0.477873554647017,0.473408171105205
17,0.463652719643498,0.445250633676553
18,0.517265909260266,0.536481092970043
19,0.469947748509234,0.480572890529412
20,0.512736433462461,0.511541748503659
21,0.460550115915213,0.465069434824066
22,0.488944250984513,0.493241584056152
23,0.504564508820528,0.514756001732023
24,0.441165748021086,0.461740192835832
25,0.501289153860034,0.500823328691703
26,0.504830525083328,0.508271974060982
27,0.49678697645826,0.498309812721255
28,0.510797321644691,0.51310028953955
29,0.521028728447789,0.507592206679083
30,0.499843268007445,0.496482553422387
31,0.496535755452291,0.494146324632231
32,0.462929021187903,0.467823406655354
33,0.515592457774708,0.522436159320462
34,0.455731327651675,0.452834245841262
35,0.537042007856988,0.541343102437267
36,0.51081561020217,0.497666332762288
37,0.483150267625854,0.487549438384376
38,0.523166943444011,0.519624893345483
39,0.485919141045391,0.496292344419427
40,0.469583970384427,0.477167952491127
41,0.482207930325428,0.471161722841444
42,0.471446337652424,0.450476878942585
43,0.506818011284868,0.504001361216324
44,0.479435593437901,0.469876644601051
45,0.540181593656044,0.555116681444521
46,0.481983600198019,0.490506881300375
47,0.44193582031885,0.463203980494663
48,0.478407874595647,0.476117457506629
49,0.497572155531167,0.510283679223839
50,0.470895460932661,0.473789558970346
