"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.485561750986243,0.483143832115448
2,0.498540604954997,0.489439830087082
3,0.479286367227494,0.477719250543874
4,0.497381109739491,0.498720716508462
5,0.489773480119031,0.499014448597984
6,0.535648684733413,0.529890251078814
7,0.456869068223854,0.46673872135283
8,0.487366426825256,0.490288155887665
9,0.530173918854987,0.52940549171986
10,0.50376089906064,0.503236005605673
11,0.553409817204465,0.545876760200785
12,0.512610913969808,0.52226757352037
13,0.533702610804037,0.528403763506357
14,0.486593571867161,0.479382092911702
15,0.490860996078644,0.4938403664239
16,0.472997303014213,0.488115159526277
17,0.484720962402642,0.478352312707292
18,0.461299986620229,0.466199378368993
19,0.507160562798701,0.504093235907061
20,0.522423977104308,0.519307231793464
21,0.533931279171518,0.537553518669177
22,0.503603160676148,0.495417971488135
23,0.452125316966178,0.433476488426123
24,0.490903001844787,0.498871905564697
25,0.511238148391321,0.521803836519041
26,0.49580746367966,0.502434246740299
27,0.504528236513151,0.508705057081332
28,0.534903237143912,0.542328497507773
29,0.483823060752415,0.468787143455282
30,0.523866715936365,0.517647493789543
31,0.520896540758293,0.528525799226941
32,0.463612638105687,0.453668302059539
33,0.50192862866344,0.502877935348449
34,0.524848986830962,0.505042100639223
35,0.466035310848127,0.470096094754129
36,0.532875074428827,0.529421405544081
37,0.52749794967372,0.522482144403979
38,0.512065935219957,0.511024616079764
39,0.520070531602473,0.508468223032518
40,0.510246155792379,0.500085913081456
41,0.489278591206685,0.489862672689568
42,0.478182451473434,0.478118720568848
43,0.459282008816062,0.468789510617354
44,0.47027918414205,0.47143306629819
45,0.515030502006665,0.51844645309396
46,0.501396862559324,0.509065000615011
47,0.436486831929309,0.450458847684883
48,0.51286151135783,0.512759184394674
49,0.49652644387558,0.503020780693134
50,0.499206332445252,0.5075198984005
