"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ_main","ipw_param_YZ_main","ipw_nonparam_YZ","ipw_param_YZ"
1,0.45849631568706,0.465540910528877,0.480284871339296,0.48726962013752,0.456066173585702,0.39759296866403,0.442648670669702,0.461958582175856,0.458310261269986,0.437401551848388,0.456180725125034,0.435029934420296
2,0.506800963237066,0.509665728454258,0.513014459154145,0.514123320962747,0.489455929469942,0.364987579114386,0.467385036274873,0.382883228413775,0.488677939479246,0.348054491893264,0.507241772539474,0.371129955454468
3,0.530947651132284,0.525614614034589,0.53296191213172,0.531025822023826,0.509121359218049,0.319262594511522,0.483059604142162,0.213661160044875,0.504469840967155,0.15025548123868,0.521644389033135,0.194475706161675
4,0.519401462280606,0.513932253522453,0.550608739415026,0.546784472024455,0.533423549216536,0.385521155252611,0.510834112790802,0.383335326200587,0.531532742602144,0.347126332610261,0.523469618121651,0.336133754438406
5,0.466110770798012,0.469672434717462,0.485038386199606,0.491108938672033,0.447636252134205,0.320780784920784,0.424059884340108,0.422290514953833,0.44990735208971,0.37272583452308,0.442136766368398,0.363933383810097
6,0.50060166793489,0.497624893967758,0.522075053135212,0.516959811840313,0.511876278959064,0.365439849699087,0.488413998003962,0.267635821692867,0.506267957652891,0.22993340913497,0.499203216985308,0.216134632876599
7,0.495394459203568,0.501124884506233,0.521868660882825,0.523889916753991,0.493678064769703,0.341686364454132,0.469490058838579,0.405489059711889,0.494417047239982,0.357757610510138,0.490337707332272,0.3525657715122
8,0.49665517908127,0.489616372158854,0.526612556246074,0.517804717621927,0.503296948428188,0.34262259087104,0.480380833155274,0.365873307655474,0.502359822597857,0.320571844567142,0.493304732557666,0.307032966817549
9,0.488334267630806,0.491705759329982,0.506532799102459,0.509624336831699,0.4877693167281,0.50172060575032,0.481910768396652,0.56898421493868,0.491574633287602,0.55593468706577,0.493154774809615,0.557305710397188
10,0.503664173115256,0.497175088295896,0.525380194514734,0.520490038806085,0.515477281262998,0.421887566731695,0.497301880128844,0.382412206060559,0.511798839705549,0.352883660240708,0.499435031150391,0.333107626188618
11,0.524345208127535,0.526936655284843,0.528109405746438,0.530366048392592,0.503754151179507,0.406944682663594,0.484526688786094,0.445972027731197,0.504627345116706,0.424011363918427,0.528902863162851,0.452392795873526
12,0.52087202841169,0.518860528050744,0.529517803810557,0.52753027789837,0.493683805985442,0.38409631669991,0.473865588728059,0.501769756697772,0.498489382201019,0.471376636036096,0.515971082703115,0.48749729815321
13,0.496440961956848,0.493617312316625,0.530336316990506,0.520514639062079,0.505144133568135,0.319737820883702,0.478211202563001,0.314387514799328,0.503273455638414,0.271866856671972,0.514482879837499,0.289095801915117
14,0.512372414740114,0.516673152079075,0.530637958677109,0.541886142073728,0.500781528456042,0.412543258570645,0.479041572159658,0.506634603983145,0.504225219668902,0.471013739579316,0.499131118010391,0.466050199444872
15,0.507217914390315,0.511835874598916,0.53793061280135,0.538168910439703,0.5090246556687,0.390695439345632,0.488646464280221,0.468083993486178,0.511462902385087,0.43579189888438,0.519921000301002,0.445197337125867
16,0.537480713299091,0.542401574991267,0.567198869123015,0.568014798527329,0.542608592258266,0.465470505153418,0.523321366029918,0.548969959401431,0.546101773790287,0.516315370331104,0.529259534516752,0.501558591870098
17,0.476681010968671,0.48362323500824,0.523512907693337,0.521190594637997,0.51190269921423,0.472121086133707,0.501214804644095,0.498402377801603,0.512642522946897,0.48251932145674,0.495324791852591,0.462661460844061
18,0.461767821923591,0.46071923925304,0.481386482704708,0.477765204809685,0.450162899132317,0.323747072973398,0.428291633916208,0.388222389361418,0.451203067237616,0.34826427658898,0.449046046207276,0.345387515422104
19,0.480068967174825,0.491529642581731,0.520629043903059,0.534638127643372,0.489458083127617,0.400382539913331,0.468830049394663,0.490646377597756,0.492497547403143,0.454748683425021,0.477622507541447,0.439448098998724
20,0.504331358410061,0.507613628940058,0.538262414717402,0.535504653606496,0.508576651706266,0.409733928973942,0.488722982529371,0.495227028981145,0.511280263840153,0.460782827508308,0.506700643369308,0.456559956756388
21,0.495553500854393,0.496283493090131,0.519769718619302,0.523459467994411,0.50267925914195,0.375010446372689,0.479223064755686,0.323433330567613,0.498876399257442,0.286102575064577,0.501705405685676,0.290836881779036
22,0.439306949131655,0.440779370720527,0.475400560439346,0.475018642459823,0.447141906570764,0.336905621549451,0.426648664270999,0.400911821829567,0.4482685738261,0.363054106844656,0.457692667512022,0.375716468665289
23,0.503225272395111,0.50416850296367,0.526479458617665,0.531092266767033,0.503966034035113,0.451733584837969,0.486421179112228,0.516489375228277,0.506114350103694,0.484397065811,0.488570142264819,0.468485810989378
24,0.472082180967887,0.47347760105874,0.517061088083727,0.515591492225382,0.484190209101428,0.350287342330326,0.459001789964712,0.438080015826511,0.485795797010427,0.387520726017973,0.472146922030352,0.36886974940244
25,0.53511058294019,0.532193055938559,0.546624492201459,0.547615351117992,0.529145686367381,0.41094882036047,0.510912904987558,0.41653962888463,0.527917311360073,0.387988123017698,0.532649968798803,0.394399755951121
26,0.454092706010092,0.459934020384655,0.462290360738741,0.470852937886161,0.441507204886812,0.462702004898097,0.436877447912841,0.546463265956926,0.445965178530636,0.532829735791973,0.45030009801165,0.536592790516707
27,0.479637244675627,0.479196429976022,0.496068222685081,0.492424274813239,0.488799582827991,0.471291504391419,0.485595076415376,0.493943303236053,0.490006048259899,0.488046106116149,0.489702177170161,0.487741345212536
28,0.484596311539846,0.485511526319374,0.51274212412139,0.515905052869342,0.492045502398747,0.349824000920359,0.470245471238809,0.313532063766289,0.488954046897122,0.267173422667971,0.494948545424869,0.278218821165098
29,0.468806309785503,0.468481761421833,0.490332371484121,0.495531510949954,0.470972777237988,0.393646507051024,0.45731512373296,0.412682193998842,0.470694385258397,0.388098713459988,0.465497045636832,0.380878385455661
30,0.49401140378822,0.496000188837678,0.517137268122183,0.526791860330453,0.502431200587494,0.456656689422649,0.491844727622341,0.485533417722175,0.503167379230844,0.467799038258896,0.500304494692111,0.464667013464895
31,0.476893172033116,0.468194434901129,0.500933396816325,0.483051933653339,0.47143652993071,0.300093906376383,0.44295343107799,0.314301766579069,0.469810262321741,0.25239845409421,0.464805117490128,0.243887754445966
32,0.51774635043181,0.51218587741423,0.528703076149199,0.525926026416113,0.527191227819567,0.457120649442928,0.51832897834256,0.389704738006818,0.522917322513549,0.380265068390608,0.520443014185927,0.376414524716243
33,0.504594447172783,0.503868956149655,0.535555251471048,0.532158891262105,0.515315293532546,0.459124408325626,0.500383218306016,0.505809282495174,0.516464432680605,0.478352747332546,0.511488732562365,0.472745230073817
34,0.503016933711633,0.498186162329722,0.532410676262225,0.529307257085614,0.508245006974409,0.315290558852907,0.477250053549544,0.345632626761204,0.507448978931334,0.297137882346798,0.499515369424993,0.285861424143247
35,0.506428867933665,0.511788813627128,0.531401771037213,0.540007681461729,0.499980668801534,0.440136896841577,0.480873659048418,0.542843477046574,0.504995223271782,0.516128321252951,0.509789696804859,0.520194242632032
36,0.518016106722645,0.523680746887772,0.529488524372453,0.537585937750581,0.502982013793642,0.454185605076612,0.490827105182347,0.53553114082009,0.506979846802885,0.51547514856909,0.522749825067215,0.529341291122433
37,0.508759544738492,0.497073921088407,0.530826552102024,0.519122653347814,0.499846547514861,0.375221298769445,0.480347092017067,0.475348056889714,0.503563203395386,0.44469455433035,0.508883289540553,0.450004170340172
38,0.499002725215216,0.493057060003064,0.532064164036611,0.527660256563132,0.495879731150803,0.390029437091297,0.476826629601158,0.520056773812129,0.501840785339055,0.490255911645571,0.505280599653945,0.493167525998527
39,0.510027049032634,0.519635024234518,0.524330234166,0.530026283131338,0.509861985807969,0.467167992614076,0.499477955181261,0.49257382884765,0.510481726560369,0.476861241319692,0.504390836340702,0.469989199195401
40,0.508875199198891,0.50185550574357,0.528224733381812,0.52639805414433,0.510465139630201,0.392738000394595,0.489518855141765,0.402799914638777,0.508881378497636,0.360757706567246,0.493096150127243,0.337999398816395
41,0.490820168743942,0.489963424148175,0.510299402065415,0.508172889618586,0.498278606412316,0.447137456000455,0.48789383125515,0.459150958474862,0.498053628163837,0.443520267454879,0.49067455754268,0.43403612169081
42,0.49916604752685,0.504015721658619,0.489425473410786,0.497512190968079,0.487743430104812,0.406540920669576,0.474832996574855,0.286622263771775,0.481428162093036,0.273105209390803,0.485283659705623,0.280650825232061
43,0.509741432759406,0.496401940516533,0.544914280652181,0.530579926136865,0.515640780967835,0.347745972305515,0.489215196965211,0.4274066083854,0.517404132674787,0.383775005737668,0.514296220052462,0.38007140194672
44,0.519162029848089,0.512229081417666,0.538977161954597,0.533741019133175,0.519563139987803,0.447658480078453,0.50457989947517,0.484752906583759,0.519982334075503,0.45531876805766,0.508126477326105,0.44161460988193
45,0.516481738379032,0.526470613420489,0.553233985855981,0.567601933398699,0.52435298084149,0.435959241602684,0.504209804160082,0.52473221666031,0.527632321217101,0.49062894803522,0.51260268897462,0.476883554260885
46,0.486166283031126,0.490015040416871,0.496381327148212,0.498843796673683,0.484872203085419,0.366403028620555,0.461668336759761,0.255444558146594,0.479178012177967,0.222141988350467,0.495534438702865,0.256306897141912
47,0.489339939887094,0.489063311921945,0.534052966207674,0.527595888289703,0.47847327982982,0.335160949895841,0.447868460827429,0.558103751103808,0.486933411446458,0.508099594013787,0.49362806953876,0.513306515611181
48,0.494307823766337,0.493414765381029,0.515316696331081,0.512770208234832,0.492590265672365,0.40861486575003,0.475548256247572,0.462344262893447,0.49408309301683,0.436114510943329,0.492874408876294,0.434799501849138
49,0.468831848350601,0.468242503523874,0.476510876155199,0.481037238109721,0.449058781705057,0.36035594652542,0.430939987174809,0.427343104001823,0.450764566717434,0.396319351104465,0.459621055684255,0.40718397587108
50,0.483984677082623,0.489104836931128,0.4964075002849,0.509031824695562,0.479264415955636,0.324954049837136,0.454698922700585,0.266315365863271,0.475157048561521,0.219361683372838,0.476379604120065,0.221795603799394
