"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.507040426184175,0.506770779435137
2,0.527236917313656,0.535783561201313
3,0.523894256134857,0.518108389238313
4,0.514211115752767,0.523208952483394
5,0.479835661426542,0.487453718521447
6,0.503891406918025,0.500292541917435
7,0.47716879777542,0.475886253988051
8,0.490086074793299,0.493725008802
9,0.506950760330681,0.513752359626597
10,0.468419911950733,0.47043950759915
11,0.463484747436116,0.457243530562194
12,0.515824942717297,0.523678373461202
13,0.480696838818684,0.486178098968825
14,0.484688273639547,0.490940588544099
15,0.493366450037746,0.496264547498048
16,0.532694721915475,0.52589892750714
17,0.504545995915498,0.504148162960301
18,0.487591499878305,0.485204329104726
19,0.503531129700085,0.498261921695595
20,0.507647644547233,0.511445184327154
21,0.488046162592282,0.492349835216883
22,0.486839348576375,0.496448842906436
23,0.495308689095358,0.499063012986979
24,0.49587152690874,0.492063285908487
25,0.487424183478788,0.484576662632831
26,0.495532933511852,0.475956467215161
27,0.510874986779316,0.513633706243857
28,0.525093936023505,0.520374320935868
29,0.486163713141093,0.485542031685947
30,0.455538667035687,0.457570004305772
31,0.500103665638385,0.499060220991637
32,0.489457080213801,0.48394761353651
33,0.486343869854024,0.48608870543235
34,0.525573856548818,0.529636049007682
35,0.480390381566735,0.489478497287956
36,0.507679098619055,0.511005413866655
37,0.486661720193517,0.481208195897721
38,0.505843493434899,0.52657960692572
39,0.5216309294235,0.529773596052047
40,0.477429960673866,0.471526533255519
41,0.500118573564948,0.495889679280996
42,0.519040202622816,0.523524948402181
43,0.518702180057184,0.51433748832471
44,0.490099905167002,0.481758270513831
45,0.530101870748581,0.522128706005401
46,0.484895744085195,0.470313799942252
47,0.500852641003084,0.521814265771614
48,0.494809626896665,0.500820964188519
49,0.478765050311555,0.468629239004522
50,0.468281866151659,0.470123828927405
