"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.517805554261967,0.507331089642616
2,0.497529953211522,0.508361796634618
3,0.545005237147249,0.547721300790732
4,0.451263029380891,0.456668496502783
5,0.525939650771879,0.533340072542702
6,0.526444207251083,0.526512747129423
7,0.504362088606195,0.523674908063581
8,0.469282221222592,0.480538659794113
9,0.541134727652318,0.541690321205554
10,0.524489258317729,0.515856025890379
11,0.457965838731788,0.461013577773748
12,0.480334485308708,0.480393623364022
13,0.498181587885893,0.496732212924935
14,0.475778291842809,0.493452118730628
15,0.50269607909648,0.484819271369632
16,0.534594048903153,0.529775605422071
17,0.51193136337743,0.507654384810565
18,0.501954172673581,0.503546739412754
19,0.523513303208408,0.523483355795517
20,0.499163444121852,0.502103141191914
21,0.509860821984542,0.517003925214144
22,0.508222646688569,0.511510183695727
23,0.486393376107318,0.494201828845212
24,0.489954399980999,0.489217632611751
25,0.456924981801906,0.461108683464079
26,0.536668765500844,0.539936402604775
27,0.510730778411786,0.514450238921226
28,0.501351486046739,0.520218995667238
29,0.490574078467578,0.479848404417202
30,0.52349049391771,0.53121778054062
31,0.528053088880942,0.537600548544858
32,0.459733741194478,0.459041187853174
33,0.4732834897342,0.468068124983708
34,0.480989810617452,0.474639786165243
35,0.487366213856673,0.494783088102219
36,0.524966674262461,0.520605884070045
37,0.423851427981173,0.416502918681597
38,0.469077212937987,0.472020578670757
39,0.504828840602581,0.504358029917968
40,0.527258983474957,0.527748848838555
41,0.514889619047842,0.519828102587393
42,0.505574383387109,0.506805920021125
43,0.488352163180884,0.478648505857517
44,0.50393390326847,0.501816103051843
45,0.516021972653434,0.532621192030488
46,0.483438423429881,0.484735344141344
47,0.462798634295641,0.470192963163953
48,0.517886427405312,0.507806172867082
49,0.492321570453832,0.492998710099446
50,0.502557921326661,0.50564200061511
