"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.548278857742564,0.548542220729449
2,0.47200424599234,0.479903250384825
3,0.50936954378583,0.510669738999331
4,0.43602646887367,0.432179469772112
5,0.45237834050197,0.435676863110835
6,0.488807175952337,0.502582942133659
7,0.512701331667254,0.505925049662978
8,0.55483817109522,0.557064139815684
9,0.541310094948079,0.552316410113415
10,0.479027734950581,0.46372183959744
11,0.480606196138446,0.481024107494842
12,0.477418667148924,0.477150190812227
13,0.488082809061672,0.501266302434646
14,0.502534145918549,0.497014645736033
15,0.464785185048988,0.466044124136879
16,0.510601497899463,0.519164457126245
17,0.468811584100918,0.463635885893486
18,0.469158025778343,0.474479488264075
19,0.502162885108265,0.496010886475174
20,0.4431855453564,0.443589944950046
21,0.494929574506284,0.492057668014104
22,0.532685251235359,0.533640661734075
23,0.502320440157463,0.49923858993854
24,0.510881864592757,0.517460745790542
25,0.494772740425528,0.498449634525536
26,0.477281914691399,0.484745169392522
27,0.476043279840327,0.481401590312773
28,0.456003137309534,0.471036120474008
29,0.534053785709414,0.536874275809914
30,0.522195798113197,0.506564162002154
31,0.468212132794651,0.468494596043393
32,0.485241653880597,0.48666051743437
33,0.491991238145671,0.490890212493705
34,0.515252496491624,0.517457714473879
35,0.489549669230133,0.478985142609062
36,0.518154886771174,0.542501113940558
37,0.491336831742265,0.4968142791261
38,0.482383838834009,0.501936185374488
39,0.44797788945499,0.453150268760813
40,0.492857314790625,0.496109064631496
41,0.497438649041892,0.506866250873618
42,0.508581126400218,0.524601118543692
43,0.534408794843183,0.53607448796785
44,0.49617500419973,0.490579337767643
45,0.531253152707613,0.537511067066121
46,0.500528465354183,0.497988195473567
47,0.493552828431064,0.496228501495875
48,0.506354200353817,0.522159147668552
49,0.515388692345098,0.507834590325343
50,0.454142727600735,0.438974190754931
