"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.492159474410207,0.493235891796411
2,0.4772589231734,0.469076794895139
3,0.517891507545603,0.514624379043206
4,0.490469175265454,0.495068025119336
5,0.454237384820949,0.46517335515165
6,0.479009455407668,0.480990888742198
7,0.489255107401832,0.492788861990455
8,0.512816024205653,0.516171380729832
9,0.534866911032365,0.540946720342958
10,0.499069290149511,0.511747867455626
11,0.512326786359874,0.514754712694676
12,0.507144090485502,0.502404972185904
13,0.478155678386197,0.49067917124052
14,0.494671060329231,0.506214001455784
15,0.493643468934017,0.500487631957538
16,0.545893470258933,0.547023710940175
17,0.468829338104128,0.47826045245018
18,0.498694004647737,0.502170021852699
19,0.522405667023985,0.514908528419254
20,0.558880473089156,0.551752376901282
21,0.509276775770461,0.496624305575495
22,0.502315940698411,0.49722723248266
23,0.512394399323117,0.529976483834684
24,0.509100706212162,0.518149304314018
25,0.499313330711456,0.501219746309689
26,0.492697916644543,0.480272784914912
27,0.485454169300049,0.494961756774522
28,0.490911456890415,0.5004848477901
29,0.470713223415542,0.480778254579213
30,0.471308202618577,0.478931196204615
31,0.517425715727795,0.523998498602208
32,0.498886297372962,0.505701027352805
33,0.531780736117726,0.520789215262399
34,0.456251126969938,0.472377757986673
35,0.496050043841287,0.490380643975034
36,0.458249484756167,0.459406141646267
37,0.542393715804931,0.551306000545157
38,0.484372819924275,0.482848068238748
39,0.500902828018252,0.49576008244275
40,0.522894201172699,0.520735899462304
41,0.451762563154764,0.453453205853834
42,0.539937047959162,0.537016859960111
43,0.512629898539361,0.512326373783266
44,0.515842645696983,0.506355948759268
45,0.512638608056988,0.526548609626064
46,0.474960587568107,0.461670515249435
47,0.522964527104457,0.52387988921583
48,0.497792898925406,0.500164046706832
49,0.519388555443954,0.511510676129361
50,0.489278447825451,0.487501845720127
