"r","ipw_nonparam_YZ_only","ipw_param_YZ_only"
1,0.479848975486333,0.462619545571981
2,0.489936613006155,0.486489779267942
3,0.496365667992418,0.47934712542249
4,0.474418912617581,0.473485271172144
5,0.517600337682009,0.519616867182131
6,0.45788299959248,0.468011334793381
7,0.490861970571443,0.490130836467476
8,0.502733061968929,0.509630599028934
9,0.526741333021371,0.526775518158545
10,0.518157830163217,0.511794761132338
11,0.526352203659114,0.524109222551744
12,0.488773131905971,0.487050913685212
13,0.46962697749685,0.463444313838196
14,0.548392715563366,0.546756856869284
15,0.47084037653351,0.472762095331514
16,0.484760256659792,0.49063941527515
17,0.510015865794171,0.500929949146478
18,0.502342384889286,0.487805084449183
19,0.492904766278413,0.497158966166787
20,0.49711682119782,0.490066383687862
21,0.485897267338991,0.488422206291882
22,0.531717533112269,0.530659265514961
23,0.455915777896171,0.472554737445237
24,0.554944313084185,0.543873781977133
25,0.492995420438471,0.504620041791165
26,0.510006442134541,0.513604140173768
27,0.506933723504579,0.517372397887876
28,0.54427724021813,0.546294791079466
29,0.500548011865201,0.493791103285893
30,0.48470668391021,0.479201720321177
31,0.480084683701274,0.470117164841926
32,0.49928580318967,0.496124798360728
33,0.490547366128741,0.489316676502403
34,0.4765154088271,0.48536158621123
35,0.571603943119563,0.571448513337282
36,0.521982663809484,0.519926619305014
37,0.517039425262589,0.525259666371974
38,0.50779363070034,0.5101596038217
39,0.455686464751959,0.44708556216954
40,0.500630205442722,0.50381144889776
41,0.502963011356767,0.50148861768998
42,0.480351235492615,0.48394051077656
43,0.523517948448142,0.520469720401938
44,0.491553099813033,0.49899204103749
45,0.503582895363033,0.498244302084801
46,0.538386983499789,0.532140282000529
47,0.522627492307738,0.511456926616743
48,0.493834846454806,0.488203254014759
49,0.491323134912251,0.48159220711751
50,0.5201991622579,0.52060809257613
