"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,11.8523434165299,6.01373199947919,0.492612406834909,11.8523434165299,5.94543784874304,0.498374486816569,11.9718872832659,6.02762877198628,0.496518081955916,11.9718872832659,5.98659218092735,0.499945828148973,12.0787651139581,5.98056292145708,0.504869672931547,12.2024272731946,6.01295237980755,0.507233090172448,11.8523434165298,5.92132069073058,0.500409287628941,11.8523434165298,5.89631826378175,0.502518779909929
2,12.852421630848,6.04675806118447,0.529523833339607,12.852421630848,6.10687434206501,0.524846405022421,13.1901378057166,6.05128065985863,0.541226881099301,13.1901378057166,6.07716060121334,0.539264813550356,12.6647221184224,6.06900722878977,0.520794284150801,13.377988739188,6.09649615807439,0.544289035001505,12.852421630848,6.01702509923368,0.531837246547234,12.8524216308477,5.96858195966505,0.535606430360207
3,12.1241131851838,6.08616901236982,0.498011201362968,12.1241131851838,5.97443891095653,0.507226729105634,12.4689816518605,6.12166787212912,0.509048289343204,12.4689816518605,6.03395698187101,0.516082616019354,12.4226364932955,6.1000588908896,0.508956178973617,12.6419383547042,6.05583019657831,0.520972968965248,12.1241131851836,5.95999449607729,0.508418108191142,12.1241131851835,5.90842070518516,0.512671927839998
4,11.973209064306,6.27230861051158,0.476138053146476,11.973209064306,6.1883734225845,0.483148303069974,12.0690576280438,6.2468398056667,0.482408652092979,12.0690576280438,6.17604686364788,0.4882743082362,12.080959833452,6.21966698227047,0.485167812159404,12.2632263277177,6.19071493641642,0.495180569046174,11.9732090643061,6.12382911700328,0.488539030420898,11.9732090643057,6.09479836053765,0.490963673330709
5,11.5442668882026,6.07738709250824,0.473557987582662,11.5442668882026,6.04477044711888,0.476383341994962,11.7120140869945,6.04648150865091,0.483736830937971,11.7120140869945,5.97380566412309,0.48994206976265,11.8183488653746,5.99779052490125,0.492501821259181,11.9599346807238,5.99827592789225,0.498469173284041,11.5442668882025,5.91827559732736,0.487340715989905,11.5442668882025,5.88936896502956,0.489844697626654
6,12.2662668931223,6.20634760836972,0.494031259677742,12.2662668931223,6.19581173062891,0.494890190747203,12.6362284395,6.22709265855173,0.507203222198308,12.6362284395,6.22747116191326,0.5071732683744,12.1913203420209,6.22783949170171,0.489157915879246,12.8904985424876,6.2391155815594,0.515991134012774,12.266266893122,6.17341838325606,0.496715794866842,12.2662668931222,6.10947435295716,0.50192879331667
7,12.7189253201667,5.85253883626192,0.539855869191845,12.7189253201667,5.85148939849065,0.539938379132336,12.8634786684025,5.91474572998993,0.540190808220582,12.8634786684025,5.9292804878841,0.539060883861173,12.8776437456459,5.88770917645542,0.542796081896105,13.0268870388727,5.93690753050071,0.544257387602673,12.7189253201668,5.87855583431579,0.537810334887736,12.7189253201665,5.85198415599175,0.539899479815866
8,12.2989084068678,6.04891186424847,0.508174899418656,12.2989084068678,6.04612348994409,0.508401616637139,12.518141083942,5.99415686167738,0.521162381740005,12.518141083942,6.0018227990153,0.520549995500984,12.2017521560547,5.96528404209856,0.511112505334858,12.7225617903786,6.02024631847321,0.5268054958062,12.2989084068674,5.8977406239262,0.520466334993353,12.2989084068675,5.86262803038099,0.523321270763558
9,12.3398957189927,6.11183572406309,0.504709289021286,12.3398957189927,6.0651719533848,0.508490825894929,12.8443310986959,6.09805280420159,0.525233913907691,12.8443310986959,6.08208430126129,0.526477147425855,11.9866698503554,6.16749471803228,0.485470543943493,12.9860576607932,6.08843619231497,0.53115592496583,12.3398957189927,6.05845376759136,0.509035253979772,12.3398957189926,5.95531956136247,0.517393039862039
10,11.5274720925345,6.03868870831278,0.476148052249583,11.5274720925345,6.00964616747521,0.478667471997854,11.7929443766712,6.01210792311309,0.49019449841498,11.7929443766712,6.00015574858018,0.491208000569418,11.1204029643044,6.02513232840238,0.458191187159082,12.0512100776336,6.01968139080264,0.500491539685724,11.5274720925345,5.95907566657235,0.483054426960479,11.5274720925344,5.90560518386648,0.487692953280609
11,11.7596779343806,5.90503000281548,0.497857846467757,11.7596779343806,5.79847835072282,0.506918609244358,12.0989215371091,5.88972635897524,0.513202367590318,12.0989215371091,5.80828378919042,0.519933758444869,11.4834463201888,5.89251869905476,0.486868442211879,12.3500378752264,5.85160244123851,0.526187490244336,11.7596779343807,5.73225379180465,0.512550103515524,11.7596779343809,5.69269061170641,0.515914411647013
12,11.75907750436,6.07168646050078,0.483659627360262,11.75907750436,5.93985267512666,0.494870862708038,12.0855202106628,6.05902330363585,0.498654323684791,12.0855202106628,5.9474463380166,0.50788660857401,11.9037524516709,6.03343797256012,0.493148232285928,12.4119482889389,5.95885738964316,0.519909586236876,11.7590775043601,5.88758352484074,0.499315867026327,11.7590775043597,5.85063105461188,0.502458330388352
13,12.4967830105551,6.12420149730927,0.509937758210523,12.4967830105551,6.06817782456962,0.514420805783032,12.7313970204011,6.09898310904643,0.520949421397096,12.7313970204011,6.09564365042497,0.521211722432569,12.6294587199225,6.07060416251228,0.519329822668005,12.9264230998137,6.11438680294699,0.526985403793947,12.496783010555,6.03422497070215,0.517137733318603,12.4967830105549,5.99928449414811,0.519933691008235
14,12.7638554033983,5.94115005107548,0.534533268882559,12.7638554033983,5.98555804987743,0.531054069424523,13.2291506001184,5.86771699226698,0.556455499704233,13.2291506001184,5.91083581404951,0.553196120240962,12.3315130024672,5.91454574367241,0.520371446513574,13.4029164300893,5.93112211999075,0.557475259140207,12.7638554033984,5.88187551581061,0.539177205482557,12.7638554033974,5.75810696102592,0.548874005616419
15,12.4046283113773,6.02611363239586,0.514204417808407,12.4046283113773,5.95096066025406,0.520262880041642,12.7029775713327,6.06887044942108,0.522248196114515,12.7029775713327,6.00825487215181,0.527019957453845,12.0295899519628,6.09291449406565,0.493506053124321,12.9294550331199,6.01107683260627,0.535086605181087,12.4046283113771,5.98250005556078,0.517720329429475,12.4046283113775,5.90462502033791,0.523998230973014
16,11.4201832899366,5.97777976076352,0.476560085858594,11.4201832899366,6.02781455722961,0.472178825488615,11.6302355532322,5.9217562430143,0.49083092806589,11.6302355532322,5.93978414109946,0.489280839247599,11.4575215883124,5.90903073389517,0.484266236083476,11.825859642992,5.9582319247496,0.496169233812916,11.4201832899367,5.90180112521349,0.483213099529317,11.4201832899363,5.86101637799909,0.486784386099659
17,11.5486243689815,6.12535566809207,0.469603004445775,11.5486243689815,6.25426230843412,0.458440926935637,11.7583491011348,6.13485874965052,0.478255093730936,11.7583491011348,6.25424130482771,0.46810209060521,11.7153572817388,6.10938229195504,0.478515068296039,12.0221011627436,6.26457169446036,0.478912079539456,11.5486243689813,6.21007657317306,0.462266987412556,11.5486243689818,6.17077254991687,0.46567033849583
18,12.1581560674644,5.78123075611596,0.524497734357375,12.1581560674644,5.68034168905008,0.532795790946389,12.5968291208384,5.80478581774154,0.539186745961416,12.5968291208384,5.71695672413037,0.546159063579497,11.8638720444442,5.81894554037765,0.509523912717635,12.8460144436964,5.74977846063918,0.552407598026591,12.1581560674644,5.67012628549943,0.533636000883978,12.1581560674646,5.59445838925634,0.539859633466361
19,11.6182107180947,6.05747062102169,0.478622761456073,11.6182107180947,6.02844923502988,0.481120683614311,11.9407695273785,6.08620980131462,0.490300035742267,11.9407695273785,6.08355818869448,0.49052209953925,11.170456123534,6.11804952573759,0.452300831937557,12.2307508875479,6.09574210069698,0.501605244294276,11.6182107180951,6.0278799276791,0.481169684907605,11.6182107180948,5.97846541704064,0.485422879468914
