"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s"
29,11.803622384254,6.27000973219035,0.468806309785503,11.803622384254,6.27384057852053,0.468481761421833,12.4443354782343,6.34247495164768,0.490332371484121,12.4443354782343,6.27777511593672,0.495531510949954,12.024530837225,6.30655663325939,0.475525763239275,12.9390693657473,6.30603230425239,0.512636332181207,11.8036223842538,6.25924883461774,0.469717970394608
30,12.3108191245189,6.22913408703246,0.49401140378822,12.3108191245189,6.20465051401103,0.496000188837678,12.8016096720008,6.18142021865578,0.517137268122183,12.8016096720008,6.05782589766317,0.526791860330453,12.1575586705483,6.18309207021729,0.491419927489566,13.189808826381,6.08660606850322,0.538537203334639,12.2682780408847,6.03398075337292,0.508164003679707
31,10.8113978782204,5.65551604996376,0.476893172033116,10.8113978782204,5.74956155813571,0.468194434901129,11.6920432405246,5.83510830432526,0.500933396816325,11.6920432405246,6.04417914483074,0.483051933653339,11.4119871663173,5.75985752793612,0.495280055612363,12.4795280911584,6.05348416729167,0.514926836730269,10.8113978782202,6.02346556368879,0.442859690158738
32,12.5108487290922,6.03340245880026,0.51774635043181,12.5108487290922,6.1029686955854,0.51218587741423,12.7636216241251,6.01545560864575,0.528703076149199,12.7636216241251,6.05090082067023,0.525926026416113,13.8676323502369,5.86295522331818,0.57722017174633,13.1271818614939,6.0683770691628,0.537724308751809,12.5108487290922,6.02837104769825,0.518148514282637
33,11.7799406055655,5.83584798797195,0.504594447172783,11.7799406055655,5.84439422913428,0.503868956149655,12.4673823943756,5.79041028097004,0.535555251471048,12.4673823943756,5.83275400244398,0.532158891262105,11.5207941059984,5.80516327373243,0.496114311190586,13.0016388748194,5.84460439655976,0.550471717232574,11.7799406055657,5.81266392059237,0.50656254430977
34,12.1443560389191,6.03553930231964,0.503016933711633,12.1443560389191,6.09420590992419,0.498186162329722,13.145188676873,6.1465498838245,0.532410676262225,13.145188676873,6.18734491444447,0.529307257085614,12.5550090466661,6.08832035998323,0.515068421109587,13.8786115684002,6.23340152041999,0.550862743747894,12.1443560389186,6.17995554377366,0.491125299359723
35,12.292045905647,6.06699901306157,0.506428867933665,12.292045905647,6.00111431454575,0.511788813627128,12.9491575649622,6.06795230150135,0.531401771037213,12.9491575649622,5.95651301142434,0.540007681461729,10.7760113576053,6.18072040067896,0.426437092949343,13.5056873760822,5.97960695162888,0.55725267547519,12.292045905647,5.90013549380362,0.520003786262051
36,12.5803125819197,6.06350803687973,0.518016106722645,12.5803125819197,5.99224509293834,0.523680746887772,12.7951255264683,6.0202533922983,0.529488524372453,12.7951255264683,5.91664597168545,0.537585937750581,10.9780347970514,6.11952318839882,0.442566606726143,13.2657604954582,5.93228609975666,0.552812211422956,12.5803125819196,5.8187309846957,0.537473258569237
37,11.4005754798781,5.60042388897852,0.508759544738492,11.4005754798781,5.73364672343077,0.497073921088407,12.0236781471052,5.64119053269288,0.530826552102024,12.0236781471052,5.78191444437982,0.519122653347814,10.1848384232756,5.71509904525589,0.438862080306047,12.6165579236376,5.80506533042916,0.539885175848703,11.400575479878,5.70402532674803,0.499672158057668
38,12.021910110865,6.02294420325101,0.499002725215216,12.021910110865,6.09442245598079,0.493057060003064,12.7742825367959,5.97754457768813,0.532064164036611,12.7742825367959,6.03380133602025,0.527660256563132,10.1974290959412,6.12540388542328,0.399318805966364,13.3289979406426,6.06534188029065,0.544951397899442,12.0219101108648,5.92883311001505,0.5068310230787
39,12.1808335753466,5.96827897215495,0.510027049032634,12.1808335753466,5.85124582522474,0.519635024234518,12.7558743713764,6.06758377524053,0.524330234166,12.7558743713764,5.99492569022547,0.530026283131338,12.1686937525106,6.07261494222563,0.500964107920561,13.112320989123,6.01151681787372,0.541536786442277,12.2279498082741,5.96838618767001,0.511906224571557
40,11.6102258540759,5.70206985983892,0.508875199198891,11.6102258540759,5.78357008628157,0.50185550574357,12.6368489802668,5.96175279687915,0.528224733381812,12.6368489802668,5.98483626653859,0.52639805414433,12.379311698135,5.88854673908772,0.524323574470229,13.3037238845519,6.01972426274578,0.54751584481276,11.6102258540759,5.9809714467157,0.484853135340515
41,12.1017855780657,6.1619851385365,0.490820168743942,12.1017855780657,6.17235327792963,0.489963424148175,12.6709768023382,6.20498491652029,0.510299402065415,12.6709768023382,6.23192990640394,0.508172889618586,12.386668980197,6.1868205404577,0.50052588388785,12.9999854543551,6.24232854229558,0.519820344090898,12.1017855780657,6.24766515661928,0.483740220290872
42,12.0218495242901,6.02095041328768,0.49916604752685,12.0218495242901,5.96264836063371,0.504015721658619,12.1164568615262,6.18635422601237,0.489425473410786,12.1164568615262,6.08837186157809,0.497512190968079,13.7094473512892,5.96736880479486,0.564725794418423,12.553690707317,6.11383715045685,0.512984882852551,12.0218495242897,6.04417936041028,0.497233820120754
43,11.9663662095577,5.86661355297402,0.509741432759406,11.9663662095577,6.02623880220179,0.496401940516533,12.8734479281264,5.85852231085809,0.544914280652181,12.8734479281264,6.04305487729431,0.530579926136865,11.5346861940473,5.87297848404737,0.490841936638188,13.5842121679841,6.06474125431571,0.553544866693898,11.9663662095579,5.99332580967401,0.499152398922327
44,12.2092730357415,5.87068206353641,0.519162029848089,12.2092730357415,5.95532832386616,0.512229081417666,13.15324149504,6.06394472353992,0.538977161954597,13.15324149504,6.13281697457261,0.533741019133175,12.3915610172882,6.06466706816438,0.510580865501673,13.7001683197133,6.14377218549117,0.551554985156582,12.159653488443,6.10598760010214,0.497848552517924
45,12.0743812026077,5.83818380923379,0.516481738379032,12.0743812026077,5.71757432419802,0.526470613420489,13.3334874703469,5.9569490517661,0.553233985855981,13.3334874703469,5.76537420323067,0.567601933398699,11.4479523191479,6.03957567288534,0.472431793519656,13.9450439991908,5.81363021544477,0.583104204204582,12.0743812026078,5.74719327201425,0.524017572778555
46,11.741681538247,6.03327186826226,0.486166283031126,11.741681538247,5.98808098472086,0.490015040416871,11.7760873813151,5.93065749836458,0.496381327148212,11.7760873813151,5.90165924205881,0.498843796673683,12.8993340363273,5.73735107686971,0.5552211408192,12.4150763183095,5.92512886478474,0.522747286213095,11.7416815382469,5.86287969475857,0.500678018249683
47,11.8531374649945,6.05292389040065,0.489339939887094,11.8531374649945,6.05620279969822,0.489063311921945,12.9851276684824,6.05038172054402,0.534052966207674,12.9851276684824,6.13422770167421,0.527595888289703,9.1377331952605,6.28212483516828,0.312507303405767,13.8605758369836,6.15744727436551,0.555758191666477,11.8531374649946,6.01528898521376,0.492515040597609
48,11.2839334618964,5.70619686882222,0.494307823766337,11.2839334618964,5.71627408021962,0.493414765381029,11.8718925954253,5.75410812395331,0.515316696331081,11.8718925954253,5.7843397571275,0.512770208234832,10.8906769991024,5.76879816493199,0.470299397786983,12.3551249512048,5.81132504590813,0.529642551665053,11.2839334618965,5.74581771590657,0.490796561738954
49,11.4954514445288,6.10601769616575,0.468831848350601,11.4954514445288,6.11279248100548,0.468242503523874,11.8727382394558,6.2152493386114,0.476510876155199,11.8727382394558,6.16150902794833,0.481037238109721,10.7801703250505,6.24081319998558,0.421083989231278,12.4121571365001,6.1915595508051,0.501169741672241,11.4954514445288,6.12309335792761,0.467346420671291
50,12.0742715753658,6.23050914595451,0.483984677082623,12.0742715753658,6.16868694543436,0.489104836931128,12.6039958449806,6.34727777397253,0.4964075002849,12.6039958449806,6.18816084155485,0.509031824695562,13.1460328402366,6.1784627232228,0.530013137932217,13.3667065566814,6.23856632428306,0.533275732669939,12.0742715753658,6.12349772648598,0.492847441084623
51,11.6333646795,6.0090966901948,0.483460129055881,11.6333646795,5.98851944087084,0.485228942283254,12.384475160825,6.06048464555152,0.510638556188294,12.384475160825,6.00982773645887,0.514728911930852,10.4994291942638,6.17130368876928,0.412224838647338,12.9317737259857,6.02499127821645,0.534093976133408,11.6333646794999,5.96719802156069,0.487061724104983
52,12.6493204709813,5.97799571056614,0.527405782446558,12.6493204709813,6.07728576784251,0.519556344407246,13.6626692707807,6.01025972537626,0.560096229641602,13.6626692707807,6.0698555409521,0.555734284373463,11.9002041537008,6.07031472023446,0.489898270497597,14.4379368519871,6.09673801355403,0.577727893115495,12.6925167769753,6.00368923769636,0.526989852116071
53,12.2369873074472,6.04624571716478,0.505904062392451,12.2369873074472,5.98015305393411,0.511305119169756,12.9976246213992,6.19371717602654,0.523473145560054,12.9976246213992,6.06415502890554,0.533441285962239,11.6425861562349,6.22245518626928,0.465543556837928,13.6866511452066,6.09882112949617,0.554396392164046,12.2369873074471,5.97329702549996,0.511865390114054
54,12.3411010984264,6.18174054217664,0.499093274346092,12.3411010984264,6.20203375543733,0.497448914325147,13.2177134529954,6.25923326815768,0.526451130112885,13.2177134529954,6.30485580345842,0.522999509266134,11.4830987034583,6.33614330897881,0.44822007782006,13.8781367284455,6.31840152284654,0.544722634855157,12.3411010984264,6.23050728157998,0.495141703168251
55,11.9393869095795,5.97780728325914,0.499320414981871,11.9393869095795,6.0545535547046,0.492892423994839,12.4588936704791,5.94368375415264,0.522936473225069,12.4588936704791,6.04272229463101,0.514987248912075,12.9452659122881,5.80492311555424,0.551579461180166,13.0948434223454,6.0739424826732,0.536157685374958,11.9393869095795,5.95649924188943,0.501105099700702
56,11.5641216625965,6.37077040804004,0.449091717130066,11.5641216625965,6.23378490823637,0.460937450321091,12.4888856893702,6.57385001955678,0.473623973902487,12.4888856893702,6.41340242722478,0.486471204337831,12.4607063983284,6.4869944821445,0.479403953935168,13.032658077531,6.45493433448288,0.504710835189369,11.5641216625965,6.40786723873049,0.44588379250139
57,12.048206374705,6.04054724412749,0.498635144828736,12.048206374705,6.09839244558946,0.493833998528369,12.5640331460559,6.02661265840079,0.52032817898983,12.5640331460559,6.06837211734579,0.517004448587375,12.9053871926617,5.92071423273189,0.541221495772049,13.2011479727382,6.07428666065184,0.539866784828417,12.048206374705,5.99612307604812,0.502322346616102
58,12.0569907393454,5.92923729629214,0.508232408527663,12.0569907393454,6.01515427257201,0.501106503056119,11.8819523014974,5.61143644630149,0.527734474612028,11.8819523014974,5.67882854203306,0.522062671357685,12.958910775475,5.44146446030105,0.580098624446191,12.5012664007486,5.70138317411116,0.543935550899888,12.0996068540031,5.58204704884444,0.538658807992787
59,11.6625645393044,5.84063023930033,0.499198463629795,11.6625645393044,5.83472374896589,0.499704912302772,12.1635081535542,5.85382007009583,0.518739166678214,12.1635081535542,5.80566480141964,0.522698161736898,10.1502661264337,5.98488566710003,0.410371551587796,12.5147777592443,5.82123295180791,0.534851272328194,11.703424004816,5.79693242498929,0.504680645373196
60,11.8327926076867,5.90704367924531,0.500790398759457,11.8327926076867,5.98063618911704,0.494571029223315,12.0813107153623,6.19372721579647,0.487329863313532,12.0813107153623,6.1147909425541,0.493863614087941,12.5452116423734,6.09402652080793,0.51423485752728,12.4806138426656,6.13787495265504,0.508207286113409,11.8327926076866,6.08128311472555,0.486065266556339
61,12.0610855476554,6.33157058969932,0.475041399492424,12.0610855476554,6.30476589838168,0.477263810668577,12.8515541236125,6.53758161245131,0.49130030892998,12.8515541236125,6.38087492360196,0.503493907256072,11.7754387679641,6.55645984471501,0.443208871116349,13.4390549714981,6.40775651632531,0.523198875968954,12.0610855476555,6.31229526108826,0.476639541594556
62,11.8594769738114,6.02865101056414,0.491659621762675,11.8594769738114,6.03564195524711,0.491070140059695,11.9122016682548,6.14045480243176,0.484523938274514,11.9122016682548,6.04310441538912,0.492696263572033,12.6671132797088,6.02567974060615,0.52430521401758,12.2071034417003,6.06403286668528,0.503237365387587,11.8594769738115,5.99262749933133,0.494697151268604
63,11.8911202555859,5.85335116729965,0.5077544384811,11.8911202555859,5.85821508551513,0.507345400635133,12.2392916889409,5.82303866202562,0.524234015332182,12.2392916889409,5.85339480526058,0.521753794743732,11.5229749125519,5.81852633479676,0.495049986747893,12.6799121648252,5.88046122126445,0.53623801609784,11.8911202555858,5.77252711883606,0.514551447234383
64,12.3707579562863,5.90407460413843,0.522739461478329,12.3707579562863,6.08196403313866,0.508359628841653,12.9956045279478,5.66476990506682,0.564101085649044,12.9956045279478,5.95605284136857,0.541687127477623,11.7187501151455,5.72225447380448,0.511700956366591,13.3613861181458,5.96981808985483,0.553203684328278,12.3707579562863,5.94588343961103,0.519359811207885
65,12.3857393983423,6.11357513470526,0.506402085649931,12.3857393983423,6.01961274931347,0.513988422030007,12.6876432587768,6.00336343656737,0.526833840286729,12.6876432587768,6.03654083756985,0.524218902246166,13.1859404072726,5.89148833608908,0.553199229321583,13.1365022471611,6.0551277763727,0.539060880708847,12.3857393983423,5.99916561176967,0.515639283305718
66,11.8473439488635,6.06217797988518,0.488309109109075,11.8473439488635,6.00007420080297,0.493551109286522,13.2151085363472,6.18226976521125,0.532181688239081,13.2151085363472,6.09534489792343,0.538759376727128,12.3382463610121,6.17392463535989,0.49961084786984,13.8664523661863,6.12136690086182,0.558548449220584,11.8473439488635,6.13417447036142,0.482232093806154
67,11.6998943528375,6.13008083125404,0.476056736378361,11.6998943528375,6.08815332065509,0.479640316651356,12.1996645349939,6.0933579735033,0.50053069442812,12.1996645349939,6.05655055594937,0.503547778828134,11.22985181371,6.10859946245554,0.456039174533197,12.7301696027192,6.06816574239336,0.52332404580869,11.6998943528375,6.01883088401987,0.485565364736804
68,11.7616816758645,6.2028276812045,0.472624081135183,11.7616816758645,6.12666053339747,0.479099953370642,12.3770760433156,6.42075174944167,0.481238401786397,12.3770760433156,6.36682786466527,0.485595156531031,11.7416614156082,6.38281642621221,0.4563958029204,13.0973140166729,6.38289597677038,0.512656108829265,11.7616816758643,6.31527442295926,0.463063650505133
69,11.6250485046675,5.93501808606081,0.489462939988776,11.6250485046675,5.90434178943434,0.492101750193667,11.8664519506776,5.9180074560444,0.501282482696398,11.8664519506776,5.93155645017176,0.500140692868767,12.4637426866685,5.80884556106927,0.533940509917414,12.2595622336078,5.95048104973211,0.514625323780343,11.6250485046674,5.91272795253311,0.491380362829526
70,12.3870990101,6.10151902587923,0.507429542550337,12.3870990101,6.05441919310544,0.511231872113972,13.1516657799246,6.2471029748943,0.52499530634133,13.1516657799246,6.18845393208401,0.529454744696266,13.3305512053378,6.18569990285049,0.535975684158236,13.47188473351,6.20661403490244,0.539291334681325,12.3870990100998,6.23480304040482,0.496669637069882
71,11.8801848956192,5.85458373578706,0.507197591011744,11.8801848956192,5.94362977609246,0.499702249728105,12.615013307717,5.917360382062,0.530927139138081,12.615013307717,5.95265495015582,0.528129316636203,12.1153886450758,5.87305307245395,0.515240225096617,13.1764017211428,5.98095083258176,0.546086180494577,11.8801848956192,5.95033155530687,0.499138135678255
72,12.6565208595609,6.16031434616588,0.513269530029473,12.6565208595609,6.11652564985871,0.516729303595452,13.4716423407442,5.91904722673487,0.560629129172093,13.4716423407442,5.88276344138445,0.563322474529153,12.4491382491755,5.92128248491489,0.524362058931503,14.1476577909319,5.91607613054828,0.581833529056642,12.6119428763706,5.81922131931273,0.538594380234987
73,10.7382190951302,6.13314536195089,0.428848926659331,10.7382190951302,6.01991550048655,0.439393492798393,11.4210430745679,6.15267852952546,0.461285760910396,11.4210430745679,6.01650861692107,0.473208482129056,11.4670383519416,6.0454363427321,0.472798803214215,12.1627724367324,6.04633559264455,0.50288179573399,10.7382190951303,5.97195931665981,0.443859427363702
74,12.1997391029291,6.2392254177399,0.488577143732371,12.1997391029291,6.13207822770305,0.497359888111809,12.5155624075874,6.28766651706193,0.497612147796881,12.5155624075874,6.07302253946512,0.514762314174277,11.3456116336867,6.32525172149876,0.442493545018041,13.0718519263503,6.104468552424,0.533006601756362,12.1997391029289,5.99883564241876,0.508281645057593
75,11.9272853422601,6.31549765387995,0.470499994537463,11.9272853422601,6.22677223578912,0.477938855564495,12.9125477953641,6.38103153700592,0.505827073159267,12.9125477953641,6.26435060145806,0.514863317392164,11.4020821688297,6.43729763162743,0.435427886213161,13.6254358354417,6.28793379540156,0.538515033842384,11.9272853422603,6.23299366347054,0.477417242514854
76,11.6566491963523,5.81981035632177,0.500730419326427,11.6566491963523,5.80569967021552,0.501940946114062,12.3060870260833,5.82561304325143,0.526607196023903,12.3060870260833,5.86895046495995,0.52308557118762,11.8150991376478,5.80017925740216,0.509087550613909,12.8348806667748,5.89730195099598,0.540525377359983,11.6566491963525,5.81145861181508,0.501446898339057
77,11.4876987759192,5.87434668359614,0.488640257880885,11.4876987759192,5.83309655408412,0.492231066650913,12.4564628295811,5.61644813363197,0.549113724299466,12.4564628295811,5.65188869405745,0.546268569867558,12.8831844967024,5.44945753007951,0.577010052796002,13.2766885917498,5.68438936417374,0.571851872182491,11.487698775919,5.61409029542188,0.511295481807863
78,12.2141804137978,6.12896625996176,0.498208962671115,12.2141804137978,6.09308966338507,0.501146253210574,12.8345818864613,6.00660358023192,0.531998499571844,12.8345818864613,5.97561443253787,0.534413003446468,11.7590306834933,6.01386410596389,0.488574843638613,13.4170784804489,6.00306948492053,0.552579982768375,12.2141804137978,5.9289941330199,0.514581090817836
79,11.9856100713228,5.91621208515594,0.506390409002938,11.9856100713228,5.74685147621483,0.520520737616442,12.8861265485115,5.95446134966924,0.537916896341744,12.8861265485115,5.79181208968151,0.550538940629096,10.5601608054093,6.08720241137283,0.423569155475856,13.4350785168288,5.81222194959979,0.567384593821361,11.9856100713227,5.74860025577761,0.520374831020745
80,12.4187210568017,6.13997063529876,0.505587523287199,12.4187210568017,6.06190171336622,0.51187391313165,13.3658367465673,6.20366346938918,0.535856707887559,13.3658367465673,6.14908202557603,0.539940361223155,12.4136322982033,6.19406500923372,0.501027188461977,13.9842487751507,6.19196585322671,0.557218556907431,12.4187210568016,6.17350103906301,0.502887534809241
