"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1","smle_param_beta0","smle_param_beta1","smle_param_beta2","smle_param_beta3"
1,12.2998763622707,5.9126202663309,0.519294333358699,5.01453454309402,6.075195250631,2.9028524987943,0.0101175399085021,4.84488087182974,1.17707888453003
2,13.1695375187098,6.28134784614613,0.523039602778586,4.97401954791863,6.14123246863273,3.3338073626453,0.370244315743602,4.71300371880807,1.18839571767988
3,11.9361973939845,5.95505397645114,0.501092870711713,5.08086816299378,6.08105375125425,1.57074751300032,1.41499774554902,5.08647444469875,0.893559148802437
4,12.4296152953412,6.05862632675542,0.512565257830119,5.07883696838346,6.1460363052403,3.28117857518508,0.0406500249224725,4.78490867704288,1.18491228194482
5,13.1380957663159,6.0928604348787,0.536244784384974,5.03505616864378,6.20066823866554,2.10451325621322,0.714646186369452,4.97608299456912,1.06815377393454
6,12.9476167469678,6.09056670484101,0.529599398571373,4.99127056098494,6.12769760163421,3.47718802111928,-0.53694074319823,4.70604765893638,1.32781971385086
7,12.1991268076097,6.01180298909247,0.50719399151238,5.02728817584055,6.06443195787755,2.52768973754757,0.565551681934332,4.88239609992519,1.08333779896108
8,12.5410401517633,5.87006788602327,0.531931337832618,5.05110343451482,6.16878892203949,2.1508703702441,0.947160575173354,4.99393926389378,0.974620174516934
9,13.2887860935566,5.98992379247301,0.549249739569713,4.9981653241805,6.21422781774086,1.73216543005678,1.13768988609532,5.03124240148584,0.97080300303457
10,12.4445511080377,6.21693044654236,0.500429513883635,5.05777106137327,6.10638743932458,2.42100842365906,1.11737219715374,4.93063120879647,1.00826197696738
11,12.2283580070291,6.14053118506495,0.497844994271902,5.05480663382393,6.09086389082377,3.00819922147839,0.763012862994849,4.81211342880261,1.06384253872082
12,11.9441263495832,5.86712136845113,0.508786059630401,5.04658425914472,6.05753165916452,2.10360696600194,0.797583916804203,5.00664972910628,1.00454826300792
13,12.3942537020749,6.10168508769466,0.507700484888963,4.99810315077853,6.05743272224686,3.1019569202531,0.356088881995142,4.7905871573191,1.1495553477732
14,11.9272575349333,6.02565577863739,0.494799557988155,5.05520652392537,6.06327172115783,1.04530647761872,2.77462506398706,5.21127956672419,0.643105419979141
15,11.1630287137142,5.83355046669156,0.477422246569621,5.04704766775237,5.9385870680656,1.76661451408689,1.36057107994746,5.09158154254047,0.886256615986366
16,12.7680921879752,6.34608236224541,0.502973328449019,4.95764161185056,6.032316656579,2.79201152971804,0.577442262206975,4.81218346617557,1.16358554161101
17,12.8012433119825,6.01998227509944,0.529734563402567,5.04541600735063,6.18194661974379,2.58880404821316,0.783905737006118,4.92884411963542,1.03778886229895
18,12.3651168354197,6.02823853354816,0.512480260899733,5.01168293941394,6.06334007601386,2.79253726297238,0.135026072696114,4.84971750772061,1.1758949103714
19,12.2703570121836,5.93459127196126,0.516347302195965,5.01455877098901,6.07412711009979,1.79937737492752,1.28197971367799,5.05175180991585,0.927820725763606
20,12.3278803595747,5.63425253546455,0.542966643808433,5.03974594532841,6.15007663458611,3.6244999104286,-0.799569820373281,4.75188293107047,1.27661640599199
21,12.5210042648754,5.78548937810955,0.537937272784156,5.04003032191879,6.17257774506895,2.74732220632098,0.491827899183733,4.89690213563743,1.05032333950532
22,12.9494313350326,6.20947161990956,0.520483065297945,5.07384818658814,6.21243415936593,2.48501778138868,1.03669639030091,4.90009043299797,1.0194974385087
