"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.49056311967893,0.485821983884426,0.505600817954909,0.499663211954746,0.636525319523594,0.453026071756859,0.505600817955785,0.499663211954749,0.484974352324854,0.47822704941842
2,0.490531268259376,0.497338418708624,0.527155646366521,0.523748836920928,0.650242772569432,0.483832150494302,0.527155646367379,0.523748836920931,0.499844022845316,0.496104190764481
3,0.532243667185844,0.538979828665531,0.559313544616202,0.568594552862221,0.644176414618172,0.535743175131519,0.559313544617107,0.568594552862222,0.538685323203435,0.549510983628
4,0.484507224450946,0.485403095828391,0.505637337829627,0.513411339652381,0.589795310678963,0.478835341052313,0.505637337830516,0.513411339652389,0.47618627167689,0.484753974259601
5,0.480780059683082,0.489918500220536,0.506626481146707,0.513555207827159,0.633650437526286,0.467537922361845,0.506626481147735,0.513555207827161,0.467503701639896,0.477112906363321
6,0.504195578191788,0.510588430407873,0.527625040313696,0.534948550639058,0.641236851867822,0.501601736555941,0.52762504031479,0.534948550639053,0.503611743802133,0.512211423038234
7,0.486634300734398,0.486254329063573,0.529664880894042,0.531317916138752,0.535101229171794,0.488617718838363,0.529664880895071,0.531317916138747,0.488483437474758,0.486842985768286
8,0.519586179202319,0.519123445882718,0.552203150573803,0.556531481684107,0.597026269455922,0.528355017426577,0.552203150574824,0.556531481684111,0.528092121997996,0.532551396471337
9,0.478323028926099,0.480401042378044,0.517798582033894,0.518038827362792,0.66740820943625,0.476829999129915,0.517798582034159,0.518038827362783,0.482245218483562,0.483207060088
10,0.500599158517048,0.500113040459493,0.546364856620738,0.545743335724786,0.654843280887759,0.505085620740363,0.546364856621773,0.545743335724798,0.512130711577821,0.512311050114455
11,0.492592232288825,0.489497112997953,0.53343275370924,0.526645597995462,0.632618265970103,0.48191768490958,0.533432753709925,0.526645597995459,0.491458328084469,0.482072835886853
12,0.500664063070742,0.509257518338833,0.530858386775235,0.540868254069998,0.610139485532837,0.5104285667602,0.530858386776285,0.540868254069994,0.496293839473821,0.506811590905792
13,0.472880382394852,0.481624630248202,0.510797005500226,0.521106275746853,0.609970709596527,0.481064056403578,0.510797005501355,0.521106275746846,0.468854322918734,0.480650007454082
14,0.520169609056669,0.512195764732295,0.556968176304206,0.549464791319247,0.58918784555939,0.515007501039663,0.556968176305118,0.549464791319251,0.523811360830525,0.515748672449876
15,0.524497994395321,0.532205024082169,0.568146586422185,0.576505772942323,0.540685106950616,0.545537755167228,0.568146586423078,0.57650577294232,0.522101231742395,0.528244431766593
16,0.503257635389882,0.506333024097614,0.52259736036959,0.530117718833836,0.67440381068944,0.48256294058746,0.522597360370464,0.53011771883383,0.50010953510698,0.507237774276484
17,0.470002042324344,0.466797441654248,0.513675305838513,0.514703884812881,0.612727146233298,0.478748070346235,0.513675305839109,0.514703884812881,0.458358283526989,0.458444101258976
18,0.474055042306893,0.46705474107106,0.51574909314592,0.514223601453332,0.638083157502049,0.473064607313204,0.515749093147011,0.514223601453341,0.480336565278896,0.476838308742608
19,0.489776407850736,0.482497225312018,0.547343452840183,0.544608619531952,0.616073105040537,0.503595767475313,0.547343452841228,0.544608619531952,0.507727482044995,0.504906111319407
20,0.494834889098907,0.49754022824626,0.529768953193094,0.526845235446137,0.617044005331851,0.485777561491688,0.529768953193772,0.526845235446141,0.49666325203298,0.492775094246136
21,0.529625210679875,0.529570247752304,0.527385171680892,0.532111063686751,0.646161871123298,0.493075787132483,0.527385171681383,0.53211106368675,0.518176931642307,0.524702321841437
22,0.508131595942301,0.506064944498259,0.550890738433953,0.545803543396696,0.655997260115121,0.499603433637998,0.55089073843487,0.545803543396703,0.516603207678125,0.509622365165209
