"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.523115094066451,0.521247034720605,0.546013101779817,0.551202475588508,0.610351554536035,0.524002607827518,0.546013101780775,0.551202475588512,0.509396942127604,0.516461700786152
2,0.47568632971255,0.48238538975222,0.474773465976561,0.486118348667766,0.601617054573303,0.440385881704636,0.474773465977756,0.486118348667773,0.45194146544529,0.464993537168081
3,0.481409882941415,0.485061164488983,0.515628539461833,0.5215175028485,0.584547217816802,0.481218558344656,0.51562853946296,0.521517502848493,0.474892522830486,0.480668182713997
4,0.520286741616407,0.527814096145206,0.536003244082805,0.549156142641026,0.634708044658905,0.526142181120859,0.536003244083676,0.549156142641033,0.51971213905918,0.53392892084995
5,0.508529057100889,0.509200116316644,0.520118256618806,0.520930151463533,0.629259274910363,0.481377193258049,0.520118256620006,0.520930151463538,0.507892692756386,0.509340646898394
6,0.524899605094985,0.526508654855694,0.569223031848785,0.568317340612749,0.719011250997897,0.534264752386566,0.569223031848997,0.568317340612759,0.53895825856451,0.538118250929985
7,0.484700240036233,0.478443641707208,0.506517684643756,0.504735493934203,0.623304477709944,0.453003120898178,0.506517684645009,0.504735493934194,0.480908873124215,0.477794961801992
8,0.525304879950001,0.523697514843546,0.560551037037655,0.554700554036553,0.635402546691396,0.524417145021141,0.560551037038689,0.554700554036557,0.527506742774865,0.520878259432054
9,0.516926392768917,0.513505880817884,0.529582000599949,0.531394080273016,0.66152566811354,0.492529955061138,0.529582000600558,0.531394080273017,0.512527864184459,0.51581563809789
10,0.454585122748346,0.46097655811862,0.49293944184663,0.500664879860289,0.559840028970797,0.461602819083878,0.492939441847866,0.500664879860283,0.448067163065845,0.456039691188651
11,0.489044854409009,0.48907926501637,0.515534521590778,0.514253195267008,0.628146102526217,0.476406582115607,0.515534521590848,0.51425319526701,0.498556148644275,0.497200206077608
12,0.518655892831066,0.519288575072691,0.542749134361014,0.545766737853357,0.627753807752928,0.510203815283646,0.542749134362048,0.545766737853341,0.521428562556925,0.525680629015065
13,0.544322848728265,0.546493735710762,0.584585889679969,0.586529081965983,0.660721522216218,0.558149670689041,0.584585889680318,0.586529081966,0.559428565233019,0.561843392288646
14,0.4814811284795,0.485129188134186,0.523004845144523,0.525742532426916,0.636671527497486,0.487793603061425,0.52300484514559,0.525742532426918,0.487196479608556,0.489182945046393
15,0.501555722369921,0.505817432628688,0.526625989639956,0.530749184932783,0.599013015235511,0.49721178146936,0.526625989641091,0.530749184932779,0.495526095707039,0.500632232967255
16,0.490757091167248,0.497962776949489,0.514028472182766,0.524139390074834,0.59482363938257,0.481166534327082,0.514028472183769,0.524139390074835,0.489291763260097,0.500104906863888
17,0.516956186799901,0.510876870565713,0.555897178296968,0.552025280770825,0.654075819067008,0.510817375840627,0.555897178297264,0.552025280770837,0.530784463559228,0.525721491835885
18,0.516603541477475,0.514199792320372,0.546779911754769,0.537303391914763,0.650272036766734,0.503382055059004,0.546779911755732,0.537303391914765,0.521540033863024,0.510150151107135
19,0.497104508593136,0.490755217507956,0.52218615523922,0.514389998994673,0.595121859072427,0.472785067916052,0.522186155240096,0.514389998994674,0.491842657001223,0.482224496371864
20,0.490049644578323,0.491826492594299,0.502491570848012,0.502538838922344,0.645566439811844,0.457120125210767,0.502491570848263,0.502538838922345,0.478764472490054,0.479588721300672
21,0.473918638500705,0.481702363116681,0.506218870471181,0.516558737008309,0.635935987155154,0.47626096417429,0.506218870472248,0.516558737008313,0.476429718139401,0.487567905557207
22,0.485046477786508,0.490370110438849,0.502035027205453,0.506010255900491,0.616939956324948,0.462645242060652,0.502035027206664,0.506010255900492,0.471697425927618,0.475586307753609
23,0.473760099822851,0.468066894405439,0.498861579873009,0.497506502750803,0.625576069092365,0.454260930428601,0.498861579873883,0.497506502750802,0.460644634604431,0.45815647826811
24,0.507100505174475,0.506211075829268,0.52389756698428,0.523483447192061,0.629613947473132,0.481586914106113,0.523897566985011,0.523483447192045,0.497000449868732,0.496814439859766
25,0.515918767135873,0.508563014527194,0.556669255690177,0.555313329216836,0.656806883859933,0.526073693068062,0.556669255691214,0.555313329216842,0.522521763334094,0.521240510970344
26,0.426600610677516,0.430080099229789,0.4611169577711,0.46266664462048,0.626763419809766,0.422092467815777,0.461116957771785,0.462666644620474,0.432395902217475,0.434473362534499
27,0.512339850972683,0.510665412139565,0.547120144886827,0.546102079567369,0.632807154502287,0.507824113876309,0.547120144887752,0.546102079567355,0.517076125933707,0.515880058968172
28,0.489591822927963,0.488413985564636,0.500918889625057,0.501283003516331,0.618095640716266,0.45613247715772,0.500918889625791,0.501283003516329,0.465666360963804,0.465961909889954
29,0.484151022932171,0.476786864088337,0.524137347260204,0.523356031938353,0.627520276627891,0.485721997607711,0.524137347261289,0.523356031938359,0.485596631479666,0.48454694239467
30,0.509840563326682,0.510909310459819,0.512421500677498,0.518221376909713,0.618911066957319,0.481904918798006,0.512421500678192,0.518221376909718,0.488877707188042,0.495522553871096
31,0.49450704248084,0.501946126694142,0.537744072393799,0.54509348872954,0.597592953005392,0.513780782504135,0.537744072394322,0.545093488729545,0.497304281655432,0.506780319346658
32,0.501222447094921,0.490045991413209,0.527398666278539,0.517236318616827,0.661016918698022,0.478662184681354,0.52739866627944,0.517236318616824,0.499383265194357,0.488016849316374
33,0.500370438291604,0.508105228665708,0.540026057088793,0.540440772886285,0.60955505219687,0.498310716210473,0.540026057089594,0.540440772886271,0.502029637673251,0.502505593608444
34,0.488327641645464,0.496867412604772,0.520831766078387,0.534066913104585,0.604619335032121,0.495372093059192,0.520831766079251,0.534066913104591,0.480386454431242,0.494323338174751
35,0.473228369582979,0.476157216987125,0.501957918608421,0.501349126056116,0.63684383195579,0.461547373894312,0.501957918608781,0.50134912605612,0.470864472108642,0.471090216010688
36,0.5208171181942,0.523427924941785,0.548326769237394,0.552217620582969,0.637096690376027,0.514442775831361,0.548326769238422,0.552217620582968,0.529047035322992,0.531665256993644
37,0.508811654013548,0.525419949648285,0.544713861830179,0.559552630798395,0.617162297297408,0.522823604838863,0.544713861830525,0.559552630798389,0.512742018999996,0.529597323918816
38,0.481618954194467,0.487617867952386,0.510175781242668,0.510914814990854,0.549621618287093,0.474528877975196,0.510175781243725,0.510914814990861,0.475428815781421,0.475984842778103
39,0.480167179587841,0.478773689202982,0.52972268004392,0.523145576647546,0.604432770394795,0.481597265560323,0.529722680045021,0.523145576647547,0.487072694791513,0.480399388261711
40,0.515379528783569,0.514812284246518,0.545635662682583,0.542075041959593,0.61618659549969,0.510192776146492,0.545635662683325,0.542075041959593,0.512267456183761,0.507095093448154
41,0.501114416789824,0.507131490384932,0.525789836615058,0.531872082637384,0.608787423374719,0.502167129283325,0.525789836616106,0.531872082637384,0.504888822420332,0.512202328892895
42,0.505533790990894,0.506025923538299,0.550427977677306,0.552081526330829,0.654657684205113,0.513041293639685,0.550427977678113,0.552081526330834,0.513756276627766,0.515131564198157
43,0.505095434260522,0.512170600014981,0.520863918960768,0.521309624981667,0.638992536175272,0.485495162015596,0.520863918961693,0.521309624981665,0.495516878792125,0.496009147677954
44,0.492973146179827,0.501398107137527,0.528418214983633,0.534358791916393,0.577088167209855,0.5051766817295,0.528418214984688,0.534358791916386,0.500481579192864,0.507894152748391
45,0.499986129175221,0.495614783059855,0.532314733213011,0.525654380237818,0.633350190326899,0.484685980522435,0.532314733213612,0.525654380237809,0.513542896303702,0.506447626632189
46,0.505223629815139,0.511382820551719,0.559839295161487,0.562776553740076,0.632629867256781,0.533110606624381,0.559839295162442,0.56277655374008,0.527649015946425,0.531730959232753
47,0.526543475272077,0.520416332743026,0.551363168015104,0.548867654650718,0.648388931730335,0.500691961481341,0.551363168015627,0.548867654650725,0.521654698982923,0.516822709289517
48,0.506092675593744,0.502675696449443,0.531616906944991,0.531916699165058,0.637148719666075,0.501581156793455,0.531616906945897,0.531916699165052,0.503220525972655,0.503157141276531
49,0.48818763804304,0.491379050765031,0.512186058819163,0.517071641456316,0.655350848583483,0.472542509755222,0.512186058820292,0.517071641456303,0.481260931606508,0.486844025705361
50,0.511510735905794,0.508837497496138,0.539235630567454,0.536806384925999,0.63349410883777,0.502181030624489,0.539235630568481,0.536806384926,0.511982545443723,0.509365054876873
