"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.482310913847044,0.485743997863749,0.515452771974958,0.518653296882274,0.617766594824597,0.484689568338731,0.515452771976138,0.51865329688228,0.493491843890341,0.497622509084769
2,0.519796762797007,0.525079492870057,0.546149483343097,0.555967989402424,0.625815862829932,0.525764594162873,0.546149483344161,0.555967989402414,0.518421047840095,0.528658727295104
3,0.543260378129346,0.538816404656663,0.570247707674168,0.559287680254117,0.674632658778143,0.516062811133335,0.570247707675062,0.559287680254119,0.547583798912595,0.534565553305982
4,0.481136728961194,0.485756302615944,0.510566021493555,0.518962832660653,0.572891160112744,0.472199947732595,0.510566021494665,0.518962832660657,0.473556287152371,0.480995636606242
5,0.515411796479292,0.518558588232937,0.548160055390309,0.548138596781434,0.632182100970134,0.505956622875776,0.548160055391105,0.548138596781441,0.518157130388687,0.51767272973428
6,0.52024915630614,0.517918714369991,0.532752231937028,0.534481370151074,0.624079850669941,0.496638051903611,0.532752231937584,0.534481370151071,0.503036811677905,0.504651311228736
7,0.508380087034288,0.509671079527048,0.540201846265296,0.546757520350521,0.571134042891251,0.514191335609893,0.540201846266404,0.54675752035053,0.495876978630556,0.502761204810465
8,0.511483465290227,0.506822566755657,0.54840894387873,0.5459710472174,0.559121090415611,0.50696767248976,0.548408943879704,0.5459710472174,0.500470260598412,0.497308803894347
9,0.47174325954962,0.484831063048637,0.513485801550749,0.526540250510044,0.627667896750663,0.492301629555853,0.513485801551603,0.526540250510044,0.475777285948604,0.490620773238529
10,0.492199366859555,0.493303575136838,0.506379520886893,0.508172687966133,0.632516696326666,0.464869396554261,0.506379520887744,0.508172687966139,0.478181952406077,0.481205953481615
11,0.478336212473154,0.484673427092484,0.506864240928311,0.514184929947561,0.625623832013436,0.473326059267745,0.506864240929417,0.51418492994756,0.472323944401955,0.480011189536335
12,0.498850228617733,0.499723608660276,0.510528778057142,0.513000312061036,0.589072276806285,0.475306277705534,0.510528778058243,0.513000312061038,0.487376874523965,0.490203771677011
13,0.474530242341317,0.480159028447038,0.482944874272739,0.482574663586953,0.62977353204838,0.439249870327124,0.48294487427377,0.482574663586949,0.468704133150547,0.468553786760954
14,0.520397031820297,0.519015016986066,0.5399049092354,0.53844858774894,0.679479167402188,0.498723924111178,0.53990490923639,0.538448587748929,0.518035458605096,0.517146674488053
15,0.487092549563829,0.487708344977693,0.52081672682334,0.522528488087937,0.629562251766337,0.466654686348455,0.520816726824513,0.522528488087934,0.484825682856296,0.48550844500245
16,0.475660030345965,0.480218054152118,0.479476881193986,0.486281722495347,0.614373067590937,0.44712057926649,0.479476881194611,0.48628172249535,0.473681960078363,0.482003038465122
17,0.50249975341445,0.503056765259655,0.553662201552321,0.553332555908943,0.669919441228921,0.513143800583026,0.55366220155293,0.553332555908945,0.513995180365809,0.512555995880418
18,0.532094094884448,0.539483901279532,0.572475398888735,0.576399425702013,0.600921837905546,0.54644368858368,0.572475398889534,0.576399425702006,0.539177488319069,0.544102584325676
