"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.537009232458784,0.543850542900123,0.577459949595759,0.580397874889002,0.675783368870623,0.54418553672212,0.57745994959639,0.580397874889002,0.54518290371415,0.548944414302692
2,0.491297496488726,0.49681498726227,0.514280074723643,0.516614465257977,0.627940691281444,0.471766130019575,0.514280074724758,0.516614465257971,0.484013986569551,0.488232644652589
3,0.529594157280876,0.53380382145059,0.533820130549039,0.540522028449722,0.593499420936217,0.510510558948895,0.533820130550031,0.540522028449714,0.511469471153599,0.518396027016509
4,0.47401758946998,0.478154223443405,0.46832929615786,0.470109106392465,0.637418441723269,0.430093554944804,0.468329296159132,0.470109106392469,0.46830749404082,0.470279066068633
5,0.474572405162509,0.469899861099828,0.476537075307705,0.465839133963778,0.599178732083079,0.427536640152627,0.476537075309017,0.465839133963782,0.46225567205249,0.449990043487792
6,0.477145663273876,0.482666112444375,0.526935447058124,0.537688626883242,0.606590633351439,0.496967388589405,0.526935447059288,0.537688626883246,0.489171958663225,0.501968284016169
7,0.513218628687783,0.514069749236755,0.535902325993893,0.534112231813484,0.642746537548953,0.49837479294173,0.535902325994992,0.534112231813479,0.519656142966802,0.517569073398282
8,0.531968213419403,0.533168229938029,0.575760849635997,0.575378710298714,0.684362184603137,0.539343589664592,0.575760849636613,0.575378710298706,0.535943199748449,0.5358015517816
9,0.514440049466661,0.525692929754406,0.559355117125749,0.566418648699308,0.618083610041448,0.544724409807863,0.559355117126703,0.566418648699309,0.520352415150977,0.528974837340551
10,0.490827171356719,0.487308076270906,0.510328002867801,0.502200970206323,0.641206783857262,0.454220794156018,0.510328002868954,0.502200970206316,0.485840477706881,0.476895950722154
11,0.4844953262641,0.48543001955767,0.518587159130207,0.516647270281968,0.647676159588485,0.481928819668983,0.518587159131041,0.516647270281969,0.487072431758313,0.487256086830334
12,0.473734626186966,0.480254236444144,0.505436396920705,0.506196922040556,0.583554856181365,0.467580860239101,0.505436396921776,0.506196922040553,0.47122063624539,0.473411237034234
13,0.485401886959536,0.497769426438561,0.51833273732788,0.531546804583714,0.636761710706332,0.488698392420503,0.51833273732889,0.531546804583711,0.492143071140323,0.50728863548091
14,0.494970613219707,0.490213527091634,0.535263144320747,0.528261214562791,0.633180471438133,0.493017678975223,0.53526314432181,0.528261214562789,0.507988502707684,0.500245433810545
15,0.464789812214683,0.469033805316132,0.507955535618751,0.50700170002923,0.529435336083724,0.459659243801546,0.507955535619637,0.507001700029225,0.461856306374672,0.460905132322923
16,0.509035117621761,0.517033267906308,0.543647799766393,0.544536611370968,0.624351154662745,0.517340029734538,0.543647799766957,0.544536611370972,0.499456211033119,0.506192384264404
17,0.465682681209116,0.463853598458117,0.514570596530072,0.512976361652745,0.577833947210032,0.459331610951171,0.51457059653118,0.512976361652741,0.469636302201082,0.466320297564366
18,0.471448466497313,0.478594365010765,0.501952564525775,0.507783692639297,0.586444026571796,0.468268909541307,0.501952564527037,0.507783692639297,0.470851194172212,0.476338344107061
19,0.502929696885586,0.495792785093031,0.536643336607492,0.534391223875033,0.665046175250223,0.481838132471374,0.536643336608425,0.534391223875017,0.49694513072778,0.494137967645714
20,0.455697549503072,0.455150506765879,0.484798673020019,0.483120375999319,0.583303308876282,0.438676407191713,0.484798673021003,0.483120375999322,0.447722712227881,0.445731526237199
21,0.50212307757983,0.498469204629599,0.522187069035964,0.522348104625837,0.606895751756686,0.477107874288832,0.522187069036635,0.522348104625827,0.488095254423014,0.488333492319562
22,0.519063657952914,0.521739587304969,0.55746203037367,0.556488721063896,0.610084328574887,0.524785260249793,0.557462030374575,0.5564887210639,0.518687805178411,0.516609920149399
23,0.506576482408803,0.497479897389417,0.530882147302264,0.520133150213609,0.636358501141472,0.483546400640439,0.530882147303081,0.5201331502136,0.501026001231166,0.488311772738144
24,0.486975741786271,0.490106763264876,0.540257692991344,0.544814619317299,0.630925275539312,0.506205747091662,0.540257692992391,0.544814619317312,0.500333271546052,0.503704991984469
25,0.504097511464704,0.510387404741852,0.530603857737665,0.532821507832959,0.639839909840107,0.496966130295647,0.530603857738716,0.532821507832947,0.50046947386773,0.503602079352749
26,0.484096395277999,0.484589723119424,0.513981337522093,0.516883692120473,0.634907503996346,0.477348889902385,0.513981337522318,0.51688369212048,0.48040028757821,0.484690311301326
27,0.493876797608593,0.496459418957615,0.501319996751615,0.510176231304589,0.630011741330992,0.466003701781203,0.501319996752863,0.510176231304595,0.476769157346189,0.486506000624281
28,0.476343808811143,0.486163918607026,0.50423663844828,0.512591850696503,0.582309401458856,0.475046870940169,0.504236638449455,0.512591850696502,0.473760517257126,0.484737780892391
29,0.526773121344183,0.52919703497148,0.568273728154131,0.570184782484397,0.638906358246953,0.533345028828735,0.568273728154953,0.570184782484397,0.532497132209772,0.534180465558032
30,0.515376517417841,0.505494181963233,0.54255404950688,0.530462378294881,0.631807621497223,0.498940104479198,0.542554049507637,0.530462378294874,0.521259024907683,0.509029038395445
31,0.471541010626382,0.467554374515053,0.49917751627113,0.498709369420675,0.596122279952226,0.461383513168675,0.499177516272156,0.498709369420687,0.461016566086409,0.46135721717137
32,0.477355139275448,0.479361910654066,0.51470624826636,0.516440069570477,0.59199751515803,0.476932390236718,0.514706248267234,0.516440069570474,0.474174995495911,0.47377063443722
33,0.48424210510483,0.483038672778754,0.518425587351195,0.517387109074352,0.605386548073605,0.47661774359185,0.518425587351881,0.517387109074352,0.481759379934135,0.481188917075785
34,0.506694172166914,0.51620624681487,0.542162310169625,0.545212990526817,0.591579843464571,0.512053690829815,0.542162310170525,0.545212990526811,0.512442827729179,0.514848447745463
35,0.490377622675516,0.48934731962737,0.524031303633124,0.516814468514796,0.572738776295207,0.471561360290421,0.524031303634266,0.51681446851481,0.484809384203074,0.474447000901393
36,0.513725456586622,0.520182940995612,0.553106277394205,0.564931868562317,0.610346927972978,0.53540370851479,0.553106277395252,0.564931868562331,0.515854256484996,0.53189900662911
37,0.496149084281735,0.503077282594215,0.517635588212654,0.522490206146283,0.55412509777005,0.488891078570649,0.517635588213834,0.522490206146282,0.488816397699645,0.494260116127172
38,0.492962284307389,0.504958452418325,0.498552258989029,0.516920677299509,0.624182519549777,0.483163589698975,0.498552258990046,0.516920677299512,0.477901118760764,0.498895237827576
39,0.477498856596811,0.4759191822774,0.490124583476628,0.493627875122785,0.661310218485101,0.442795657892148,0.490124583476976,0.493627875122789,0.461939573642249,0.466931771011908
40,0.473858589104984,0.478839003012372,0.520461832511247,0.523049843649412,0.610351310358377,0.481970871835913,0.520461832512188,0.523049843649406,0.48866336551871,0.49140302670979
41,0.50737168996394,0.505596788432945,0.531825391015066,0.534684482088431,0.615219668231324,0.50163614121708,0.531825391016008,0.534684482088429,0.502122422745771,0.506632267117631
42,0.517686905109053,0.525511563172458,0.53325239336584,0.542467593240444,0.590205591447203,0.522595187741651,0.533252393366904,0.542467593240446,0.507529579973201,0.520743578601249
43,0.516653923542215,0.516975478346042,0.54810443731906,0.549694385298898,0.661584751518867,0.517803398446932,0.54810443731956,0.5496943852989,0.517014403719884,0.518084995289626
44,0.510079563565896,0.508432400624882,0.513383002695714,0.516852155232352,0.660397551449853,0.471016528490558,0.513383002696483,0.516852155232359,0.500920604986784,0.504423434374323
45,0.54447632683702,0.546835003886998,0.556310727179971,0.566579120176143,0.645886910314025,0.533813214882558,0.556310727180834,0.566579120176138,0.54193709919823,0.552401796662977
46,0.498518046503752,0.494081678108515,0.525753313136868,0.523189188636306,0.635139623470162,0.491581371449609,0.525753313137415,0.523189188636306,0.503573926455415,0.500498108978706
47,0.499382374022969,0.506378928501284,0.528771823898307,0.531673462365085,0.610899357170886,0.496601312133164,0.528771823898968,0.531673462365088,0.500808574923532,0.506182077770706
48,0.490241129888003,0.497319157087169,0.540971201479838,0.54878509648107,0.630956395021337,0.517203243591535,0.540971201480777,0.548785096481069,0.504918546968047,0.513877120444466
49,0.516671169913899,0.513932688125659,0.544378523284657,0.541541663499348,0.588183234668018,0.506011503761455,0.544378523285402,0.541541663499352,0.512560687406252,0.509548489646749
50,0.472992448590546,0.469479786637275,0.499068944390186,0.492326150270792,0.580047872489779,0.440128033576313,0.499068944391286,0.492326150270795,0.467035641349171,0.459677934372305
