"r","gs_nonparam","gs_param","cc_nonparam","cc_param","ipw_nonparam_Yonly","ipw_param_Yonly","ipw_nonparam_Zonly","ipw_param_Zonly","ipw_nonparam_YZ","ipw_param_YZ"
1,0.520091601062399,0.515842203399826,0.545816313557188,0.546246815439155,0.647804918099899,0.508269981740714,0.545816313558079,0.546246815439144,0.509934010512954,0.510753176040849
2,0.487879666377591,0.486193897561658,0.528000637658893,0.524422290134395,0.609633817386352,0.486535324067673,0.528000637660028,0.524422290134397,0.490944754960116,0.487070066593721
3,0.502545558010529,0.497775448493053,0.541668187980519,0.536992871736254,0.655015530790691,0.493254355983023,0.541668187981232,0.536992871736253,0.512056626750796,0.50384112970373
4,0.521493100677015,0.518615964370329,0.551980099977969,0.550979089667522,0.600770817006946,0.516157554527732,0.551980099979024,0.55097908966753,0.511335205023672,0.508787893945058
5,0.514132377822487,0.502704740960974,0.540379259086806,0.530024286042747,0.619171718242188,0.49148355888129,0.540379259087927,0.530024286042743,0.517393146573573,0.505386044561451
6,0.503589693010842,0.500738622557939,0.529632539834668,0.531517399081101,0.638777110031364,0.493611793310885,0.529632539835155,0.531517399081092,0.496155928703632,0.497977325882379
7,0.521441418370339,0.523478262272153,0.562061570750927,0.560985349839841,0.612993578635677,0.522850319008855,0.562061570751852,0.56098534983984,0.52833277016225,0.527968547621828
8,0.483989335834831,0.493325637747509,0.506525460251358,0.515540214394936,0.632692027832559,0.478968664326373,0.506525460252401,0.515540214394946,0.487331442625652,0.496646320216386
9,0.461353190958507,0.465614192426682,0.486924992721963,0.492866715498689,0.599459326666672,0.455192043189327,0.486924992722863,0.492866715498699,0.457728110532319,0.464173712852226
10,0.530774233931249,0.536284064004322,0.572858061591461,0.576540436941476,0.637958772348438,0.544640668613095,0.57285806159217,0.576540436941483,0.534778458023046,0.539929443184776
11,0.52420973250719,0.520090383770547,0.545197017532438,0.539688152963886,0.623313516916947,0.508582484198376,0.545197017532958,0.539688152963876,0.527717490308508,0.522550980003377
12,0.508110483064494,0.515445745129401,0.528445060894933,0.533559508593374,0.665026651239775,0.49518479855333,0.528445060895466,0.533559508593376,0.50686317717115,0.513890339274463
13,0.470247114471904,0.471652329394878,0.513588308317223,0.512774184216993,0.64665806476381,0.473364705093442,0.513588308318186,0.512774184216993,0.494663954114719,0.494461595305542
14,0.484371847938592,0.496338100423734,0.513742579206328,0.523927856426483,0.598946699376205,0.483917669524278,0.513742579207091,0.523927856426494,0.488903936529455,0.500962964507383
