"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,12.4048528392062,5.95319306512002,0.520091601062399,12.4048528392062,6.0059062177795,0.515842203399826,12.8583603828789,5.97283880296007,0.535489858340492,12.8583603828789,5.99475800192817,0.533785193179817,13.0790364291464,6.01607144028592,0.54002181484263,NA,NA,NA,12.4048528392059,5.96941430007236,0.518783948713534,12.4048528392063,5.89833505546306,0.524513903395854
2,11.7659352708358,6.02557469628011,0.487879666377591,11.7659352708358,6.04540934304997,0.486193897561658,11.9387294028202,5.97340072583143,0.499661938529204,11.9387294028202,5.97862135937768,0.499224653004916,12.1599451775747,5.99142170004009,0.507282178287332,NA,NA,NA,11.7659352708361,5.93604695887,0.495488728925485,11.765935270836,5.8935267802082,0.499102566472863
3,12.498698017005,6.21753284764414,0.502545558010529,12.498698017005,6.27715300601111,0.497775448493053,12.6039512878526,6.16397550962781,0.51094895808043,12.6039512878526,6.2117878485946,0.507155517604913,12.8827737204131,6.21436625538111,0.517622028435205,NA,NA,NA,12.4986980170052,6.15605708247931,0.50746413153565,12.4986980170047,6.13930066341209,0.508804784701617
4,12.1501522307483,5.81393167023761,0.521493100677015,12.1501522307483,5.84888931435247,0.518615964370329,12.6921466861254,5.86817275760997,0.53765325104343,12.6921466861254,5.91796600210491,0.533730097165183,12.8844581409081,5.93616180079305,0.539277342060216,NA,NA,NA,12.1501522307482,5.808031531197,0.521978702744258,12.1501522307479,5.72199632950169,0.529059700583728
5,12.0334878450792,5.84668212579065,0.514132377822487,12.0334878450792,5.98419645506164,0.502704740960974,12.3752066187387,5.86260927968359,0.52626170533538,12.3752066187387,6.00189603953138,0.515006397513943,12.6256013423159,6.01675469379304,0.523448069469191,NA,NA,NA,12.033487845079,5.9527785096174,0.505315617030206,12.0334878450788,5.89430212338146,0.510175088115291
6,12.4256951995377,6.16824316855622,0.503589693010842,12.4256951995377,6.20366970099641,0.500738622557939,12.6031670680921,6.18172940167871,0.50950984238484,12.6031670680921,6.24876765395742,0.504190683167438,12.8070064222956,6.2610995228116,0.511119201758835,NA,NA,NA,12.4256951995377,6.18741008289257,0.50204717051785,12.4256951995377,6.16290396725717,0.504019383359213
7,12.1158386247972,5.79813854753682,0.521441418370339,12.1158386247972,5.77346047551855,0.523478262272153,12.3670360708585,5.76447576093563,0.533883807898082,12.3670360708585,5.74757011836416,0.535250800156746,12.5962923953297,5.76610470164085,0.542237944255826,NA,NA,NA,12.1158386247974,5.6838162718451,0.530877189119039,12.1158386247971,5.64085531286547,0.534423040158318
8,11.6950095176168,6.03474962860342,0.483989335834831,11.6950095176168,5.9255614888753,0.493325637747509,11.9376489294986,6.01236628009204,0.496352563591049,11.9376489294986,5.92543035738552,0.503635063120056,12.1761086983232,5.95254323127881,0.511129263152969,NA,NA,NA,11.6950095176168,5.89185106846012,0.49620809973819,11.6950095176164,5.84085219716471,0.500568837642542
9,11.8167020415825,6.36502884809252,0.461353190958507,11.8167020415825,6.31467786334434,0.465614192426682,12.2220536258072,6.33927828944982,0.481324621578793,12.2220536258072,6.28980778205624,0.485372264381564,12.4580859892719,6.30422308829343,0.493965357622173,NA,NA,NA,11.8167020415826,6.19928445224963,0.475379473017551,11.8167020415822,6.14970746755503,0.479574973972044
10,12.9657131995033,6.08384670866465,0.530774233931249,12.9657131995033,6.01240783215919,0.536284064004322,13.3519989617037,6.06309913412783,0.545903265007879,13.3519989617037,6.06313204618808,0.545900800054104,13.5361803648342,6.07833355134606,0.550956518935205,NA,NA,NA,12.9657131995034,6.00682137544488,0.536714927824027,12.9657131995029,5.92731933050683,0.54284664180802
11,12.3480268853689,5.87507101479806,0.52420973250719,12.3480268853689,5.92593684374834,0.520090383770547,12.4237531523458,5.80175645892232,0.533010967959642,12.4237531523458,5.86719160491976,0.527744029282171,12.5756740315485,5.88238221803516,0.53224119810373,NA,NA,NA,12.3480268853687,5.80375099689491,0.529985555524517,12.348026885369,5.79150679429995,0.530977147356049
12,11.970025343751,5.88792998404346,0.508110483064494,11.970025343751,5.80012671122347,0.515445745129401,12.1994404823159,5.89377680863877,0.516881383438669,12.1994404823159,5.82500646245537,0.522518555592841,12.4526666472066,5.85585030953181,0.529751299425863,NA,NA,NA,11.9700253437512,5.76942142991545,0.518010926106578,11.970025343751,5.72333768562157,0.521860854821877
13,11.6987215143094,6.19743147919504,0.470247114471904,11.6987215143094,6.18099226114341,0.471652329394878,11.942411939286,6.15686469526766,0.484453833399103,11.942411939286,6.17638296586474,0.482819467519219,12.1673924253702,6.18794697553672,0.49143195524505,NA,NA,NA,11.6987215143092,6.11655880934547,0.477160063869883,11.6987215143091,6.07377211833906,0.480817445657627
14,12.0972385830996,6.23767677564959,0.484371847938592,12.0972385830996,6.09291816439123,0.496338100423734,12.3301777283831,6.21584603013252,0.495883500866,12.3301777283831,6.08257755023037,0.506691818705196,12.610556701359,6.11726219626809,0.514909425401587,NA,NA,NA,12.0972385830997,6.0327693012093,0.501310215569584,12.0972385830994,5.98907739165225,0.504921941440473
15,11.7998245071709,5.84162949675652,0.504939290138891,11.7998245071709,5.86521521424029,0.502940470794633,12.14436225609,5.85247690018053,0.518091046959201,12.14436225609,5.90959856045953,0.513387493238185,12.3368329928216,5.91858896644596,0.520250539997598,NA,NA,NA,11.7998245071707,5.87162708574391,0.50239708377224,11.799824507171,5.80136721129985,0.508351398974262
