"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,11.491316986148,6.04074247362751,0.474321134739454,11.491316986148,6.03348697906189,0.47495252403751,11.730616546247,6.06447234152539,0.483021858432021,11.730616546247,6.05060332334378,0.484204150780162,11.5076840394455,6.04142901184507,0.475009133798205,11.9848932589542,6.07455157560361,0.493149296839573,11.5515590670021,5.98672639593786,0.481738667376996,11.551559067002,5.97193148776843,0.483019438923377
2,11.6776210379011,6.0885207185776,0.478616346701389,11.6776210379011,5.99263561669965,0.486827360020519,12.0231460303764,6.19293110112745,0.484915920884513,12.0231460303764,6.12102342169435,0.490896691578923,11.6861357516466,6.19571878073043,0.469823138084164,12.2192814264351,6.1241844689474,0.498809769967454,11.677621037901,6.07649949954243,0.47964577033109,11.677621037901,6.01498173264236,0.484913775406817
3,12.0437390012861,6.05698875785376,0.497084023723286,12.0437390012861,5.9774521165774,0.503688006196492,12.4911812699221,6.15172477012247,0.507514570704744,12.4911812699221,6.09773861181425,0.511836512492444,11.9873434085206,6.17209698116482,0.485115528034536,12.6771370683678,6.11859819134803,0.517351736567142,12.0437390012861,6.0439386159865,0.498167586051053,12.0437390012861,5.96778614280513,0.504490578700862
4,11.6564789281028,5.68221190375137,0.512527587550301,11.6564789281028,5.75122770184843,0.506606777456382,11.8195926983524,5.64575530613332,0.522339267501129,11.8195926983524,5.68301452787061,0.519186940454996,11.7509862392624,5.61615352901824,0.522069602102543,12.0634314754911,5.71400208313446,0.526336922065384,11.6564789281028,5.60555330674725,0.519104067246865,11.6564789281029,5.5832254270551,0.521019558179412
5,11.902037567601,6.14711262306918,0.483524347141833,11.902037567601,6.14377347638617,0.483804899666058,12.0661314650726,6.22696086714801,0.483930629699089,12.0661314650726,6.26272596121505,0.480966540158827,12.0349850225968,6.192438997873,0.485463506082798,12.3005039699014,6.26993291599557,0.490270241663453,11.9020375676012,6.21595836006179,0.477739981515231,11.902037567601,6.18439259239742,0.480392112924244
6,12.4032720507448,6.18958514373775,0.500971588915035,12.4032720507448,6.1565205910014,0.503637381667228,12.6238735673038,6.11886326903778,0.515294316248079,12.6238735673038,6.12552014162358,0.514766992162464,12.6580547692464,6.06549193596683,0.52081958511482,12.8955633498605,6.14764186395012,0.523274656782122,12.4032720507447,6.04715603047623,0.512454777599339,12.4032720507447,6.01092134801048,0.515376158531524
7,11.9353742360117,6.12553724906878,0.486774597265108,11.9353742360117,5.9728693862001,0.499565805973759,12.06595601681,6.09099730956157,0.495191487431603,12.06595601681,5.95994415977693,0.506052885368249,12.2751063106721,6.01864697670261,0.509686773835113,12.3454183388872,6.01502045814326,0.512773055312645,11.9353742360115,5.90657783760086,0.505120013767186,11.9353742360117,5.86614625659122,0.508507555725255
8,11.9769607564504,6.22290013080466,0.480427442541865,11.9769607564504,6.16804287018066,0.485007674684184,12.3894636998808,6.22968300989059,0.497178961027142,12.3894636998808,6.19354162365744,0.500096067619375,11.7040939704963,6.24972946233768,0.466021934026505,12.656675264107,6.20922085757314,0.509411379528571,11.9769607564504,6.1408113280955,0.487281335142704,11.9769607564507,6.07440034582132,0.492826229513217
9,11.8539853441777,6.06723219161824,0.488169420202779,11.8539853441777,6.00950144699388,0.493039575087246,12.1982153767112,6.11299416264308,0.498861597876525,12.1982153767112,6.06695523658912,0.50263583243725,11.3272465931499,6.15583354454793,0.456546346552512,12.3668267320145,6.09531465306567,0.507123792938208,11.8539853441779,6.00385308909522,0.493516069509566,11.8539853441777,5.93556875653083,0.499276523110754
10,11.7207233926903,5.87509711810123,0.498742789052998,11.7207233926903,5.99605285440684,0.488422970706202,11.8634061858798,5.88184021061798,0.504203083123064,11.8634061858798,6.01117264073882,0.493301287458782,12.0205587540258,5.83658816819529,0.514449512071097,12.0685184627826,6.01529138525235,0.501571679754847,11.7207233926904,5.96755768361351,0.490854149212737,11.7207233926905,5.93896965073119,0.493293250616683
