"r","smle_param"
1,0.518842741073882
2,0.547381202100583
3,0.517935051141775
4,0.528695695007785
5,0.529017028645814
6,0.523808247978311
7,0.531139185378647
8,0.499717630441002
9,0.537116421645027
10,0.517706792184786
11,0.515311278860705
12,0.532638236072577
13,0.53215934265612
14,0.537906870961369
15,0.5282027584526
16,0.518156166852259
17,0.536060022459198
18,0.56601160696512
19,0.529203576771366
20,0.516141469099732
21,0.531503789635916
22,0.543137528346003
23,0.527510055342532
24,0.52088765400853
25,0.537670764443642
26,0.46179879678494
27,0.522385737629099
28,0.529852224539018
29,0.555089582018522
30,0.523636412817634
31,0.518988079839185
32,0.54154481861435
33,0.547197897072767
34,0.55743739189105
35,0.527303815340128
36,0.582956412854506
37,0.527238520913637
38,0.540200426060865
39,0.528250837286595
40,0.545884387979455
41,0.498943258567007
42,0.548212477039076
43,0.500011625656169
44,0.560147911227673
45,0.56643570556322
46,0.497134075200159
47,0.509310745189781
48,0.538991849305961
49,0.52054961929497
50,0.541867338032751
