"r","smle_param"
1,0.499026082158701
2,0.476051481080117
3,0.506650275611572
4,0.508754315188288
5,0.495552491590313
6,0.51948495694602
7,0.51776142221305
8,0.540461319702171
9,0.511416275764127
10,0.470769309696923
11,0.474539110832608
12,0.519078440545213
13,0.473330405715451
14,0.475677721347531
15,0.498998772598242
16,0.515225845562674
17,0.478653808993164
18,0.467586486586405
19,0.511913298661071
20,0.491542756232165
21,0.50222599576976
22,0.516565205968901
23,0.495598129419413
24,0.508188329585853
25,0.529514774418852
26,0.524041060713525
27,0.500464102413543
28,0.497454940402769
29,0.473803296575732
30,0.514013148400672
31,0.51951770392377
32,0.471985854755396
33,0.505167983423576
34,0.494623345722101
35,0.46342869309149
36,0.479512658856398
37,0.495457640659317
38,0.520337219192936
39,0.513270951754196
40,0.485178035169333
41,0.496153181791161
42,0.516219736588918
43,0.468091378840615
44,0.492838410450143
45,0.513941606688668
46,0.501566520245931
47,0.529475255426624
48,0.496228488388213
49,0.495963872548618
50,0.522832269454805
