"r","smle_param"
1,0.49044926842713
2,0.530861833382111
3,0.514373884670195
4,0.447340880921895
5,0.542267008922107
6,0.523779722326679
7,0.476832624097374
8,0.484266345148466
9,0.481460366299155
10,0.50084086911187
11,0.530769208207385
12,0.506531874054262
13,0.463441763459433
14,0.516129349015009
15,0.521356357747803
16,0.492083839858459
17,0.527170301428125
18,0.451243501682904
19,0.493298471843934
20,0.506474497952802
21,0.507858564378514
22,0.547292771866262
23,0.496314227678376
24,0.491188781938446
25,0.477641380446496
26,0.510252565948177
27,0.480449180191523
28,0.46384777198399
29,0.504825544971577
30,0.501986562234049
31,0.489363194811379
32,0.497437321866316
33,0.532269446815513
34,0.502028481197287
35,0.49689137669203
36,0.517120053346228
37,0.484918207488521
38,0.508992449074799
39,0.509651451761463
40,0.50428222079795
41,0.486039344048667
42,0.529670431782695
43,0.482351393167421
44,0.530519225710522
45,0.495524566515423
46,0.534951493477637
47,0.467825100803123
48,0.451405298312157
49,0.532927108177549
50,0.506280412044884
