"r","smle_param"
1,0.52620998646136
2,0.536031269136077
3,0.470382184988384
4,0.529757666367777
5,0.46623830263856
6,0.493631117181763
7,0.513007749568832
8,0.506926741150511
9,0.51838099116943
10,0.500545244521268
11,0.533156594733601
12,0.512887475679034
13,0.499550607250814
14,0.485677314887412
15,0.499676297818308
16,0.470144659108822
17,0.523369611943517
18,0.506023559213402
19,0.490934168505861
20,0.500394347781648
21,0.496233686476722
22,0.501999315953996
23,0.46212497110461
24,0.512906513080558
25,0.493183457002201
26,0.5245654466253
27,0.526731920953062
28,0.527104985918894
29,0.513570315630723
30,0.465390352329447
31,0.511421004890917
32,0.483242847159505
33,0.477407190724541
34,0.492309327178104
35,0.512404521992906
36,0.518602736206747
37,0.456663956834815
38,0.535555092574004
39,0.507046344999868
40,0.49867605415765
41,0.47850813903749
42,0.519792747577241
43,0.541312995153961
44,0.524078463301499
45,0.492487160253706
46,0.444131708213109
47,0.525429728661112
48,0.512611435853808
49,0.51435018529459
50,0.528213837166204
