"r","smle_param"
1,0.522377321454221
2,0.513705210865431
3,0.540707838967046
4,0.51444169885033
5,0.539463825530778
6,0.570614569918833
7,0.51828599424346
8,0.507794094408452
9,0.49869384843445
10,0.528132759185078
11,0.536328767919477
12,0.503817991873644
13,0.540403503218962
14,0.541466564955581
15,0.574647182127342
16,0.566807422809442
17,0.529971275447435
18,0.504091612114553
19,0.515234675956449
20,0.525033335198852
21,0.512307715197339
22,0.527725149595135
23,0.529165115435634
24,0.559892350062587
25,0.528413103882609
26,0.467659616358306
27,0.532009902167862
28,0.533889211248707
29,0.531807363574427
30,0.536964468121697
31,0.536116867835966
32,0.531001168195031
33,0.537638748235391
34,0.520949261501942
35,0.50216017513833
36,0.532943917774026
37,0.498384308332447
38,0.50031367522225
39,0.537254619752458
40,0.512508320511223
41,0.563322628703114
42,0.541874090679862
43,0.526712275090669
44,0.518819343310468
45,0.556845344224269
46,0.538109532566695
47,0.485018307555337
48,0.506406143713853
49,0.530963865372829
50,0.543984489043934
