"r","smle_param"
1,0.453718248884661
2,0.522163178498974
3,0.518668893590681
4,0.499784728813898
5,0.539507811496926
6,0.506175175246952
7,0.519067295142297
8,0.524145691047193
9,0.511564972585528
10,0.471509699161767
11,0.508323604557508
12,0.483847346633829
13,0.514203665054221
14,0.509370474346161
15,0.421470124371801
16,0.513356057993124
17,0.568644702535555
18,0.517745470605788
19,0.502292932825874
20,0.514954382846226
21,0.485178326099301
22,0.523781147652236
23,0.523471152071613
24,0.467984115327408
25,0.52897980917973
26,0.475339170223459
27,0.513585966716311
28,0.49843940665455
29,0.487036222580404
30,0.461728247435165
31,0.50357112277727
32,0.51672251082586
33,0.489872749958158
34,0.510278228332055
35,0.521670578091679
36,0.479619750678237
37,0.52361760740868
38,0.502363322421093
39,0.452598483749795
40,0.502268128073416
41,0.507709687700235
42,0.518544492651213
43,0.48713817614365
44,0.477000872158739
45,0.532013896809879
46,0.431010084777786
47,0.464716750642931
48,0.529164672819993
49,0.496923939144911
50,0.530827036980934
