"r","smle_param"
1,0.513011324945969
2,0.496694312335069
3,0.470403954362851
4,0.482219944827938
5,0.536960258061991
6,0.501477024540466
7,0.481604358468039
8,0.510070762390172
9,0.518712338857269
10,0.541096784649508
11,0.489902706109288
12,0.553373583799542
13,0.479457957959128
14,0.471262365488839
15,0.4928159267857
16,0.507075184424416
17,0.534245049449478
18,0.483559223650093
19,0.503146670737191
20,0.480443054885638
21,0.502712963470015
22,0.494764420078293
23,0.535937875093421
24,0.480638901718161
25,0.499634301945775
26,0.505196913008325
27,0.53292498058844
28,0.526509934769551
29,0.488715135569524
30,0.469599480609242
31,0.48675146763924
32,0.476520946249145
33,0.521956696067944
34,0.483415162559898
35,0.52797135228007
36,0.53635585709287
37,0.522888898815287
38,0.458779479134895
39,0.495389288936115
40,0.478046417053998
41,0.528113728861446
42,0.474489120733676
43,0.472939635804932
44,0.479919220064172
45,0.515282641541817
46,0.539432717190915
47,0.508338062829063
48,0.519661177286794
49,0.502838887588686
50,0.483960445471784
