"r","smle_param"
1,0.554807399163163
2,0.536099089744834
3,0.492711273696858
4,0.539488409330054
5,0.544968086926875
6,0.473782438159843
7,0.504864078064319
8,0.50346044290786
9,0.533262921832839
10,0.535527604496931
11,0.569937120651544
12,0.528534338248465
13,0.508267806601613
14,0.562998346323295
15,0.531844486997287
16,0.543433050195862
17,0.528430767513126
18,0.537852775152191
19,0.527038828867433
20,0.556202783391335
21,0.534614418631017
22,0.502089259789303
23,0.547606426714906
24,0.535472875355139
25,0.49646819420678
26,0.531887935758878
27,0.519149116115778
28,0.497784041205421
29,0.510712005744898
30,0.551665435607701
31,0.524168813361392
32,0.504269634586175
33,0.534492390824827
34,0.520340650046997
35,0.522574683435146
36,0.57153209088518
37,0.537836126736242
38,0.538751173796502
39,0.547586910706396
40,0.540556801836298
41,0.557533113984664
42,0.515294078170478
43,0.557036418597976
44,0.534200067285911
45,0.510386332319901
46,0.524924783495565
47,0.510292615918792
48,0.489429673403067
49,0.518401148157468
50,0.577345945750005
