"r","smle_param"
1,0.496086226256094
2,0.487271836519714
3,0.487683899869762
4,0.48102603858751
5,0.520137728582604
6,0.505456704267752
7,0.480291526337594
8,0.511291362301119
9,0.506133557114069
10,0.488927041408724
11,0.51081994610294
12,0.499642306973833
13,0.514195309992397
14,0.497678234810635
15,0.477715185185016
16,0.525485299125721
17,0.508808963961304
18,0.502144154628254
19,0.534871750262309
20,0.518156777897143
21,0.48546798540627
22,0.489144138815442
23,0.517082391220656
24,0.432861111698503
25,0.490334221950875
26,0.507400456112811
27,0.476348677397854
28,0.515060674095026
29,0.544705787195258
30,0.492221276088771
31,0.514724620820366
32,0.493783509606308
33,0.491970002697008
34,0.487274594813714
35,0.510657652339159
36,0.515557247275478
37,0.475614757056554
38,0.4792871882937
39,0.500826845011285
40,0.483950454077048
41,0.495562394405451
42,0.48831973040168
43,0.492589091908537
44,0.520236229974233
45,0.507279287811654
46,0.515996114084993
47,0.55556051523192
48,0.491274925955869
49,0.499609110414421
50,0.491050320430228
