"r","smle_param"
1,0.561746298177898
2,0.555464257854469
3,0.549465923166325
4,0.518115732530559
5,0.548639142777326
6,0.528262737391013
7,0.561588058371425
8,0.556687940838159
9,0.528892292803848
10,0.519006730590132
11,0.484768087560296
12,0.55019430729395
13,0.548122991727567
14,0.531961222666225
15,0.511546334498996
16,0.507111426422894
17,0.543840280376014
18,0.547997003900485
19,0.516763497235088
20,0.559273859572894
21,0.525792438163718
22,0.508972413195349
23,0.510469571083528
24,0.541937471538292
25,0.53995488168013
26,0.536703406033827
27,0.49744613005732
28,0.56036673834359
29,0.507185836200788
30,0.531295046716117
31,0.555527649058442
32,0.551305343938044
33,0.52034921683479
34,0.546080014219895
35,0.52106943141878
36,0.536335717627325
37,0.546150524312646
38,0.55309265654422
39,0.535051384837864
40,0.525994103101248
41,0.539326311364834
42,0.496232947744614
43,0.521837297532567
44,0.525143953627639
45,0.51698178288753
46,0.55734433284847
47,0.50151407588368
48,0.546070642424377
49,0.556947448882298
50,0.521821665767144
