"r","smle_param"
1,0.497691656830726
2,0.497287320182445
3,0.487103721487748
4,0.504532624580603
5,0.495342503875211
6,0.501456157524371
7,0.502613781216917
8,0.50591797109463
9,0.4826335171922
10,0.508265798424272
11,0.517802429394426
12,0.489558586346541
13,0.513374683135425
14,0.512041130868298
15,0.494698631926839
16,0.535788620957981
17,0.471533787190475
18,0.524046754902368
19,0.504747810654223
20,0.506765441945736
21,0.490240677264559
22,0.5049951283434
23,0.509213636300289
24,0.485320616389027
25,0.474990506509028
26,0.495694019126262
27,0.528576813053625
28,0.486893172797431
29,0.517451689453817
30,0.487739314483283
31,0.491512313226611
32,0.458248609636938
33,0.528774362725393
34,0.485832681726293
35,0.503285802616459
36,0.515886856903669
37,0.474554629118771
38,0.480904940733594
39,0.511923046873013
40,0.474449283167586
41,0.458628145156077
42,0.493439732858889
43,0.552268660197056
44,0.486654338339136
45,0.517734475652308
46,0.518691536886018
47,0.518843969927089
48,0.516587791602798
49,0.537455214314607
50,0.538606103582535
