"r","smle_param"
1,0.518409466551355
2,0.520292175412535
3,0.491099762040472
4,0.509820737030615
5,0.444426925466408
6,0.515645488438118
7,0.507935798748077
8,0.497590864618413
9,0.49883123951328
10,0.471665131955573
11,0.479254837684758
12,0.45272412007068
13,0.50033617124033
14,0.498132364321826
15,0.515527847587759
16,0.521016337395223
17,0.514118593114213
18,0.479281353744326
19,0.535922578563924
20,0.488071311485645
21,0.534917282396478
22,0.473500078481515
23,0.528784954408482
24,0.490662520160182
25,0.531582653724135
26,0.491994316056232
27,0.501392841766577
28,0.509815487274074
29,0.484268715376906
30,0.549367484307753
31,0.529071580552201
32,0.484130151029747
33,0.512347233194675
34,0.482682635767203
35,0.504523496631781
36,0.533037970353776
37,0.469962111379608
38,0.478615952248247
39,0.493689838217703
40,0.489552582417477
41,0.43348103637294
42,0.471972910931251
43,0.474112683814469
44,0.504823646028766
45,0.491633196342634
46,0.513550608428591
47,0.485574099243586
48,0.499334195726281
49,0.459854312018846
50,0.475530973671921
