"r","smle_param"
1,0.47804744531378
2,0.529188044826288
3,0.513077801283614
4,0.452214883939008
5,0.499949000741332
6,0.519259496080087
7,0.47731480652421
8,0.488523194596646
9,0.493670435634712
10,0.4767985379546
11,0.530293625130667
12,0.519642082674455
13,0.483461278938242
14,0.474298097878977
15,0.528102527403881
16,0.472306215369913
17,0.48369021286254
18,0.47132915524231
19,0.507685977796983
20,0.548908753977225
21,0.528887731960282
22,0.487089233007899
23,0.509931149566386
24,0.51451117962755
25,0.524232017753036
26,0.486911327313659
27,0.517299804658749
28,0.502305542999503
29,0.518691940498115
30,0.522418980799147
31,0.533289888490198
32,0.489259561730819
33,0.514342642954464
34,0.515301983583242
35,0.489933519208746
36,0.494377279912388
37,0.521094863529104
38,0.521696543524924
39,0.512169570108353
40,0.528025791679959
41,0.493686343391891
42,0.533255167268791
43,0.496500519275556
44,0.470818663595007
45,0.51406798576598
46,0.480063763018816
47,0.553658590134787
48,0.49528931895195
49,0.501911488153346
50,0.474162888031002
