"r","smle_param"
1,0.496995566863263
2,0.479740398571262
3,0.513208152242931
4,0.50551708083556
5,0.516673799358985
6,0.506957962331458
7,0.485279555733041
8,0.523751347506357
9,0.526595821567401
10,0.477359282149096
11,0.473629746715374
12,0.506779843148628
13,0.512551251891428
14,0.482602152306802
15,0.4731290121418
16,0.474232284853442
17,0.515786974753047
18,0.479692163734758
19,0.495042240860184
20,0.535617049849889
21,0.505990037217016
22,0.520524490708388
23,0.496830987937533
24,0.528731792791489
25,0.506428087872009
26,0.491043362865968
27,0.471374610399567
28,0.481093102630553
29,0.496197825360665
30,0.492360076160682
31,0.505324371773257
32,0.489489796473003
33,0.524299096293684
34,0.487644438608225
35,0.529461344633247
36,0.507329921674847
37,0.497675381348625
38,0.495915416329
39,0.488186186835207
40,0.487342152869227
41,0.489704655213227
42,0.483005038419294
43,0.491138155518507
44,0.484738592355062
45,0.490005377037891
46,0.515698408351283
47,0.494673217002187
48,0.518081106851332
49,0.482378992072934
50,0.521018077132053
