"r","smle_param"
1,0.482536577120162
2,0.492256697418425
3,0.484617613448367
4,0.485544162885486
5,0.494782997215512
6,0.482940170673303
7,0.515455354459498
8,0.50075320692253
9,0.473581655916226
10,0.516997046684977
11,0.508441987300088
12,0.501246114371932
13,0.526353463152846
14,0.477387306601654
15,0.495375019340397
16,0.527719586999844
17,0.448846614027255
18,0.536133044773874
19,0.520676753224339
20,0.521140091839802
21,0.492136378117657
22,0.485429136772605
23,0.531936206924098
24,0.483409153746092
25,0.475273064462488
26,0.478453606282654
27,0.493156406197505
28,0.474811381785587
29,0.508019510664938
30,0.479530919843235
31,0.500490380705425
32,0.497940322027936
33,0.532588529803362
34,0.511730329108656
35,0.504767495241423
36,0.504021884232841
37,0.475667754226538
38,0.466678151602261
39,0.50902114413332
40,0.474423534998243
41,0.46020444641507
42,0.51572259837205
43,0.519953387020176
44,0.459893612687869
45,0.503900806809709
46,0.496896814765171
47,0.531798088042958
48,0.526336961819516
49,0.554042807238148
50,0.51433376568023
