"r","smle_param"
1,0.496251940918372
2,0.542576394382575
3,0.472297750618078
4,0.487898600848775
5,0.532238765383472
6,0.513292374115271
7,0.466724905356339
8,0.505124990911682
9,0.50132726086067
10,0.451652131197138
11,0.492328290258295
12,0.511060989184082
13,0.43791451402307
14,0.511939631452103
15,0.49131446179993
16,0.486375034919447
17,0.500147042926763
18,0.497365991086836
19,0.458762657765463
20,0.500697328388053
21,0.52939853929975
22,0.511243882252758
23,0.48812639455663
24,0.52169070422864
25,0.492064343344141
26,0.533169150169622
27,0.461570553273163
28,0.531177878972803
29,0.493064525878466
30,0.478983848941482
31,0.507314668397883
32,0.506790082276269
33,0.528161345247838
34,0.501043589281717
35,0.511122577303704
36,0.516116698854919
37,0.52108835055355
38,0.54306648625924
39,0.51721022077475
40,0.519420697528893
41,0.520433875011329
42,0.459135030800488
43,0.528460245988892
44,0.486400820324989
45,0.513825558571361
46,0.461413514509216
47,0.469995293141043
48,0.478568292946342
49,0.496324452665652
50,0.50397624284899
