"r","smle_param"
1,0.496726620379726
2,0.494727144937766
3,0.493338111507508
4,0.52459532049219
5,0.500489559411702
6,0.468117816608364
7,0.507973746001593
8,0.493393883145147
9,0.476154383254474
10,0.518250782495972
11,0.476685760151356
12,0.469845524061936
13,0.568351104549249
14,0.487301886625799
15,0.484807379873193
16,0.498463169542001
17,0.498050261133574
18,0.475494459866977
19,0.449399930818175
20,0.508309137287198
21,0.45898282733292
22,0.523926924063691
23,0.491171679748859
24,0.535050715025916
25,0.462111076450601
26,0.465335279761229
27,0.480584711187426
28,0.527740895937411
29,0.459409244308287
30,0.517617738918417
31,0.509474928801991
32,0.496833772411033
33,0.522162855325885
34,0.50435287846785
35,0.495236931688041
36,0.526424883117997
37,0.527209917476313
38,0.503044727341182
39,0.526106408423783
40,0.462478378442772
41,0.481314992795804
42,0.467175841483792
43,0.524487682804783
44,0.513495357491397
45,0.520015982171191
46,0.516270548782443
47,0.499187998759191
48,0.487175016652359
49,0.469187686757557
50,0.513810931588109
