"r","smle_param"
1,0.463618377653561
2,0.484691450118675
3,0.473084710632485
4,0.530798535068231
5,0.496863809749034
6,0.468710973113672
7,0.50602651084045
8,0.473998138069285
9,0.471416912886238
10,0.533250482347727
11,0.475660984471521
12,0.465671004666529
13,0.510450525576836
14,0.498070192005045
15,0.509521193408811
16,0.481102042744584
17,0.503206588189713
18,0.503195968927005
19,0.485498328776783
20,0.506962497067959
21,0.488814290791706
22,0.47566653032012
23,0.50687484559821
24,0.500577048764509
25,0.492463710647609
26,0.500661162996269
27,0.522062448129288
28,0.465982880417077
29,0.455729781122567
30,0.502464459455311
31,0.487991456296339
32,0.497133474528446
33,0.462905564821316
34,0.474054430837567
35,0.523179588829644
36,0.48793216942609
37,0.501172720123222
38,0.513492722327378
39,0.537202512425152
40,0.52290327028824
41,0.480423112860355
42,0.471681211135722
43,0.499294718058267
44,0.501423880208584
45,0.487450566862294
46,0.538189246717007
47,0.469546181699306
48,0.537055335835871
49,0.532636960196999
50,0.475788433059969
