"r","smle_param"
1,0.491340286067584
2,0.480838783847978
3,0.518627342758463
4,0.479620965899977
5,0.495223850541371
6,0.551007239481734
7,0.492603750003879
8,0.468359439412652
9,0.468404457411154
10,0.49909950108099
11,0.507082487024476
12,0.466309581872552
13,0.501916822476208
14,0.501601166040259
15,0.551729848679703
16,0.539483316573571
17,0.49166175753039
18,0.481891112078012
19,0.475701750952451
20,0.491076667513724
21,0.475930093375862
22,0.505675698935856
23,0.486987103987219
24,0.529990738134099
25,0.492558622193241
26,0.43077808968833
27,0.500629053725667
28,0.492153345211494
29,0.507129708275161
30,0.505897701849768
31,0.495665870221153
32,0.496015340884351
33,0.497372674746249
34,0.482470581531049
35,0.471708583488707
36,0.503747480024603
37,0.464493324779424
38,0.46831521834995
39,0.505672078440852
40,0.47519152369368
41,0.528764946489179
42,0.518960551049091
43,0.490861042256361
44,0.476876669224993
45,0.531661813867328
46,0.505002365076892
47,0.443820991625031
48,0.469694008987017
49,0.499766068221985
50,0.509117112481205
