"r","smle_param"
1,0.45003532898057
2,0.486987139239047
3,0.524306744866423
4,0.489912591224378
5,0.516259304861347
6,0.499657607660333
7,0.500585545536767
8,0.540927015355244
9,0.491321860845859
10,0.456144716706015
11,0.495994670949029
12,0.482051830030609
13,0.485664076781913
14,0.499425294422386
15,0.469851459496111
16,0.504740626724935
17,0.550300088186803
18,0.540403384705122
19,0.532119456323991
20,0.512219766849183
21,0.485475871812459
22,0.525838492436517
23,0.527024511165781
24,0.470958328605497
25,0.515382798399131
26,0.470379525816734
27,0.5276104511243
28,0.492046372540188
29,0.478562589606291
30,0.458499480595724
31,0.47357347466669
32,0.515701588074105
33,0.473749916187729
34,0.494328657721786
35,0.558504695623683
36,0.496112630517774
37,0.499060259783629
38,0.492409570933916
39,0.43060606987975
40,0.500299689470221
41,0.48302882651121
42,0.500880131733788
43,0.477852639083398
44,0.460361222630497
45,0.521240061806419
46,0.444425301484055
47,0.454392486383244
48,0.543347189038241
49,0.493903773904036
50,0.513873282317597
