"r","smle_param"
1,0.533110261843023
2,0.515140272904114
3,0.512102461900172
4,0.471108030305951
5,0.510890657101049
6,0.502739371040513
7,0.524121760990857
8,0.53397602843199
9,0.493735604001452
10,0.485337249971082
11,0.455502294325695
12,0.513411534578505
13,0.52653952571445
14,0.508254659083229
15,0.488703116425773
16,0.477178475421227
17,0.509956521187126
18,0.525979873477358
19,0.471030622446563
20,0.522819887275353
21,0.499080046200045
22,0.470017473910766
23,0.47758258552846
24,0.506200718022667
25,0.514134143651138
26,0.508778519444008
27,0.46704440687704
28,0.530241460046314
29,0.47258389775941
30,0.506884674757292
31,0.525395907457592
32,0.53064336236634
33,0.486089444932322
34,0.526015706790119
35,0.481180888858424
36,0.499997028419366
37,0.502940797437627
38,0.512376346131824
39,0.499478679347511
40,0.494672781749716
41,0.511380515305359
42,0.448847241268793
43,0.478333911400276
44,0.493979352752396
45,0.49433712511986
46,0.526213161553565
47,0.478137788435553
48,0.511020390627814
49,0.533804399605469
50,0.491944508250915
