"r","smle_param"
1,0.520371841870208
2,0.508044270008602
3,0.46200324688532
4,0.504280262529261
5,0.509078668032497
6,0.431738412903616
7,0.478074946779951
8,0.460752532543696
9,0.503927355310844
10,0.486799236325888
11,0.53725143427141
12,0.490981748218052
13,0.475987197059714
14,0.534747978290754
15,0.498173726098273
16,0.51084243700777
17,0.505496309986762
18,0.502507479896342
19,0.494846780474255
20,0.534012224838703
21,0.49696550664372
22,0.475640980482138
23,0.501135487651343
24,0.508085197193199
25,0.46266858548493
26,0.500199665305025
27,0.481679928406797
28,0.464018233016378
29,0.474426589451068
30,0.52583550600298
31,0.487282212992152
32,0.468874854165624
33,0.500559735494141
34,0.492893984366873
35,0.483581838612613
36,0.539109134899266
37,0.515757733244286
38,0.491016789193264
39,0.52006100979141
40,0.510773366243699
41,0.519258361281155
42,0.486133387634212
43,0.522387676752784
44,0.503181844406893
45,0.473453847491026
46,0.485591426939533
47,0.487048644896355
48,0.453450744836334
49,0.497002724770727
50,0.558394222868397
