"r","smle_param"
1,0.492435376124517
2,0.530166005918878
3,0.480529888245658
4,0.494694906285537
5,0.491783439880637
6,0.483773851606429
7,0.529997109114712
8,0.483891339607316
9,0.52276125950287
10,0.50946030208352
11,0.522841442906289
12,0.513697676523463
13,0.499628532438771
14,0.501998172775581
15,0.511777895418706
16,0.462061770773719
17,0.525898027707165
18,0.489076640393948
19,0.465908219052755
20,0.486376014106504
21,0.492455715471357
22,0.485334420597147
23,0.466456767140348
24,0.509041162141552
25,0.522879488945832
26,0.531493760514972
27,0.540073264334531
28,0.524216630549945
29,0.493256370250004
30,0.452794012496125
31,0.493466961527985
32,0.476137583096813
33,0.512411778399775
34,0.473427015333545
35,0.495491265203445
36,0.48842834345508
37,0.476456484156066
38,0.52221775223619
39,0.525054499556191
40,0.474004030421028
41,0.456579143775782
42,0.500928112144715
43,0.580192453466412
44,0.494942894084832
45,0.482524269899143
46,0.455374960093468
47,0.521130546204277
48,0.513224368968373
49,0.515103693898046
50,0.529238644770119
