"r","smle_param"
1,0.483291138918928
2,0.497241134912532
3,0.482053284292326
4,0.47854754117678
5,0.527646841107735
6,0.507749820976737
7,0.476264105857957
8,0.503720583449158
9,0.546404487019854
10,0.477968930754706
11,0.475802804073009
12,0.486104513044753
13,0.478824060887831
14,0.47876393681704
15,0.459071952575491
16,0.48718142798182
17,0.515801557970868
18,0.483529158335807
19,0.491364415979677
20,0.519192289384813
21,0.50083440712515
22,0.492383505463315
23,0.506808828414252
24,0.521413707470745
25,0.490608006619352
26,0.473254978134427
27,0.468831136683827
28,0.457799690557575
29,0.498494982534885
30,0.498748354473782
31,0.467107691966234
32,0.487454997696814
33,0.481618839699402
34,0.515854422759054
35,0.535826688671442
36,0.503237904826469
37,0.550714879832106
38,0.489769913157467
39,0.469860686096683
40,0.485605650690592
41,0.452234109064816
42,0.496334427667605
43,0.498447283558807
44,0.481772209110761
45,0.498738501231749
46,0.512659657337335
47,0.497136344185075
48,0.515098220550435
49,0.518080687049305
50,0.497128196347692
