"r","smle_param"
1,0.498742166888024
2,0.463697738521924
3,0.482528691390695
4,0.485119921372495
5,0.489495873623417
6,0.523161314775049
7,0.523663777662415
8,0.48798539258552
9,0.507236450842857
10,0.49764147448486
11,0.488333196461216
12,0.488118907115772
13,0.494472309597861
14,0.50722382933897
15,0.463685740674793
16,0.523427835776698
17,0.491925886660535
18,0.492981736439528
19,0.502750095520781
20,0.532348986733575
21,0.528447870373094
22,0.505521873501595
23,0.520800013688026
24,0.485347059704822
25,0.520501739483729
26,0.506235825906636
27,0.498373745806946
28,0.458180080431649
29,0.472420718128888
30,0.507727798280906
31,0.526701674321687
32,0.535366653478792
33,0.480143757122913
34,0.530648860226585
35,0.506832898325902
36,0.505564653473029
37,0.49303770254697
38,0.530025625037592
39,0.471405120494066
40,0.509176689068769
41,0.515050387776945
42,0.49346989273923
43,0.483626327482721
44,0.526979213784854
45,0.476270335305751
46,0.519259051641579
47,0.494410825170095
48,0.517378694742239
49,0.460435151071849
50,0.481928669603922
