"r","smle_param"
1,0.500491410101285
2,0.529102313669574
3,0.48609227131226
4,0.442797019547789
5,0.505060086864842
6,0.49308270906127
7,0.459388062828489
8,0.486316639066983
9,0.502592125067246
10,0.483332047312614
11,0.52713195911919
12,0.500648497078792
13,0.473025015135677
14,0.455985700706897
15,0.528577959988138
16,0.484000140041278
17,0.479558635840148
18,0.455491674401471
19,0.503399274135589
20,0.530465212705041
21,0.532469969985163
22,0.479626798267886
23,0.508537817307566
24,0.485634788692873
25,0.521235002524011
26,0.457101687994604
27,0.515456089291753
28,0.460984959639212
29,0.515873349490527
30,0.520201642511978
31,0.55710404234143
32,0.468935399651048
33,0.505400664256426
34,0.4788669553469
35,0.508461532359162
36,0.496252844362357
37,0.514787264142714
38,0.550988521874299
39,0.493604227017484
40,0.525955870805793
41,0.474130704372896
42,0.566771643408861
43,0.487221802650772
44,0.462972858234944
45,0.522483066924502
46,0.48008607242137
47,0.536398634293856
48,0.500506515997143
49,0.498351724856327
50,0.469998949232528
