"r","smle_param"
1,0.485338881915552
2,0.516981143616843
3,0.506441144489159
4,0.435862241497583
5,0.502061672527115
6,0.515415038170332
7,0.495520269018702
8,0.477687856803511
9,0.469888220579221
10,0.501710001848696
11,0.538406887069178
12,0.495721909635196
13,0.443557932157797
14,0.512267297827166
15,0.497026747846018
16,0.492966291956467
17,0.529688749331296
18,0.458589057576646
19,0.512755255552615
20,0.506287130567748
21,0.535506543474856
22,0.548278163927948
23,0.490723237311228
24,0.505775708206629
25,0.485351944391847
26,0.460811529860529
27,0.466449194545172
28,0.448286426459099
29,0.487467540190734
30,0.503170441131312
31,0.507037967917971
32,0.486311786072552
33,0.513129215977119
34,0.522663633639205
35,0.493603576811233
36,0.528728790114174
37,0.50986063180257
38,0.504455664145943
39,0.506564713542321
40,0.50494319763335
41,0.454197300147734
42,0.527429577202133
43,0.499710907563278
44,0.520805289619029
45,0.504980394802062
46,0.531583719463962
47,0.439419587213764
48,0.458276667690228
49,0.530332856417982
50,0.506486349174216
