"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s"
1,11.5842217254954,6.03973430103523,0.478624076424353,11.5842217254954,6.05458308184884,0.477342265598777,11.3598143926,5.99082295578658,0.472630207788509,11.3598143926,6.10369846920317,0.462693820668476,11.3598143926011,5.99082295578653,0.472630207788563,11.3598143925999,6.10369846920323,0.462693820668465,11.5842217254954,6.10454975439594,0.473028926841016
2,12.0038937135245,5.75247441635755,0.520782626567545,12.0038937135245,5.81148764524457,0.515866452674692,11.6451955416494,5.95163248272908,0.488919489463026,11.6451955416494,5.95387193780257,0.488727182252255,11.6451955416515,5.95163248272906,0.48891948946312,11.6451955416494,5.95387193780247,0.488727182252261,12.0038937135244,5.92644832412602,0.506289503592583
3,11.7375802773368,5.79463150645514,0.506318051119656,11.7375802773368,5.91047964282933,0.496448202851366,11.5754361075158,5.83705891499126,0.495737451204857,11.5754361075158,5.99233244470457,0.482323396799382,11.5754361075159,5.83705891499124,0.495737451204861,11.5754361075157,5.99233244470451,0.48232339679938,11.7375802773368,5.9761004752636,0.490857541839146
4,11.7956339186699,6.17609334064524,0.476408526813482,11.7956339186699,6.1558222798954,0.478127049182828,11.5696311926982,6.21092476059016,0.463170030475132,11.5696311926982,6.26513897546939,0.458484123554137,11.5696311926989,6.21092476059016,0.46317003047516,11.569631192698,6.26513897546918,0.458484123554144,11.7441575562275,6.31528794163074,0.462261306407457
5,12.5538020835098,5.97470880260024,0.524071770221041,12.5538020835098,6.03184342077807,0.519520589805916,12.8366329544967,6.09433406221411,0.525238893733479,12.8366329544967,6.1191299081834,0.523307246543972,12.8366329544969,6.09433406221411,0.525238893733487,12.8366329544967,6.11912990818337,0.523307246543976,12.5538020835095,6.10611275147833,0.513604507155704
6,11.1959981685874,6.34485925566336,0.433292221012939,11.1959981685874,6.2845389485807,0.43867988776443,11.4986151641394,6.19880130500135,0.460908881937932,11.4986151641394,6.10328666674979,0.469215502942994,11.4986151641395,6.19880130500133,0.46090888193794,11.4986151641392,6.1032866667498,0.469215502942985,11.2831342382515,6.13143842120061,0.456583756629064
7,11.2606210272617,5.91006844683957,0.475156083085342,11.2606210272617,5.94890512640518,0.47170718986075,11.3371591884241,5.83622877078314,0.485212417521465,11.3371591884241,5.87026958787747,0.482209829613104,11.3371591884241,5.8362287707831,0.485212417521469,11.337159188424,5.87026958787739,0.482209829613106,11.2606210272618,5.90648781680716,0.47547406111016
8,12.1164836023664,6.13928963888771,0.493310943969859,12.1164836023664,6.0443662924625,0.501145176205907,12.5004160863429,6.18087266892507,0.505546645309041,12.5004160863429,6.09644738532872,0.512300443183705,12.5004160863431,6.18087266892498,0.505546645309055,12.5004160863426,6.09644738532865,0.5123004431837,12.1164836023664,6.10794872136594,0.495897578718876
9,11.4877405875166,5.75880111880856,0.498700281840755,11.4877405875166,5.7920085304929,0.495809599253404,11.44882662663,5.58850183814854,0.511871214369716,11.44882662663,5.63338095813892,0.507951238860087,11.44882662663,5.58850183814856,0.511871214369716,11.4488266266303,5.63338095813913,0.507951238860085,11.4877405875168,5.66482198550075,0.506881101436391
10,12.3662584131313,5.9791253035258,0.516496817082784,12.3662584131313,6.03806756684332,0.511730438979693,12.5481284168799,6.11838542277226,0.512406534305008,12.5481284168799,6.21225971369104,0.504925395461027,12.5481284168801,6.11838542277221,0.512406534305022,12.5481284168801,6.21225971369131,0.504925395461017,12.3662584131312,6.23835845427674,0.495533875658582
