"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,11.8537708250883,6.1407305371362,0.481959738572011,0.006304069196927,0.326339327870475,0.637580149273547,0.380439198736234,0.693093866070501,12.0853930367924,6.12392491699587,0.493278795455605,0.00827400540677797,0.314994137757085,0.671563453154124,0.314023178077842,0.664512505242259
2,12.5920178701809,5.83173412253639,0.536870564935706,0.00366371377953572,0.418234470700164,0.655506659171248,0.499439166455612,0.727654427985274,12.0390933866662,5.7659763254347,0.521062247775173,0.00713014516948155,0.355559481384154,0.686565014166192,0.345525953457071,0.681569574451476
3,12.9823121377103,5.93903142551624,0.542528991560382,0.00224997383869872,0.449558568851087,0.635499414269677,0.567462943348511,0.752871614578448,12.3232392836863,5.97180971082533,0.51540260045661,0.00691198203500739,0.35245147224424,0.67835372866898,0.346685483993318,0.67609675432706
4,11.6169485607858,6.20762558832168,0.465640606408797,0.00472273242061325,0.330945213514207,0.600335999303386,0.466807190305024,0.713086223340942,12.1200908933483,6.05837350944496,0.500137947581741,0.0073527039072928,0.332072045834075,0.668203849329406,0.329357475359707,0.670621686434787
5,13.071208451915,5.88426076915479,0.549830393203414,0.00304123943042701,0.441741423387209,0.657919363019619,0.533799650778095,0.742574290039347,12.3408782986598,6.00448629756739,0.513447410123196,0.00818293254491338,0.336146666569935,0.690748153676457,0.325976843716226,0.680249405834879
6,11.3865904954962,6.06097238053754,0.467709637671185,0.00451247563484473,0.336046710471386,0.599372564870983,0.459235145018002,0.718656137717529,12.100688315504,5.98832931794892,0.505124901839146,0.0075915875310432,0.334350657120408,0.675899146557884,0.36362960635568,0.686931696758073
7,10.8026673925194,5.88984249188953,0.454778872858002,0.00519910157721134,0.313453473092018,0.596104272623985,0.430934185489167,0.718314343587256,11.5809176752194,5.88944316566429,0.491452807900844,0.00765694576527714,0.319945015506771,0.662960600294918,0.328278161374752,0.666205854351714
8,12.1778151819208,5.65415498710303,0.535700377889032,0.00251373733769948,0.437431494937681,0.633969260840383,0.550335169244943,0.745700585698614,11.3249867771755,5.64108748601856,0.50189014812912,0.00960300150917553,0.309820133296901,0.693960162961339,0.298360260678203,0.682373849323414
9,11.8241922366561,5.99503604125256,0.49298557387562,0.00426740576739756,0.364947821645919,0.621023326105322,0.464138395643522,0.720968904893784,11.9929686298888,6.00804144655914,0.499036341045209,0.00817248147643694,0.321848856047312,0.676223826043107,0.336166240284388,0.666533716100415
10,12.5816602424036,5.86089160779915,0.53417184259623,0.00345159123133929,0.419021363334036,0.649322321858424,0.495373427129716,0.726905764886668,11.3661865815967,5.97402628178575,0.474403641106994,0.012228049707386,0.257665836938238,0.69114144527575,0.237790976417197,0.65555928196295
