"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,11.0038371046613,6.10394916238479,0.445289029242433,0.00545129679971132,0.300576549525682,0.590001508959184,0.438586486404806,0.706932301745099,11.6500058930252,6.03213269335895,0.482220631581797,0.00813330665386399,0.305458331185236,0.658982931978357,0.3215052719309,0.662418139607752
2,11.5254777392165,6.36055638581601,0.448130782104274,0.00623125160661901,0.293411758800778,0.60284980540777,0.368543681409548,0.681768618432954,11.5902722055963,6.22961344393367,0.462513620609728,0.0102227006122518,0.264343172076082,0.660684069143374,0.259745681548037,0.635005817469658
3,10.7880952547301,6.05315859312611,0.438903861136002,0.00879225678429527,0.255120473250838,0.622687249021166,0.291216387371951,0.674413546104787,11.4706796595698,5.98382790939027,0.478337109309989,0.00993266777054606,0.282998079653011,0.673676138966967,0.261152692563976,0.650477394564422
4,11.7038722635543,6.40689235455378,0.452583537287505,0.00509449532129715,0.31268709978356,0.59247997479145,0.41093560564908,0.689922080140234,12.4604013528171,6.19158950488191,0.503098710100369,0.00605034721567753,0.350642113444971,0.655555306755768,0.350195924416898,0.662311265248765
5,11.920696538558,6.20773980506434,0.479246889224541,0.00380018335843508,0.358421459824252,0.60007231862483,0.472290376043214,0.709766075059784,11.8978149780681,6.12377578221053,0.485302486759222,0.0080974927581,0.308929789950682,0.661675183567761,0.300488858561395,0.660693321069573
6,10.7255157190115,5.62291952416356,0.475743668512213,0.0053148238733205,0.332854104891394,0.618633232133032,0.43170398548969,0.707129227283903,11.3595198961308,5.75894791559203,0.493028933594844,0.0110245241790378,0.287233374638409,0.698824492551279,0.251876378888613,0.662593683701098
7,12.1146702701243,5.9868884325102,0.505814991327142,0.00327797196365593,0.393597982386516,0.618032000267769,0.47190192644522,0.712310273737368,11.8316248431202,6.05496489156702,0.488238938281766,0.0103511682402712,0.288827183583539,0.687650692979992,0.273042105026439,0.654683143274532
8,14.0472025055089,6.28003818239696,0.552933177980875,0.00196032382685856,0.466153111068825,0.639713244892924,0.580378439087464,0.751114000498446,12.5749966565891,6.29954655339055,0.499041890393689,0.00744902728050868,0.32987870527115,0.668205075516227,0.350171538897649,0.669427625003589
9,11.0167069171702,6.00296527050124,0.455103479139917,0.00546675492226145,0.310185965673257,0.600020992606577,0.401766372919559,0.702819606384839,12.4412868044054,5.86825805753867,0.528323866349521,0.00688005335333722,0.365749535773688,0.690898196925354,0.384026985561217,0.695394343915975
10,11.9949246438377,5.80762343821183,0.515826600778565,0.00404204866290235,0.391215469079164,0.640437732477967,0.493504405504216,0.71668184385648,11.8568718125671,5.71579170449207,0.517934258306317,0.00698226894691966,0.354156712878116,0.681711803734518,0.342333394286035,0.665774757230563
