"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,12.8286985068756,6.03480883489403,0.529585262943109,0.00295797428858091,0.42298622904968,0.636184296836538,0.51921821654728,0.734260940681296,12.5418406947585,6.09311649378986,0.514176854731038,0.00795040287291045,0.339413392655658,0.688940316806418,0.322426073639134,0.668808985773619
2,12.8566848462223,6.17994885142839,0.519320188264219,0.00247177520709224,0.421874964494321,0.616765412034117,0.547473862373884,0.736786988333806,12.8572128570507,6.00924200012286,0.53261705573868,0.00647007576068665,0.374960964697916,0.690273146779445,0.369180552389692,0.687610847171065
3,11.3143420721569,6.39542333715026,0.434750752950225,0.00492379639895259,0.297218006863279,0.57228349903717,0.430548638142646,0.706490571509393,12.7472167400627,6.20046749790287,0.513582641266647,0.00674269735192916,0.352639340234354,0.674525942298939,0.366336612781631,0.675952311507283
4,12.1259426163622,5.76050053821461,0.52494410369041,0.00559161862759977,0.378380936012486,0.671507271368334,0.408558818387084,0.70850298644282,13.0738222443448,5.80424998973052,0.556040316194354,0.0062215215857477,0.401442135985762,0.710638496402947,0.393277005555348,0.701037790518287
5,12.2413266152268,5.9533950794666,0.513664223936213,0.00614404938513578,0.360031609827302,0.667296838045125,0.397527492081709,0.698822838176136,11.434735812526,5.99583143038712,0.475647576936661,0.0090056930055168,0.289646850459603,0.661648303413719,0.275597053532794,0.642497039987978
6,11.7368900827642,6.05558057631685,0.484055781930721,0.00643836144379595,0.326786556325435,0.641325007536008,0.396287446296261,0.687832005748403,11.8593367844064,6.02166654681499,0.492242554850726,0.0097316475145224,0.298890293183609,0.685594816517843,0.288931639336378,0.653214676084803
7,11.5773820256324,5.8243121248453,0.496923215287338,0.00458337478894069,0.36422998791987,0.629616442654806,0.440066978026751,0.704289522300543,11.4476837455302,5.92807965235085,0.482159030234784,0.00981143210686118,0.288015790378955,0.676302270090613,0.313540733499263,0.67248319209191
8,11.7442482289247,6.42950677749752,0.452539945327245,0.00423200945905283,0.325034308048349,0.580045582606141,0.463163764693935,0.711321549972094,11.995150607594,6.25858159285675,0.47824068262265,0.01015677005723,0.28071031064949,0.675771054595809,0.254126356871469,0.667571162540465
9,11.8891390338384,5.99871776261012,0.495445570487753,0.00266203483660143,0.39431954501316,0.596571595962346,0.535336716027417,0.748606353108717,11.5638296925367,5.91086917098304,0.488848475968311,0.0094089255368464,0.298729228277949,0.678967723658673,0.295420557786399,0.663253434412414
10,10.9260198909316,5.96137182307756,0.454387610256377,0.00625027003129431,0.299432657601677,0.609342562911076,0.388261637252789,0.695960268677452,11.5024749362559,5.8663103801035,0.489995812847821,0.00902682104085902,0.303777028321222,0.67621459737442,0.299728622152931,0.672122568811826
11,14.6525744920426,5.56199357755643,0.6204084421767,0.00152750532266793,0.543805149508818,0.697011734844581,0.623408121200042,0.775867616666574,12.2483941152453,5.68068471622693,0.536209835936264,0.00662435234914653,0.376685192120704,0.695734479751824,0.376096906844252,0.682857724450009
12,11.4468617722066,5.89312167724826,0.485175780530787,0.0055047311265938,0.339755785014617,0.630595776046956,0.447116687078699,0.70885814896411,11.1124766184778,5.9690944827695,0.462847510262103,0.0114561761819463,0.253061794779459,0.672633225744747,0.245745537306269,0.645268526614554
13,11.5392815832076,6.17746287585631,0.464657931144866,0.00469967944036507,0.330291683381127,0.599024178908605,0.416758680621585,0.686510061764823,11.7892835772914,6.18823551287569,0.475096559319729,0.00995447501816644,0.279543213069177,0.670649905570281,0.2639677749641,0.652482774508135
14,12.0831356641762,6.27209420475999,0.480921643265551,0.00441344596473395,0.350711451582557,0.611131834948544,0.464435593463732,0.717638784308189,12.6883861029325,6.16901907615054,0.513805851579125,0.00688607126652511,0.351160435481766,0.676451267676483,0.359067047207914,0.689454385933568
15,13.090238567786,6.11061637014418,0.533192894957478,0.00289647088775513,0.42770790757823,0.638677882336726,0.523076079234552,0.733069261804434,12.4878578713769,6.20213330773656,0.503346901316654,0.00643657291301098,0.346099521361938,0.660594281271371,0.364771460011021,0.656192712845053
16,11.5305884078336,6.37496024713122,0.447126198451396,0.00480595462818339,0.31124921254271,0.583003184360082,0.4282532224742,0.68935241994392,12.1359179486025,6.26232684744531,0.483984081470618,0.0097400179740805,0.290548683858837,0.677419479082398,0.255061329596708,0.654375564043008
17,13.8884774372131,5.5396241653964,0.601135243914253,0.00210298161930945,0.511253019927865,0.69101746790064,0.580597648181799,0.756950183375921,11.8581039837486,5.70754049365529,0.518680178426719,0.00754539559729489,0.348426274722374,0.688934082131063,0.335480949594076,0.68752996467559
18,13.7258599753667,5.78484684344116,0.578543941594696,0.0025125851229107,0.480297582841947,0.676790300347444,0.548121078687972,0.745102730038477,11.9953147434094,5.96043598715218,0.503102993572803,0.00944894794056971,0.312579823306054,0.693626163839552,0.284372558343475,0.680109543200155
19,12.2795531068289,6.09468496438625,0.503672087138344,0.00483620396680433,0.367368157778712,0.639976016497975,0.422029848641048,0.695409167018538,11.2358463580892,6.13222021681299,0.454227120825828,0.0108353096030018,0.250205246089584,0.658248995562072,0.232612253989231,0.63445682051271
20,14.0498007229647,6.18909080639848,0.559489068319506,0.00224438218924729,0.466634242821784,0.652343893817228,0.559223315174989,0.749401531213991,11.9141245846395,6.33899393278854,0.467942953948861,0.00982281389686993,0.27368713842146,0.662198769476261,0.277933844581622,0.639185760555774
21,12.3312049453526,5.86429144540022,0.524434840602471,0.00334142411722381,0.411136937317693,0.63773274388725,0.501352001716601,0.730531841158979,11.9477254938368,5.80379549704503,0.514234278311894,0.00984283026259706,0.319780641840902,0.708687914782887,0.309390156241705,0.682971878006256
22,12.5606147794547,5.98387283534643,0.523600322085012,0.00281654065627672,0.41958098453111,0.627619659638915,0.534461917568613,0.746571695220509,12.3850202750366,5.78742614407611,0.532707576123931,0.00596158206166488,0.3813734634854,0.684041688762463,0.372722089139894,0.683206118142037
23,13.3383378186018,6.22823948032492,0.533057299565546,0.00225572165656907,0.43996820076297,0.626146398368122,0.577694939803911,0.754641017217234,12.8621953732447,6.24600087157006,0.514390763760074,0.00589446693050798,0.363910917401037,0.664870610119111,0.386856257462771,0.675943504973306
24,10.5004763484577,5.8391353543974,0.443917098555719,0.00660940151662844,0.284572576006998,0.60326162110444,0.372060291022012,0.694913895794877,11.0236455313747,5.791255352453,0.474651526487283,0.00831825932798318,0.295890722521816,0.653412330452751,0.309905813794321,0.645340927170835
25,12.3631107448277,5.8872446289548,0.523805557479307,0.00427477504769109,0.395657300280038,0.651953814678577,0.465987235368441,0.713421579584279,11.6851694717313,5.78634587149833,0.504812841140504,0.00761965532684515,0.333723192407425,0.675902489873583,0.328212471455783,0.668804689323976
26,10.3876122217464,6.23778520262718,0.399497683445633,0.00628488646840357,0.244114222752356,0.55488114413891,0.390697454692857,0.686767342231531,11.7723070315026,6.01418175237446,0.489124626440635,0.0102388622030735,0.290797590867249,0.68745166201402,0.256196290274796,0.660756317173218
27,12.5400901566348,6.0025565133009,0.521330673198948,0.00322464423247917,0.410030209212979,0.632631137184917,0.495718112566621,0.729361450078051,12.3583416674034,5.92301031654556,0.520727741961675,0.0064717139030169,0.363051693907984,0.678403790015365,0.354254992609719,0.680507877211015
28,10.655337304629,6.29581356359628,0.409139909549258,0.00555570446107117,0.263048177210802,0.555231641887714,0.383039559360196,0.682382771493437,11.7202604603841,6.23087019201414,0.468367600440687,0.00869075601231611,0.285648120644707,0.651087080236668,0.3032953692954,0.656703545705024
29,12.2012172789405,5.86787656146011,0.519074496641562,0.00365375744510226,0.400599711977884,0.63754928130524,0.487614493467088,0.7235255684635,11.7016370693036,6.02240474014445,0.485336564065659,0.00822904434011854,0.307536966942945,0.663136161188372,0.327110961794771,0.66968949391823
30,11.8802021975601,6.24026511047427,0.474734099074858,0.0031370339060227,0.364956007210512,0.584512190939204,0.527512732734311,0.744139724295005,11.8749059378305,6.13525607261125,0.48334276458849,0.00805904565353231,0.307389277033939,0.659296252143042,0.291376127016831,0.663288375452415
31,10.6858784347111,5.86598434689289,0.451052678286294,0.0042806257814024,0.322816755075068,0.57928860149752,0.468729225751957,0.712845321637333,11.9679458327244,5.87531051101678,0.509079453305037,0.00784839911628159,0.335440719017127,0.682718187592947,0.335754153043258,0.676121827788211
32,11.1406573691589,6.12983676591308,0.449777821649689,0.00396968235780763,0.326287207651078,0.573268435648299,0.459575030344132,0.715461303856674,11.213231040908,6.18099030539765,0.448777048930126,0.0103567156586436,0.249311866819951,0.648242231040301,0.256826892970461,0.659326935001194
33,12.15841385926,5.97551903806675,0.508528077162323,0.00374650370498805,0.388559045187058,0.628497109137588,0.480140437329796,0.716476501329387,11.524752996068,5.99961701088046,0.47941469869876,0.0107417145826894,0.276275901959044,0.682553495438476,0.291872638451549,0.654543632250114
34,13.280303197513,6.11101159316952,0.539843970255595,0.00277607313590058,0.436574601327168,0.643113339184023,0.548565582959646,0.75521521343369,12.9238962458918,6.13134087879854,0.52558108157611,0.0060994190105606,0.372507478133291,0.67865468501893,0.382205915843173,0.682839688591018
35,13.5101473870629,5.93008384723058,0.561064459377465,0.00258418699155963,0.461428056658501,0.660700862096429,0.552438070744451,0.753623530271337,11.6699222091049,6.01693776512919,0.484406351874841,0.00902017898546157,0.298256091089235,0.670556612660447,0.283828679558,0.647597611175957
