"r","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_nonparam_var_R.s","ipw_nonparam_normci_lb_R.s","ipw_nonparam_normci_ub_R.s","ipw_nonparam_quantci_lb_R.s","ipw_nonparam_quantci_ub_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","ipw_param_var_R.s","ipw_param_normci_lb_R.s","ipw_param_normci_ub_R.s","ipw_param_quantci_lb_R.s","ipw_param_quantci_ub_R.s"
1,12.4817487258496,5.83431889183768,0.532571996121435,0.00377169763042997,0.412200265149999,0.652943727092871,0.491282840594289,0.71774875594609,11.3790519447234,6.13374317686068,0.460961844039654,0.00975141535207348,0.267413304348636,0.654510383730672,0.261598798862477,0.648018191581407
2,12.5592367073042,6.05128266908407,0.518180697592492,0.00403128069648928,0.393735657821381,0.642625737363602,0.476125397660699,0.723592623978023,11.8601977786017,6.10076738608559,0.485609978857799,0.00874191000153563,0.302353542512717,0.668866415202881,0.280936582190031,0.665698664309952
3,12.2998062222531,5.93727527345504,0.51728708841663,0.00248481445225186,0.41958517850812,0.614988998325141,0.557308914080694,0.748606763837373,11.7504792210868,5.81567731720282,0.505068924613193,0.00759591709973606,0.334245989588806,0.675891859637581,0.360544589112472,0.678928098501114
4,13.1172081857711,6.00442422562573,0.542248309198978,0.00316441132406257,0.431992232076133,0.652504386321823,0.52178354018359,0.732479700392932,12.2502455651321,5.97907882658153,0.511921716606252,0.00641750165049319,0.354907467760695,0.66893596545181,0.358644828920336,0.667487005447326
5,12.205798586657,5.80700881969059,0.524241795531622,0.00391884100615271,0.401544527390737,0.646939063672507,0.462177004563281,0.722533158833132,11.5931052443217,5.93731553019567,0.487858049671053,0.00917846037890105,0.300081657673586,0.675634441668519,0.335205919310614,0.65140665085329
6,12.5964852774603,5.69231971667232,0.548102538820256,0.00299915633458272,0.440764013700275,0.655441063940238,0.54653807645086,0.745149080190174,11.5016946484342,5.72517638300755,0.502231926858974,0.00790724623708536,0.327943438586262,0.676520415131685,0.315666737277126,0.667128455710714
7,11.0842341849411,6.03325146630699,0.455690725616059,0.00702164254074243,0.291452051776685,0.619929399455432,0.357360599200131,0.685500445407476,11.4765149877086,5.94910076256018,0.481628284463387,0.0121940275613738,0.265192205493698,0.698064363433077,0.231450411880784,0.657062772818119
8,13.2720047550982,6.09296838733664,0.540915747110765,0.00311630465673187,0.431500958488289,0.650330535733242,0.503044386858365,0.717631945240185,12.5048290807419,6.16843922439953,0.50671543092906,0.00724984008412711,0.339829285107477,0.673601576750644,0.354787471771125,0.657951393488476
9,13.2218695026056,5.72649286517713,0.566892347254779,0.00181705890325573,0.48334347842493,0.650441216084627,0.601843273817737,0.766861687988728,12.9043782715328,5.78095039460875,0.552016356544537,0.00624671664872979,0.397105457387117,0.706927255701957,0.402239334518871,0.701599762020113
10,11.6308711641102,5.53362987246259,0.524229114536328,0.0038889173546055,0.402001192564904,0.646457036507752,0.489800462087485,0.723595348755707,11.8914118839444,5.45389320126051,0.541358649882082,0.00883405357114621,0.357138943555871,0.725578356208293,0.359666433225454,0.697086392220032
11,11.7395558826611,5.48788356816116,0.53253056393159,0.00368247444293664,0.413591109502097,0.651470018361083,0.494153185393417,0.735789112309727,11.3071164939409,5.48657582972757,0.514767904561021,0.00718176596944047,0.348667115435254,0.680868693686788,0.340716128391431,0.676000975697798
12,11.7571683948702,5.65212185882004,0.519261639453414,0.00314040542744863,0.409424571529663,0.629098707377165,0.518373333830942,0.737446024141798,11.9008086212422,5.73530690134762,0.518074184378492,0.00814437046415742,0.341191699165549,0.694956669591436,0.335001647628933,0.689311376123997
13,11.1734289409039,6.35479590222571,0.431258216628383,0.00458975724026633,0.29847263226695,0.564043800989815,0.424049110180658,0.704633947464686,11.5910467738744,6.10597448002071,0.473216302277097,0.0102245192413724,0.275028227162432,0.671404377391762,0.255166020088918,0.657364210737291
14,13.2775978078948,6.02167383557658,0.546478668604037,0.00315574260219596,0.436373715125114,0.656583622082961,0.506263209760604,0.723197332481591,11.6296977151385,6.18635035884478,0.468055790410445,0.01047869972573,0.267419370819274,0.668692210001616,0.253909181385302,0.64085941096665
15,11.3995893602636,5.81616211757854,0.489791962344506,0.00544877327660072,0.345112981772381,0.634470942916631,0.457274840223039,0.709584722768118,11.6349826527199,5.74832991215446,0.505944264488382,0.00852007598375451,0.325027919457892,0.686860609518872,0.298583803217224,0.676464509211904
16,11.3711827878026,5.7475566434486,0.494550676855376,0.00566571748999974,0.347019594335173,0.64208175937558,0.425388966099135,0.714182165138296,11.5500328920631,5.7612949135314,0.501188008088667,0.00816770365420278,0.324052324619792,0.678323691557541,0.309799211751262,0.661008573063344
17,12.6360571153194,6.19490257314779,0.509744019308256,0.00480991796158328,0.373811018012697,0.645677020603814,0.45100353059797,0.715065201140695,11.9016094365202,6.11465121564268,0.486233248683171,0.0103526203858265,0.286807506929026,0.685658990437315,0.281546380227912,0.660686517660471
18,11.6343691367053,5.85313342511326,0.496910115508781,0.00335139285848922,0.383443332681505,0.610376898336057,0.509474642568182,0.726660328671904,11.9965717321798,5.91046063752545,0.507320860536252,0.00785404390208405,0.333619694580908,0.681022026491597,0.333961325562079,0.674440007597869
19,12.7511268424346,6.08186856670075,0.523032854911233,0.00269067043799747,0.421364376243501,0.624701333578965,0.542011279243995,0.740443623097703,12.4410540494777,6.0457435971988,0.514048924379313,0.00647677908824612,0.356311184616736,0.671786664141889,0.378543497005349,0.683953009298373
20,11.0936521000921,5.99348013687129,0.459737867854938,0.00510849472798838,0.319649348171703,0.599826387538173,0.423581488961768,0.697222342328101,11.300254406073,5.93728942779217,0.474587985859742,0.0118568476537732,0.2611652458653,0.688010725854183,0.24171238561763,0.657200847593239
21,11.1585329077957,6.06300992488234,0.456648111809886,0.00738361998653403,0.288229245466863,0.625066978152909,0.339510597968306,0.689099414412374,11.9341305269304,5.93536475384519,0.502656289835988,0.00819996660542203,0.325171102534655,0.680141477137321,0.318154592700912,0.666545243487658
22,10.8841260710665,6.32525696852749,0.418854860075346,0.00746030541359418,0.249563663384959,0.588146056765733,0.322281268507569,0.687562620474772,12.7913842583269,5.94936375529788,0.534892890781154,0.00617316776635956,0.380896652868513,0.688889128693796,0.39147393307625,0.693554288136511
23,12.0741313018141,5.76131293196893,0.522838307124975,0.00425789189981507,0.394943359913095,0.650733254336855,0.467893244109642,0.726628533685674,12.0299608985213,5.73567295533531,0.523217656007482,0.00772511937057263,0.350948045878499,0.695487266136465,0.353533223627816,0.672026987400699
