"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,11.8523434165299,6.01373199947919,0.492612406834909,11.8523434165299,5.94543784874304,0.498374486816569,11.5524356783825,5.96453717842042,0.483698732936332,11.5524356783825,5.93593107294077,0.486174929841992,12.124414918407,5.91333943440157,0.51227836772362,11.5524356783828,5.9359310729409,0.486174929841992,11.8523434165298,5.87367967346465,0.504428831747064,11.8523979994295,5.74904755840474,0.514946464109501
2,12.852421630848,6.04675806118447,0.529523833339607,12.852421630848,6.10687434206501,0.524846405022421,12.90935373111,6.02212097427378,0.533507168545457,12.90935373111,5.99092705240806,0.535923549916319,14.1774836012443,5.90769643781978,0.583304301103104,12.9093537311101,5.99092705240812,0.535923549916318,12.8524216308477,5.9492146972924,0.537113326331172,12.8110037269767,5.7820691718581,0.5486638443729
3,12.1241131851838,6.08616901236982,0.498011201362968,12.1241131851838,5.97443891095653,0.507226729105634,12.119661994251,6.116249257157,0.495344898227501,12.119661994251,6.03620568217823,0.501949337775134,13.3760860476014,5.99921259525792,0.551497158891729,12.119661994251,6.03620568217837,0.501949337775122,12.1241131851836,6.08188767259765,0.498364327377769,12.0473562828642,5.91684402357367,0.508867847463796
4,11.973209064306,6.27230861051158,0.476138053146476,11.973209064306,6.1883734225845,0.483148303069974,12.0518972505048,6.34784424026802,0.473290876255843,12.0518972505048,6.24266697514094,0.482017905945934,11.352334270249,6.41504089771917,0.434914375756972,12.0518972505049,6.24266697514084,0.482017905945945,11.973209064306,6.22153443483235,0.480378702032379,11.973209064306,6.0704504576214,0.492997205259001
5,11.5442668882026,6.07738709250824,0.473557987582662,11.5442668882026,6.04477044711888,0.476383341994962,11.3799887615117,6.02886027532953,0.470222651210361,11.3799887615117,6.00969290803179,0.471906955799709,11.3323789259704,6.03325128791298,0.467609464232918,11.3799887615114,6.00969290803161,0.471906955799715,11.5017608118328,5.99521464276315,0.478756797255306,11.4269483712369,5.84920065150475,0.488122247386016
6,12.2662668931223,6.20634760836972,0.494031259677742,12.2662668931223,6.19581173062891,0.494890190747203,11.6545504917218,6.20353720865024,0.467715446163572,11.6545504917218,6.20753831437267,0.467372137708624,11.2326044324426,6.24344559669953,0.444167589604876,11.654550491722,6.20753831437282,0.467372137708621,12.2662668931222,6.1891428027376,0.495433871065704,12.2301166809067,6.08055372548679,0.502821282565554
7,12.7189253201667,5.85253883626192,0.539855869191845,12.7189253201667,5.85148939849065,0.539938379132336,12.4104793651075,5.97820432309239,0.518293842871186,12.4104793651075,5.94585845027977,0.520900178360818,13.3358228469984,5.8945930738216,0.557988049072778,12.4104793651077,5.94585845027997,0.520900178360807,12.7189253201665,5.96311269746454,0.531162221071482,12.6830474481483,5.83018121342953,0.540317006834131
8,12.2989084068678,6.04891186424847,0.508174899418656,12.2989084068678,6.04612348994409,0.508401616637139,12.117127588803,5.95465531433748,0.508575339271003,12.117127588803,5.91617579650366,0.511750969596905,10.7119724328319,6.08225507107545,0.432200268511383,12.1171275888034,5.91617579650406,0.511750969596888,12.2745103948866,5.8915723809892,0.520015691750642,12.236172067122,5.74461453543493,0.530521922712214
9,12.3398957189927,6.11183572406309,0.504709289021286,12.3398957189927,6.0651719533848,0.508490825894929,12.6738853473647,6.09235268432702,0.5192987377313,12.6738853473647,6.04842204434773,0.522764970758919,11.352782097491,6.21333557451493,0.452703705474266,12.6738853473648,6.04842204434775,0.522764970758919,12.2964421091588,6.09106436148577,0.504648230161718,12.2964421091587,5.85575970520677,0.523784225288608
10,11.5274720925345,6.03868870831278,0.476148052249583,11.5274720925345,6.00964616747521,0.478667471997854,11.7204442266068,6.10736864024888,0.478913211635407,11.7204442266068,6.13401257195699,0.47663992478783,10.7847210538808,6.19424443883232,0.425646300179142,11.7204442266067,6.1340125719571,0.476639924787816,11.5274720925343,6.12691087243818,0.46849484229884,11.5657883604699,5.96985959103477,0.483834615940332
11,11.7596779343806,5.90503000281548,0.497857846467757,11.7596779343806,5.79847835072282,0.506918609244358,11.4724095539363,5.8671509199569,0.488585994740414,11.4724095539363,5.78620429234444,0.495641759898718,11.1444199872916,5.89646573540496,0.470904206577919,11.4724095539367,5.78620429234472,0.495641759898713,11.7596779343805,5.77177012852051,0.509189778773941,11.7596779343811,5.63538861536031,0.520787163831722
12,11.75907750436,6.07168646050078,0.483659627360262,11.75907750436,5.93985267512666,0.494870862708038,11.8320770256026,6.07567192390299,0.486508420224422,11.8320770256026,6.00466145902037,0.492509941743337,12.7379815591921,5.99244354138543,0.529560981577878,11.8320770256026,6.00466145902039,0.492509941743337,11.7590775043599,5.9741064684941,0.491957896673521,11.7590775043602,5.85860728051987,0.501780026677475
13,12.4967830105551,6.12420149730927,0.509937758210523,12.4967830105551,6.06817782456962,0.514420805783032,12.7456715153556,6.33731737528001,0.502786701536675,12.7456715153556,6.3217461542972,0.504008388519903,13.1257503503617,6.30146268009036,0.519916003894078,12.7456715153561,6.32174615429741,0.504008388519905,12.4967830105551,6.29516214218679,0.496257385851245,12.5630873897879,6.14385993296733,0.510959389014402
