"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,11.3875142560071,6.02623000005645,0.470803736041207,11.3875142560071,6.0039796351113,0.472757662459645,11.4581938398199,6.0804685431758,0.469334466829776,11.4581938398199,6.00160278753872,0.476217380205094,11.4581938398204,6.00160278753913,0.47621738020508,NA,NA,NA,11.3875142560068,5.99609778971507,0.473449810475346,11.4265377516345,5.87634023619203,0.485728716438934
2,12.1669112049165,6.26302195485844,0.485241418353769,12.1669112049165,6.23752159483908,0.487337296230239,12.3795730152889,6.28428942251424,0.492366221778966,12.3795730152889,6.26308253642599,0.494079276507273,12.3795730152886,6.26308253642589,0.494079276507271,NA,NA,NA,12.1669112049161,6.25052477536989,0.48626856314655,12.204185079293,6.0704190199205,0.502595299851665
3,11.7119031947409,5.83972915514612,0.501385124343551,11.7119031947409,5.76846299804647,0.507470058270571,12.2007939262631,6.07046710668253,0.502453107283831,12.2007939262631,5.95851172317557,0.511629180921626,12.2007939262632,5.95851172317552,0.511629180921632,NA,NA,NA,11.7119031947407,5.97435361876862,0.489890454230239,11.7119031947413,5.80791262511647,0.504101722107451
4,12.6388539689371,6.0316106294358,0.522772345953213,12.6388539689371,6.08348945871128,0.518667636032283,13.394790129229,6.20538663359552,0.536731328096389,13.394790129229,6.17389967758084,0.539082014871688,13.3947901292287,6.17389967758074,0.539082014871686,NA,NA,NA,12.6388539689365,6.19423614594101,0.509905236569307,12.674785637919,5.99623232564955,0.526916470467894
5,12.5715010151191,6.10910697148194,0.514051109399359,12.5715010151191,6.05686907383518,0.518206372767189,12.5112974082898,6.10831193439054,0.511776298248393,12.5112974082898,6.0801287550529,0.514028916695378,12.5112974082894,6.08012875505241,0.514028916695402,NA,NA,NA,12.5715010151188,6.07479987174981,0.516780067515876,12.5303335471027,5.89894253888275,0.529227014052892
6,12.0234187709657,5.57470300641647,0.536346266181932,12.0234187709657,5.6223506140063,0.532383366070287,11.9246638796339,5.69904503899233,0.522079188435181,11.9246638796339,5.73565068215268,0.519009446299902,11.924663879634,5.73565068215257,0.519009446299915,NA,NA,NA,12.0234187709652,5.7635959082543,0.520635850913507,11.9844646970013,5.59038530496633,0.533530662711609
7,12.0992541162751,5.98092387181117,0.505678299312183,12.0992541162751,5.95744820666587,0.507618556531322,12.4342907730219,5.9577744507041,0.520859326884134,12.4342907730219,5.96664193268575,0.520146179496517,12.4342907730217,5.96664193268548,0.520146179496531,NA,NA,NA,12.099254116275,6.00869025370945,0.503383415542367,12.0992541162746,5.82946528903997,0.518196309208945
8,12.5379396364835,6.02121578528725,0.519760346606994,12.5379396364835,6.06821088089022,0.516012115480867,12.9086894938878,5.80784969944658,0.550082159602911,12.9086894938878,5.88784961912565,0.543884790015786,12.9086894938876,5.8878496191258,0.543884790015768,NA,NA,NA,12.5379396364831,5.85100453972708,0.533336041696858,12.536117285434,5.655138513918,0.548892341611318
9,11.5957904247016,5.75985051647088,0.503280905784472,11.5957904247016,5.79885127426013,0.499917550949586,11.1181318303848,5.70881357171764,0.486531221358968,11.1181318303848,5.74930269874423,0.482889501001242,11.1181318303847,5.74930269874411,0.482889501001249,NA,NA,NA,11.5957904247016,5.70294335635284,0.508188476379816,11.5185074449807,5.61180646485801,0.51280089962494
10,11.6658722574289,6.26812488306141,0.462695566628564,11.6658722574289,6.21057634390925,0.467628634459435,11.9292501426262,6.2668587649881,0.474664485188802,11.9292501426262,6.17336019777953,0.482502242473685,11.9292501426262,6.17336019777941,0.482502242473695,NA,NA,NA,11.6658722574286,6.16081308929397,0.471894346745408,11.6658722574286,6.01970364314261,0.483990265767791
11,12.0530292064471,5.97250556904611,0.504480951074819,12.0530292064471,5.98910089357106,0.503104091843775,11.8762516779666,5.93348560323395,0.500390715511526,11.8762516779666,5.99952784023161,0.494829850114898,11.8762516779667,5.99952784023157,0.494829850114905,NA,NA,NA,12.053029206447,5.99450674799828,0.502655585967394,12.053029206447,5.87581014358198,0.512503450963258
12,12.1453245787226,5.64765155114904,0.534993773567553,12.1453245787226,5.61601984787664,0.537598208143785,12.2283597594962,5.53758495274424,0.547152270487959,12.2283597594962,5.46616871421512,0.552992484542314,12.2283597594958,5.46616871421491,0.552992484542318,NA,NA,NA,12.1453245787224,5.45933850247384,0.550498756366038,12.1469909351934,5.30423642418999,0.563329185599203
13,11.9821388293866,5.89904728728801,0.507679941679494,11.9821388293866,5.92653999636475,0.50538546742342,11.5260350172038,5.8006921310402,0.496731345828635,11.5260350172038,5.84668859627784,0.492740687708216,11.5260350172041,5.84668859627812,0.492740687708205,NA,NA,NA,11.9821388293866,5.80345064869088,0.515658203320286,11.9894676717307,5.72220948993858,0.522730312419905
14,12.2201885937982,6.33033969127795,0.481976923458397,12.2201885937982,6.29518962317356,0.484853316718173,12.1489622753086,6.40959359545118,0.472416371851121,12.1489622753086,6.38429490217294,0.474498746683221,12.1489622753086,6.38429490217278,0.474498746683235,NA,NA,NA,12.2201885937979,6.40613299423781,0.475774621228914,12.2201885937981,6.22677881738768,0.490451495932898
15,11.947835002627,5.98637304743892,0.498957506014883,11.947835002627,5.91206189847273,0.505177139023697,11.8609826231004,6.12560981747779,0.483549549634481,11.8609826231004,5.98366131874279,0.49551723420545,11.8609826231,5.9836613187425,0.495517234205458,NA,NA,NA,11.9478350026266,5.98430203175406,0.499130844170642,11.8630748253442,5.8747241919576,0.504789080533582
16,11.6421388845912,6.07531926797247,0.478161244407301,11.6421388845912,5.97180678002045,0.487052436049846,11.5530789279836,6.22327060699472,0.46133228676203,11.5530789279836,6.07561476136024,0.474112935674316,11.5530789279834,6.07561476136011,0.474112935674315,NA,NA,NA,11.642138884591,6.10118180338028,0.475939785303926,11.5273076595026,5.96599164560185,0.482447088094871
17,12.0189174331319,6.1132890096108,0.49136109440617,12.0189174331319,6.05047083297181,0.496587702957937,12.1545388730604,6.20656898888282,0.489362035557004,12.1545388730604,6.04322216645879,0.502801198007344,12.1545388730606,6.04322216645873,0.502801198007358,NA,NA,NA,12.0189174331314,6.04988060624347,0.496636811101942,11.9820087930043,5.84722103897244,0.51199993757421
18,12.2331049596393,5.87946480983821,0.519380825290364,12.2331049596393,5.95903142144555,0.512876621176212,12.4262329341905,5.78451914912606,0.534491331382493,12.4262329341905,5.81304658657433,0.532195588368552,12.4262329341907,5.81304658657442,0.532195588368553,NA,NA,NA,12.2331049596391,5.80641436677844,0.525352362631103,12.2691117920382,5.62964586709303,0.541152940610888
19,11.7113496467174,6.03214941419257,0.484931319091535,11.7113496467174,5.9429759510109,0.492545596341525,11.4586504766353,6.11271652955291,0.466541322469253,11.4586504766353,6.06020402288034,0.471124105300411,11.458650476635,6.06020402288009,0.47112410530042,NA,NA,NA,11.7113496467173,6.06313110264487,0.482285877755826,11.672333267143,5.89822617725475,0.494683192960403
20,12.2080202379044,6.25130578873152,0.487934516251701,12.2080202379044,6.22429151779012,0.490147346048422,12.4117207860835,6.26755116569234,0.495029635800398,12.4117207860835,6.21852436096298,0.498979676699185,12.4117207860832,6.21852436096274,0.498979676699195,NA,NA,NA,12.208020237904,6.23218627768253,0.489500659711183,12.246406268166,6.0603144376919,0.505135277649131
21,11.9278303204619,6.03964600601065,0.493650911880446,11.9278303204619,5.98308301122076,0.498393014448158,12.298876028537,6.26508449206552,0.490596988088285,12.298876028537,6.09369094479259,0.504532696268061,12.2988760285371,6.09369094479267,0.504532696268059,NA,NA,NA,11.9278303204615,6.11392781545697,0.487423307408315,11.9278303204619,5.93523393913213,0.50240456313749
22,11.8959816208263,5.81613860010375,0.511083760425334,11.8959816208263,5.82339074110264,0.510474130952959,11.9262274864647,5.84021342073742,0.510305045969853,11.9262274864647,5.74510478564304,0.518279791982565,11.9262274864648,5.74510478564326,0.518279791982552,NA,NA,NA,11.8959816208261,5.71434282538436,0.519640916779802,11.9293777354869,5.55219865978728,0.534577680169278
23,11.5526288672556,5.90874854692837,0.488536452194363,11.5526288672556,5.90513135104701,0.488849558061687,11.8209415700796,5.94034258361581,0.497472976378496,11.8209415700796,5.91853516859811,0.499317788391855,11.8209415700794,5.91853516859794,0.499317788391863,NA,NA,NA,11.5526288672555,5.89881269890327,0.489396503022554,11.6321568101226,5.68409330527102,0.511346571572646
24,12.3719821025639,6.05974441947167,0.51020423653734,12.3719821025639,6.09839413466425,0.507080265384442,12.7514325466918,6.00514638789949,0.529061039541205,12.7514325466918,6.07669468231323,0.523450039039752,12.7514325466918,6.07669468231322,0.523450039039752,NA,NA,NA,12.3719821025635,6.1113378420053,0.506034054095582,12.371982102564,5.89758495108248,0.523311228371382
25,11.7532370797859,5.92142920866574,0.496187376425013,11.7532370797859,5.96842804368567,0.492188577226045,11.7544089676061,5.87038466003659,0.500580192826815,11.7544089676061,5.90290190850148,0.497813805460635,11.7544089676058,5.90290190850136,0.497813805460635,NA,NA,NA,11.7532370797856,5.90772209533868,0.497353617966288,11.7164117464714,5.72610138330804,0.511275166218656
