"r","gs_nonparam_delta","gs_nonparam_delta.s","gs_nonparam_R.s","gs_param_delta","gs_param_delta.s","gs_param_R.s","cc_nonparam_delta","cc_nonparam_delta.s","cc_nonparam_R.s","cc_param_delta","cc_param_delta.s","cc_param_R.s","ipw_nonparam_delta","ipw_nonparam_delta.s","ipw_nonparam_R.s","ipw_param_delta","ipw_param_delta.s","ipw_param_R.s","smle_param_delta","smle_param_delta.s","smle_param_R.s","mle_param_delta","mle_param_delta.s","mle_param_R.s"
1,12.0681941193353,5.98487839765305,0.504078378382707,12.0681941193353,5.976564656829,0.504767275225255,11.9728528426195,5.76703704683671,0.518323901358921,11.9728528426195,5.832981298665,0.512816086914434,11.9728528426198,5.83298129866517,0.512816086914434,NA,NA,NA,12.0681941193353,5.82404445647999,0.5174054710349,12.0681941193351,5.63487570058873,0.533080455545476
2,11.6505636191319,6.03254751659868,0.48220981286327,11.6505636191319,6.08143568043451,0.47801360695993,12.0818045719717,6.10674603194102,0.494550172901494,12.0818045719717,6.19196093416512,0.48749701277823,12.0818045719721,6.19196093416536,0.487497012778228,NA,NA,NA,11.6505636191315,6.21632201729377,0.466435940739734,11.6505636191313,6.00872886790536,0.484254233156715
3,12.4543932397092,5.84806316287381,0.530441744506024,12.4543932397092,5.92088320170113,0.524594808615551,11.8624486366572,5.84703713894784,0.50709694785279,11.8624486366572,5.8428164948659,0.507452746576242,11.862448636657,5.84281649486595,0.507452746576232,NA,NA,NA,12.4543932397094,5.81765986017109,0.532882915434038,12.4191951493525,5.68889331618862,0.541927375504264
4,11.7860601879967,6.03406659402017,0.48803361786957,11.7860601879967,6.04889901528071,0.486775146334217,11.1142911873044,6.05195959794691,0.455479481691109,11.1142911873044,6.08573668892095,0.452440413305658,11.1142911873043,6.08573668892073,0.452440413305672,NA,NA,NA,11.7860601879967,6.05384308677396,0.486355661670607,11.7487266899793,5.97688264370669,0.491274007692725
5,11.4482552192648,5.91686321778536,0.483164630377156,11.4482552192648,5.89769258040901,0.48483917702284,11.4727321360715,6.01414733375671,0.475787697086764,11.4727321360715,5.92575866682546,0.483491935787967,11.4727321360716,5.92575866682571,0.48349193578795,NA,NA,NA,11.4482552192646,5.95731260185073,0.47963139467523,11.4100788162158,5.80941768635025,0.490852098401459
6,12.5550143943562,6.03533165584914,0.519289148839036,12.5550143943562,5.95913957824721,0.525357805967472,12.7292914553094,5.98196101376465,0.530063316189563,12.7292914553094,5.91371383351793,0.535424744238116,12.7292914553096,5.91371383351795,0.535424744238122,NA,NA,NA,12.5550143943562,5.90730797920238,0.529486164360124,12.5621940440251,5.74817775146188,0.542422467658358
7,11.5573072623783,6.09100643357946,0.472973565961415,11.5573072623783,6.10534146553914,0.471733222373221,11.2458332213128,5.92120924583232,0.473475274859084,11.2458332213128,6.00724762296307,0.465824585449278,11.2458332213127,6.00724762296297,0.465824585449282,NA,NA,NA,11.5573072623781,5.97949724103325,0.482621937335007,11.4867093516416,5.86078952793677,0.489776458294456
8,12.1157067411901,5.86899138804351,0.515588193622205,12.1157067411901,5.89971956077634,0.513051967433404,12.1382987843457,5.94358074645375,0.510344830684267,12.1382987843457,5.96493696084936,0.508585423144955,12.1382987843457,5.96493696084945,0.508585423144948,NA,NA,NA,12.1157067411901,5.96740605977344,0.507465293833342,12.0795353020094,5.81819212649874,0.518343050371241
9,12.2948465422515,5.85185274763746,0.524040196229578,12.2948465422515,5.89444011680379,0.520576357212151,12.4443134379395,5.87556445147641,0.527851457553029,12.4443134379395,5.90277430514159,0.525664928436667,12.4443134379395,5.90277430514148,0.525664928436674,NA,NA,NA,12.2948465422517,5.90035428703981,0.520095328822283,12.2493520921435,5.70869406517943,0.533959508859176
10,11.8967640058261,5.99077781053117,0.496436358021615,11.8967640058261,6.06068261732491,0.490560406648662,12.430056622224,6.1723413597613,0.503434171914743,12.430056622224,6.21816186707732,0.499747904932331,12.4300566222239,6.21816186707708,0.499747904932345,NA,NA,NA,11.8967640058261,6.21549331928381,0.477547565351391,11.8967640058258,5.9921799610766,0.496318498194783
11,12.0247713534451,5.77824747430568,0.519471322616855,12.0247713534451,5.77955852553075,0.519362293414841,12.3971370524961,5.65315780076896,0.543994893592734,12.3971370524961,5.65327313116932,0.543985590606095,12.3971370524962,5.65327313116915,0.54398559060611,NA,NA,NA,12.0247713534449,5.66651951637238,0.528762805560621,12.0250046224792,5.4593211197933,0.546002576199612
12,12.3513201963464,5.83648315718318,0.527460784401846,12.3513201963464,5.7733475286354,0.532572434617703,12.2654479200923,6.01472807558747,0.509620185518489,12.2654479200923,5.93587594003271,0.51604898747244,12.2654479200919,5.93587594003256,0.516048987472437,NA,NA,NA,12.3513201963462,5.97999254848346,0.515841832822657,12.3515767866025,5.80360911377268,0.530132126930732
13,11.0184053329438,5.71183540590551,0.481609612887653,11.0184053329438,5.66933930768481,0.485466441252248,10.8663221366176,5.81330252962289,0.465016547776264,10.8663221366176,5.71884769588403,0.473708985985928,10.8663221366175,5.71884769588391,0.473708985985936,NA,NA,NA,11.0598372585149,5.7252441619566,0.482339203721217,11.0203471173142,5.59722417020872,0.492100919270063
