"r","smle_param_delta","smle_param_delta.s","smle_param_R.s","smle_param_alpha0","smle_param_alpha1"
1,11.3746387328347,5.78320828550851,0.491569937178367,5.04284414711279,5.98270049081697
2,12.1086194693992,6.10079508342531,0.496160970386162,5.02582108389423,6.04109091860907
3,12.0961409151742,6.25210738862532,0.48313206398065,4.94886370239426,5.99889264801882
4,11.383581430607,6.31062732673985,0.445637792885421,5.08776967763973,5.95046799366183
5,12.0057680406102,5.86518984166774,0.511469002080632,4.98358408519751,6.015688606628
6,11.5886148065994,5.6163114038292,0.51535955784544,5.00636879192243,6.0039697560675
7,12.3486616928805,6.39224520377455,0.482353200471924,4.96769163021146,5.99629234983903
8,11.782012700246,6.5570456337213,0.44346982128237,5.11297511795863,6.01677403251782
9,11.053743440457,6.00600233098222,0.456654448030691,5.12313661717659,6.00011674569143
10,11.8482205075569,5.75564818882691,0.514218343154914,5.01273270727843,5.98821160783158
11,12.6446763731449,6.04969995234121,0.521561503528098,4.98286211014177,6.05614556572637
12,11.9837729318576,5.80533249741914,0.515567214897215,5.04661660196097,6.02722915804374
13,11.3722131174099,6.18608589510999,0.456035001169684,5.07843409331817,5.9751792388052
14,11.9637478390031,6.09357695819262,0.490663206865085,4.99525320741457,6.00362191017377
15,11.8311792446626,6.32448388942144,0.465439263607252,5.06217958508845,6.03902090175999
16,11.8974289314249,6.12368453013717,0.485293455801817,5.01709147188186,5.99854503045649
17,12.0116542657288,6.08436292948704,0.49346170020505,5.03944356569231,6.04397073065947
18,11.3442292844055,6.16153740190549,0.456857116739034,5.10642898329066,5.98849805179836
19,12.080077680279,6.09995227166243,0.495040310740657,4.97432194214384,6.00639148164609
20,12.2852174901321,6.14093426940939,0.500136300041739,5.03253833718317,6.02247375221013
21,12.1422224437868,5.91773601656674,0.512631559505413,4.97673610908315,6.02846535353045
22,12.0327845716548,5.60132846561582,0.534494411309361,4.9243043500204,6.00934819703527
23,11.6375623586955,5.99212809659458,0.48510453375854,5.01227433903818,5.96502989054312
24,12.4188400269558,6.27042635722381,0.495087597262425,4.98161935664427,6.017703599273
25,12.1322595941794,6.25440374157668,0.484481543357572,4.99748195241826,6.00299809320973
26,11.4635185440745,5.66252981495995,0.506039110663197,5.03613396835237,5.97216581698236
27,12.0783098184537,5.83821535477679,0.516636396769942,4.98891517748287,5.97719042083275
28,11.8286664141176,6.5438904203983,0.446776991479941,5.06391003206582,5.97894887695649
29,11.8050181461329,6.21893094072763,0.47319598633867,5.02703955241799,6.02275009914984
30,11.7721884697191,6.11289985665322,0.480733775850001,5.04482368266862,6.00589088488376
31,12.0266918009562,6.52392987318492,0.457545767268584,5.02252832566623,6.02175771585214
32,12.408221884169,6.68911328818493,0.460912824526515,5.04875397260971,6.04387172631599
33,11.8933070175891,5.93312528416928,0.501137465349649,5.02884636908755,6.02161021618288
34,12.3020493673249,5.8206523880951,0.526855061762705,4.94448693456491,6.00061330967716
35,11.6645728407265,6.475759265427,0.444835284253436,5.07772103141528,6.01903077144623
36,11.9271299367417,5.38054655332758,0.548881702315263,5.04556080573539,6.0232130836808
37,12.1263603752917,6.37459833026333,0.474318910787775,5.02373109132982,6.01363597816978
38,11.3512012880064,5.87196332138343,0.482701154494749,5.03994778486908,5.99866486234464
39,11.80964959296,5.87070429079652,0.502889205595382,5.03434701826296,6.01852966656081
40,12.0164492160998,6.04611132920649,0.496847095138068,4.99674935011264,6.00796884565023
41,11.8265067924527,6.27637175614733,0.469296228692592,5.04554918601913,5.98150222576823
42,12.0513577491769,6.30089558606125,0.477163012068778,4.99159161235215,6.03723410854465
43,11.7945249338739,6.53812929073795,0.445664040951711,5.03278339796999,6.00713881872739
44,11.9709182164642,5.7133304902279,0.522732476580614,4.97449557106806,6.00280085714682
45,12.0068678600754,6.20467334713336,0.483239640892126,5.02378563667861,6.01764977960693
46,11.8160836058451,5.75057498810089,0.51332648109766,5.00333681060566,6.0327501571459
47,11.3238297632334,6.08448903146105,0.462682753213372,5.13577097928238,5.98651800599278
48,11.650036573052,6.5486816384875,0.437883169085029,5.03669291384866,5.98040140754227
49,11.7059426769115,5.9103807152822,0.495095706649948,5.01603473509084,6.03041221415802
50,12.0636883207499,6.12433171488049,0.492333393233771,5.01066682163636,6.00536674518981
